,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.068,-0.018,1.72,ACCos0Phi,-0.014,none,0.009,0.007,3.4,HERMES,e-/e+,27.6,p,0.93827208816
1,0.088,-0.043,2.26,ACCos0Phi,-0.008,none,0.009,0.006,3.4,HERMES,e-/e+,27.6,p,0.93827208816
2,0.099,-0.078,2.51,ACCos0Phi,-0.025,none,0.009,0.007,3.4,HERMES,e-/e+,27.6,p,0.93827208816
3,0.11,-0.142,2.79,ACCos0Phi,-0.019,none,0.008,0.01,3.4,HERMES,e-/e+,27.6,p,0.93827208816
4,0.121,-0.26,3.27,ACCos0Phi,-0.042,none,0.011,0.004,3.4,HERMES,e-/e+,27.6,p,0.93827208816
5,0.125,-0.46,3.82,ACCos0Phi,-0.083,none,0.016,0.005,3.4,HERMES,e-/e+,27.6,p,0.93827208816
