,xB,Q2,t,phi,deg/rad,value,stat_u,syst_u,col,obs,units,hadron,lepton,E_lepton,E_hadron
191,0.154,1.27,-0.34,262.95,deg,0.3157,0.0319,0.0191,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
192,0.154,1.27,-0.34,278.05,deg,0.3731,0.0359,0.0226,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
193,0.154,1.27,-0.34,293.17,deg,0.5313,0.0547,0.0378,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
194,0.154,1.27,-0.34,308.2,deg,0.9415,0.0928,0.0877,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
195,0.154,1.27,-0.45,41.09,deg,1.0955,0.096,0.085,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
196,0.154,1.27,-0.45,51.65,deg,0.479,0.039,0.046,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
197,0.154,1.27,-0.45,66.81,deg,0.302,0.0327,0.0364,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
198,0.154,1.27,-0.45,81.93,deg,0.1867,0.0246,0.0357,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
199,0.154,1.27,-0.45,97.04,deg,0.154,0.0176,0.0112,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
200,0.154,1.27,-0.45,112.13,deg,0.1275,0.0159,0.0092,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
201,0.154,1.27,-0.45,127.22,deg,0.0709,0.0135,0.0123,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
202,0.154,1.27,-0.45,142.3,deg,0.0954,0.018,0.0101,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
203,0.154,1.27,-0.45,157.38,deg,0.0842,0.0158,0.0073,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
204,0.154,1.27,-0.45,172.46,deg,0.0698,0.015,0.0171,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
205,0.154,1.27,-0.45,187.54,deg,0.0553,0.0178,0.0238,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
206,0.154,1.27,-0.45,202.62,deg,0.091,0.0185,0.0099,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
207,0.154,1.27,-0.45,217.7,deg,0.0978,0.0157,0.0177,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
208,0.154,1.27,-0.45,232.78,deg,0.1107,0.0165,0.0163,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
209,0.154,1.27,-0.45,247.87,deg,0.1414,0.0218,0.0103,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
210,0.154,1.27,-0.45,262.96,deg,0.1561,0.0183,0.0098,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
211,0.154,1.27,-0.45,278.07,deg,0.1689,0.0194,0.0134,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
212,0.154,1.27,-0.45,293.19,deg,0.3617,0.0333,0.0297,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
213,0.154,1.27,-0.45,308.35,deg,0.5071,0.0509,0.0396,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
214,0.154,1.27,-0.45,318.91,deg,0.9431,0.088,0.0839,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
215,0.155,1.39,-0.11,68.41,deg,4.9278,0.28,0.54,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
216,0.155,1.39,-0.11,82.12,deg,3.1648,0.1686,0.2962,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
217,0.155,1.39,-0.11,97.15,deg,2.5254,0.1516,0.2072,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
218,0.155,1.39,-0.11,112.22,deg,1.9683,0.1622,0.2679,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
219,0.155,1.39,-0.11,127.28,deg,1.6288,0.1457,0.1775,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
220,0.155,1.39,-0.11,142.34,deg,1.6075,0.1215,0.1164,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
221,0.155,1.39,-0.11,157.4,deg,1.2713,0.108,0.0889,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
222,0.155,1.39,-0.11,172.47,deg,1.1431,0.1266,0.1252,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
223,0.155,1.39,-0.11,187.53,deg,1.1655,0.1225,0.1291,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
224,0.155,1.39,-0.11,202.6,deg,1.3029,0.1128,0.1364,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
225,0.155,1.39,-0.11,217.66,deg,1.6213,0.1358,0.1425,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
226,0.155,1.39,-0.11,232.72,deg,1.6767,0.1533,0.1236,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
227,0.155,1.39,-0.11,247.78,deg,1.5828,0.1239,0.1035,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
228,0.155,1.39,-0.11,262.85,deg,2.6652,0.1524,0.373,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
229,0.155,1.39,-0.11,277.88,deg,2.7624,0.1693,0.1671,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
230,0.155,1.39,-0.11,291.59,deg,4.7012,0.2716,0.5317,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
231,0.155,1.39,-0.15,68.06,deg,2.8819,0.1799,0.1922,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
232,0.155,1.39,-0.15,82.05,deg,1.7514,0.1065,0.1285,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
233,0.155,1.39,-0.15,97.13,deg,1.5676,0.0972,0.1617,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
234,0.155,1.39,-0.15,112.2,deg,1.3226,0.1014,0.1708,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
235,0.155,1.39,-0.15,127.27,deg,0.9156,0.0896,0.066,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
236,0.155,1.39,-0.15,142.33,deg,0.6753,0.0644,0.13,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
237,0.155,1.39,-0.15,157.4,deg,0.8193,0.0697,0.0887,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
238,0.155,1.39,-0.15,172.47,deg,0.7601,0.0803,0.0507,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
239,0.155,1.39,-0.15,187.53,deg,0.8771,0.0899,0.0887,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
240,0.155,1.39,-0.15,202.6,deg,0.7889,0.0709,0.0974,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
241,0.155,1.39,-0.15,217.67,deg,0.8822,0.0759,0.0606,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
242,0.155,1.39,-0.15,232.73,deg,1.0459,0.0979,0.0873,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
243,0.155,1.39,-0.15,247.8,deg,1.0511,0.0876,0.093,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
244,0.155,1.39,-0.15,262.87,deg,1.3204,0.0868,0.0811,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
245,0.155,1.39,-0.15,277.95,deg,1.9731,0.1197,0.1847,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
246,0.155,1.39,-0.15,291.94,deg,2.8219,0.1722,0.2193,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
247,0.155,1.39,-0.2,67.32,deg,1.76,0.1394,0.1321,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
248,0.155,1.39,-0.2,82.02,deg,1.1427,0.0894,0.0886,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
249,0.155,1.39,-0.2,97.11,deg,0.9893,0.0765,0.0997,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
250,0.155,1.39,-0.2,112.19,deg,0.6613,0.0658,0.0727,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
251,0.155,1.39,-0.2,127.26,deg,0.5539,0.0651,0.0473,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
252,0.155,1.39,-0.2,142.33,deg,0.503,0.0545,0.0374,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
253,0.155,1.39,-0.2,157.4,deg,0.4168,0.0474,0.0581,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
254,0.155,1.39,-0.2,172.47,deg,0.4626,0.0577,0.0429,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
255,0.155,1.39,-0.2,187.53,deg,0.3445,0.0513,0.0549,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
256,0.155,1.39,-0.2,202.6,deg,0.4444,0.0483,0.0528,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
257,0.155,1.39,-0.2,217.67,deg,0.6003,0.0579,0.0454,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
258,0.155,1.39,-0.2,232.74,deg,0.6781,0.0739,0.0853,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
259,0.155,1.39,-0.2,247.81,deg,0.715,0.0706,0.0634,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
260,0.155,1.39,-0.2,262.89,deg,1.0285,0.0775,0.1043,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
261,0.155,1.39,-0.2,277.98,deg,1.1287,0.0857,0.0718,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
262,0.155,1.39,-0.2,292.68,deg,1.8929,0.1422,0.3014,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
263,0.155,1.39,-0.26,66.92,deg,1.2582,0.0985,0.1086,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
264,0.155,1.39,-0.26,82.0,deg,0.7821,0.0644,0.0762,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
265,0.155,1.39,-0.26,97.09,deg,0.4133,0.0394,0.0431,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
266,0.155,1.39,-0.26,112.18,deg,0.445,0.0446,0.0378,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
267,0.155,1.39,-0.26,127.25,deg,0.3276,0.0416,0.0337,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
268,0.155,1.39,-0.26,142.32,deg,0.2976,0.036,0.0222,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
269,0.155,1.39,-0.26,157.39,deg,0.2753,0.0324,0.046,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
270,0.155,1.39,-0.26,172.46,deg,0.2821,0.036,0.0812,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
271,0.155,1.39,-0.26,187.54,deg,0.225,0.0347,0.0465,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
272,0.155,1.39,-0.26,202.61,deg,0.3381,0.0363,0.0201,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
273,0.155,1.39,-0.26,217.68,deg,0.2467,0.03,0.0212,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
274,0.155,1.39,-0.26,232.75,deg,0.3753,0.0418,0.0333,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
275,0.155,1.39,-0.26,247.82,deg,0.3111,0.039,0.0267,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
276,0.155,1.39,-0.26,262.91,deg,0.5864,0.049,0.0568,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
277,0.155,1.39,-0.26,278.0,deg,0.791,0.0606,0.0947,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
278,0.155,1.39,-0.26,293.08,deg,1.1056,0.0914,0.0779,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
279,0.155,1.39,-0.34,54.08,deg,1.057,0.0848,0.1135,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
280,0.155,1.39,-0.34,66.88,deg,0.7246,0.0617,0.0923,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
281,0.155,1.39,-0.34,81.99,deg,0.4383,0.0421,0.0269,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
282,0.155,1.39,-0.34,97.08,deg,0.3362,0.0316,0.0229,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
283,0.155,1.39,-0.34,112.17,deg,0.3073,0.0318,0.0377,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
284,0.155,1.39,-0.34,127.25,deg,0.2201,0.0298,0.0185,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
285,0.155,1.39,-0.34,142.32,deg,0.2008,0.0262,0.0146,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
286,0.155,1.39,-0.34,157.39,deg,0.1836,0.0235,0.017,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
287,0.155,1.39,-0.34,172.46,deg,0.1949,0.0255,0.0159,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
288,0.155,1.39,-0.34,187.54,deg,0.1815,0.0279,0.0372,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
289,0.155,1.39,-0.34,202.61,deg,0.2127,0.0261,0.0249,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
290,0.155,1.39,-0.34,217.68,deg,0.1884,0.0226,0.0118,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
291,0.155,1.39,-0.34,232.75,deg,0.2227,0.0283,0.0232,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
292,0.155,1.39,-0.34,247.83,deg,0.2037,0.0291,0.0157,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
293,0.155,1.39,-0.34,262.92,deg,0.2977,0.0306,0.0288,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
294,0.155,1.39,-0.34,278.01,deg,0.4361,0.0377,0.0383,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
295,0.155,1.39,-0.34,293.12,deg,0.5538,0.0539,0.0433,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
296,0.155,1.39,-0.34,305.92,deg,1.1538,0.0973,0.0728,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
297,0.155,1.39,-0.45,51.97,deg,0.6221,0.0417,0.0477,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
298,0.155,1.39,-0.45,66.88,deg,0.3719,0.0331,0.0378,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
299,0.155,1.39,-0.45,81.98,deg,0.1963,0.0224,0.0209,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
300,0.155,1.39,-0.45,97.08,deg,0.1649,0.018,0.0176,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
301,0.155,1.39,-0.45,112.16,deg,0.1348,0.0164,0.0118,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
302,0.155,1.39,-0.45,127.24,deg,0.1146,0.0176,0.0147,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
303,0.155,1.39,-0.45,142.32,deg,0.1176,0.0172,0.0311,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
304,0.155,1.39,-0.45,157.39,deg,0.1303,0.0161,0.0208,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
305,0.155,1.39,-0.45,172.46,deg,0.1189,0.0162,0.011,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
306,0.155,1.39,-0.45,187.54,deg,0.0996,0.0175,0.0199,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
307,0.155,1.39,-0.45,202.61,deg,0.0952,0.0145,0.0055,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
308,0.155,1.39,-0.45,217.68,deg,0.1121,0.0143,0.0103,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
309,0.155,1.39,-0.45,232.76,deg,0.0987,0.0152,0.0076,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
310,0.155,1.39,-0.45,247.84,deg,0.1369,0.0201,0.0117,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
311,0.155,1.39,-0.45,262.92,deg,0.167,0.0189,0.0101,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
312,0.155,1.39,-0.45,278.02,deg,0.2314,0.0218,0.02,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
313,0.155,1.39,-0.45,293.12,deg,0.3358,0.0323,0.0232,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
314,0.155,1.39,-0.45,308.03,deg,0.5584,0.0475,0.0662,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
315,0.184,1.45,-0.11,7.85,deg,4.035,0.2391,0.346,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
316,0.184,1.45,-0.11,22.93,deg,4.1777,0.1827,0.2745,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
317,0.184,1.45,-0.11,37.42,deg,3.0824,0.1366,0.2187,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
318,0.184,1.45,-0.11,52.08,deg,2.2973,0.1363,0.1611,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
319,0.184,1.45,-0.11,67.09,deg,1.9029,0.1526,0.2466,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
320,0.184,1.45,-0.11,82.13,deg,1.21,0.1003,0.128,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
321,0.184,1.45,-0.11,97.17,deg,1.113,0.0889,0.1393,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
322,0.184,1.45,-0.11,112.21,deg,0.8355,0.0826,0.0895,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
323,0.184,1.45,-0.11,127.27,deg,0.7907,0.0969,0.074,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
324,0.184,1.45,-0.11,142.33,deg,0.5471,0.0619,0.0599,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
325,0.184,1.45,-0.11,157.39,deg,0.5532,0.0563,0.0943,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
326,0.184,1.45,-0.11,172.46,deg,0.4869,0.0643,0.0435,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
327,0.184,1.45,-0.11,187.54,deg,0.5022,0.0695,0.1276,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
328,0.184,1.45,-0.11,202.61,deg,0.4334,0.0516,0.0283,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
329,0.184,1.45,-0.11,217.67,deg,0.5621,0.0621,0.0349,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
330,0.184,1.45,-0.11,232.73,deg,0.6076,0.0802,0.0494,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
331,0.184,1.45,-0.11,247.79,deg,0.7304,0.0744,0.0692,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
332,0.184,1.45,-0.11,262.83,deg,0.9625,0.0822,0.0806,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
333,0.184,1.45,-0.11,277.87,deg,1.2243,0.0999,0.0754,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
334,0.184,1.45,-0.11,292.91,deg,1.9561,0.1489,0.1735,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
335,0.184,1.45,-0.11,307.92,deg,2.5557,0.1402,0.2199,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
336,0.184,1.45,-0.11,322.58,deg,3.29,0.1431,0.2456,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
337,0.184,1.45,-0.11,337.07,deg,3.9039,0.1762,0.3082,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
338,0.184,1.45,-0.11,352.15,deg,4.7351,0.2735,0.5392,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
339,0.184,1.45,-0.15,24.27,deg,4.9119,0.2721,0.5318,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
340,0.184,1.45,-0.15,38.0,deg,2.5609,0.1175,0.1637,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
341,0.184,1.45,-0.15,51.97,deg,1.9062,0.0978,0.1735,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
342,0.184,1.45,-0.15,67.01,deg,1.2143,0.0903,0.0677,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
343,0.184,1.45,-0.15,82.07,deg,0.8716,0.0683,0.0673,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
344,0.184,1.45,-0.15,97.13,deg,0.6479,0.0542,0.0714,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
345,0.184,1.45,-0.15,112.19,deg,0.5814,0.0548,0.0512,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
346,0.184,1.45,-0.15,127.25,deg,0.3401,0.0502,0.0265,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
347,0.184,1.45,-0.15,142.32,deg,0.2909,0.0395,0.0239,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
348,0.184,1.45,-0.15,157.39,deg,0.3961,0.0418,0.0241,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
349,0.184,1.45,-0.15,172.46,deg,0.2718,0.0388,0.0172,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
350,0.184,1.45,-0.15,187.54,deg,0.3153,0.0475,0.0304,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
351,0.184,1.45,-0.15,202.61,deg,0.4299,0.0457,0.0346,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
352,0.184,1.45,-0.15,217.68,deg,0.3719,0.0432,0.0405,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
353,0.184,1.45,-0.15,232.75,deg,0.4732,0.0596,0.032,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
354,0.184,1.45,-0.15,247.81,deg,0.5282,0.0564,0.0424,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
355,0.184,1.45,-0.15,262.87,deg,0.7802,0.0605,0.0583,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
356,0.184,1.45,-0.15,277.93,deg,1.0058,0.0686,0.0821,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
357,0.184,1.45,-0.15,292.99,deg,1.3495,0.0956,0.1103,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
358,0.184,1.45,-0.15,308.03,deg,1.6663,0.0968,0.1544,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
359,0.184,1.45,-0.15,322.0,deg,2.5455,0.1167,0.1748,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
360,0.184,1.45,-0.15,335.73,deg,3.7992,0.2123,0.3064,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
361,0.184,1.45,-0.2,38.92,deg,2.2199,0.1344,0.1854,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
362,0.184,1.45,-0.2,51.87,deg,1.2909,0.0806,0.0936,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
363,0.184,1.45,-0.2,66.95,deg,0.7185,0.0677,0.0699,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
364,0.184,1.45,-0.2,82.03,deg,0.5357,0.0517,0.057,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
365,0.184,1.45,-0.2,97.1,deg,0.4989,0.045,0.038,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
366,0.184,1.45,-0.2,112.17,deg,0.4026,0.0419,0.033,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
367,0.184,1.45,-0.2,127.24,deg,0.2864,0.0426,0.0413,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
368,0.184,1.45,-0.2,142.31,deg,0.2655,0.0387,0.0308,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
369,0.184,1.45,-0.2,157.39,deg,0.259,0.0345,0.0598,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
370,0.184,1.45,-0.2,172.46,deg,0.2545,0.0364,0.0581,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
371,0.184,1.45,-0.2,187.54,deg,0.1665,0.0339,0.0401,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
372,0.184,1.45,-0.2,202.61,deg,0.2035,0.0297,0.0431,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
373,0.184,1.45,-0.2,217.69,deg,0.2428,0.0324,0.0289,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
374,0.184,1.45,-0.2,232.76,deg,0.2924,0.043,0.0191,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
375,0.184,1.45,-0.2,247.83,deg,0.2604,0.0386,0.0299,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
376,0.184,1.45,-0.2,262.9,deg,0.3763,0.0392,0.0284,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
377,0.184,1.45,-0.2,277.97,deg,0.6275,0.0515,0.0461,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
378,0.184,1.45,-0.2,293.05,deg,0.8223,0.0716,0.0716,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
379,0.184,1.45,-0.2,308.13,deg,1.3345,0.0962,0.0992,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
380,0.184,1.45,-0.2,321.08,deg,2.4176,0.1342,0.1865,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
381,0.184,1.45,-0.26,39.83,deg,1.8396,0.1242,0.2009,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
