,xB,t,Q2,phi,deg/rad,obs,value,units,stat+syst_u,col,lepton,E_lepton,hadron,E_hadron
210,0.100597,-0.15109,1.54144,1.20668,deg,ALU,0.020469,none,0.11428,CLAS,e-,10.6,p,0.93827208816
211,0.115951,-0.152894,1.51495,1.59619,deg,ALU,0.374287,none,0.0610126,CLAS,e-,10.6,p,0.93827208816
212,0.117481,-0.164445,1.55367,2.02685,deg,ALU,0.0208766,none,0.0888863,CLAS,e-,10.6,p,0.93827208816
213,0.115671,-0.166858,1.55723,2.26979,deg,ALU,0.256696,none,0.0641645,CLAS,e-,10.6,p,0.93827208816
214,0.114982,-0.168444,1.56462,2.51915,deg,ALU,0.255783,none,0.0670548,CLAS,e-,10.6,p,0.93827208816
215,0.114019,-0.165339,1.55664,2.72714,deg,ALU,-0.0495801,none,0.0898187,CLAS,e-,10.6,p,0.93827208816
216,0.113913,-0.167603,1.53337,2.94968,deg,ALU,0.159925,none,0.0769243,CLAS,e-,10.6,p,0.93827208816
217,0.114349,-0.167102,1.55329,3.2015,deg,ALU,0.0147037,none,0.0940127,CLAS,e-,10.6,p,0.93827208816
218,0.114898,-0.166278,1.55058,3.50926,deg,ALU,0.0969284,none,0.0770513,CLAS,e-,10.6,p,0.93827208816
219,0.11812,-0.165738,1.54779,3.90177,deg,ALU,-0.521007,none,0.163603,CLAS,e-,10.6,p,0.93827208816
220,0.0991286,-0.151087,1.54481,5.08013,deg,ALU,-0.302465,none,0.153381,CLAS,e-,10.6,p,0.93827208816
221,0.101551,-0.153954,1.56007,5.25796,deg,ALU,-0.165468,none,0.0499925,CLAS,e-,10.6,p,0.93827208816
222,0.104883,-0.15526,1.57386,5.44072,deg,ALU,-0.194213,none,0.0319679,CLAS,e-,10.6,p,0.93827208816
223,0.110167,-0.155015,1.58258,5.62159,deg,ALU,-0.17687,none,0.0257489,CLAS,e-,10.6,p,0.93827208816
224,0.114772,-0.155419,1.57685,5.80982,deg,ALU,-0.0843754,none,0.0247865,CLAS,e-,10.6,p,0.93827208816
225,0.117903,-0.152581,1.56132,5.99524,deg,ALU,-0.120179,none,0.0271862,CLAS,e-,10.6,p,0.93827208816
226,0.119291,-0.144884,1.55738,6.18454,deg,ALU,-0.0384128,none,0.0259585,CLAS,e-,10.6,p,0.93827208816
227,0.157266,-0.174366,1.63274,0.0954951,deg,ALU,0.0471181,none,0.0406104,CLAS,e-,10.6,p,0.93827208816
228,0.163178,-0.170379,1.6201,0.276794,deg,ALU,0.0552729,none,0.0501996,CLAS,e-,10.6,p,0.93827208816
229,0.173583,-0.168073,1.61072,0.469932,deg,ALU,0.168115,none,0.0513254,CLAS,e-,10.6,p,0.93827208816
230,0.178931,-0.163998,1.59909,0.657087,deg,ALU,0.292582,none,0.0509047,CLAS,e-,10.6,p,0.93827208816
231,0.173506,-0.160991,1.58336,0.845306,deg,ALU,0.267475,none,0.0672752,CLAS,e-,10.6,p,0.93827208816
232,0.167641,-0.156846,1.59834,1.03583,deg,ALU,0.159411,none,0.0798073,CLAS,e-,10.6,p,0.93827208816
233,0.165954,-0.159026,1.59633,1.21893,deg,ALU,0.36865,none,0.0586386,CLAS,e-,10.6,p,0.93827208816
234,0.164307,-0.167376,1.59643,1.41039,deg,ALU,0.353226,none,0.0576213,CLAS,e-,10.6,p,0.93827208816
235,0.164071,-0.170859,1.59559,1.62987,deg,ALU,0.447105,none,0.0506948,CLAS,e-,10.6,p,0.93827208816
236,0.160328,-0.170612,1.59698,1.87415,deg,ALU,0.444565,none,0.056831,CLAS,e-,10.6,p,0.93827208816
237,0.158144,-0.175888,1.61358,2.09723,deg,ALU,0.117028,none,0.102014,CLAS,e-,10.6,p,0.93827208816
238,0.153608,-0.175412,1.59617,2.29591,deg,ALU,0.0778702,none,0.0854056,CLAS,e-,10.6,p,0.93827208816
239,0.151876,-0.177274,1.60367,2.47725,deg,ALU,-0.144068,none,0.110288,CLAS,e-,10.6,p,0.93827208816
240,0.151663,-0.179042,1.60254,2.67615,deg,ALU,0.0896505,none,0.100031,CLAS,e-,10.6,p,0.93827208816
241,0.148978,-0.180247,1.59805,2.88948,deg,ALU,-0.144689,none,0.106023,CLAS,e-,10.6,p,0.93827208816
242,0.150014,-0.176137,1.60966,3.17365,deg,ALU,-0.00925932,none,0.101214,CLAS,e-,10.6,p,0.93827208816
243,0.150748,-0.179802,1.60322,3.48098,deg,ALU,-0.00935696,none,0.0982582,CLAS,e-,10.6,p,0.93827208816
244,0.154199,-0.180942,1.60276,3.80185,deg,ALU,0.0414421,none,0.0988535,CLAS,e-,10.6,p,0.93827208816
245,0.169035,-0.18185,1.58564,4.29507,deg,ALU,-0.166921,none,0.0932685,CLAS,e-,10.6,p,0.93827208816
246,0.174855,-0.170263,1.60008,4.88323,deg,ALU,-0.477234,none,0.131936,CLAS,e-,10.6,p,0.93827208816
247,0.182276,-0.148336,1.60913,5.54666,deg,ALU,-0.176149,none,0.0952751,CLAS,e-,10.6,p,0.93827208816
248,0.16765,-0.163023,1.63872,5.81874,deg,ALU,-0.224156,none,0.0874888,CLAS,e-,10.6,p,0.93827208816
249,0.159687,-0.166942,1.6423,6.0035,deg,ALU,-0.0713077,none,0.0568213,CLAS,e-,10.6,p,0.93827208816
250,0.155567,-0.174111,1.62937,6.19377,deg,ALU,-0.036556,none,0.0429403,CLAS,e-,10.6,p,0.93827208816
251,0.257403,-0.198368,1.61394,0.100731,deg,ALU,0.0294403,none,0.0686881,CLAS,e-,10.6,p,0.93827208816
252,0.251207,-0.198664,1.60239,0.280758,deg,ALU,0.210652,none,0.0594872,CLAS,e-,10.6,p,0.93827208816
253,0.251754,-0.18762,1.59686,0.467545,deg,ALU,0.24699,none,0.0663132,CLAS,e-,10.6,p,0.93827208816
254,0.257214,-0.198159,1.60658,0.655986,deg,ALU,0.249776,none,0.0769121,CLAS,e-,10.6,p,0.93827208816
255,0.254436,-0.203456,1.60843,0.869666,deg,ALU,0.308395,none,0.0849806,CLAS,e-,10.6,p,0.93827208816
256,0.260095,-0.2029,1.59887,1.18969,deg,ALU,0.255218,none,0.0887917,CLAS,e-,10.6,p,0.93827208816
257,0.241402,-0.202879,1.60827,1.61337,deg,ALU,0.30215,none,0.0876917,CLAS,e-,10.6,p,0.93827208816
258,0.251732,-0.205709,1.62498,4.77247,deg,ALU,-0.290641,none,0.193335,CLAS,e-,10.6,p,0.93827208816
259,0.267385,-0.192987,1.60223,5.38085,deg,ALU,-0.224031,none,0.131323,CLAS,e-,10.6,p,0.93827208816
260,0.256447,-0.191418,1.59185,5.68819,deg,ALU,-0.145822,none,0.105071,CLAS,e-,10.6,p,0.93827208816
261,0.256517,-0.190041,1.61232,5.88098,deg,ALU,-0.281233,none,0.102683,CLAS,e-,10.6,p,0.93827208816
262,0.252511,-0.204015,1.61996,6.13282,deg,ALU,-0.0275351,none,0.0553009,CLAS,e-,10.6,p,0.93827208816
263,0.125891,-0.241116,1.48328,0.103867,deg,ALU,-0.00345378,none,0.0674262,CLAS,e-,10.6,p,0.93827208816
264,0.124172,-0.259521,1.51174,0.295121,deg,ALU,0.0941391,none,0.0440952,CLAS,e-,10.6,p,0.93827208816
265,0.120064,-0.288331,1.54869,0.481672,deg,ALU,0.156746,none,0.0258791,CLAS,e-,10.6,p,0.93827208816
266,0.112074,-0.300369,1.57597,0.66207,deg,ALU,0.179279,none,0.0201438,CLAS,e-,10.6,p,0.93827208816
267,0.10452,-0.292301,1.56833,0.832765,deg,ALU,0.222575,none,0.0238946,CLAS,e-,10.6,p,0.93827208816
268,0.100876,-0.281665,1.55214,1.01795,deg,ALU,0.360567,none,0.0578003,CLAS,e-,10.6,p,0.93827208816
269,0.115145,-0.294277,1.57103,2.02298,deg,ALU,0.172105,none,0.0725925,CLAS,e-,10.6,p,0.93827208816
270,0.1123,-0.293211,1.55165,2.29087,deg,ALU,0.0510688,none,0.105795,CLAS,e-,10.6,p,0.93827208816
271,0.111974,-0.289436,1.54205,2.48631,deg,ALU,0.126266,none,0.0855284,CLAS,e-,10.6,p,0.93827208816
272,0.111868,-0.301992,1.54085,2.6714,deg,ALU,0.052857,none,0.0858044,CLAS,e-,10.6,p,0.93827208816
273,0.115283,-0.299706,1.55638,2.86227,deg,ALU,0.00338646,none,0.0845997,CLAS,e-,10.6,p,0.93827208816
274,0.113641,-0.29859,1.53732,3.04878,deg,ALU,-0.22227,none,0.109174,CLAS,e-,10.6,p,0.93827208816
275,0.114334,-0.299758,1.55494,3.22213,deg,ALU,0.00418913,none,0.0962704,CLAS,e-,10.6,p,0.93827208816
276,0.114816,-0.28726,1.55532,3.51502,deg,ALU,-0.060967,none,0.111244,CLAS,e-,10.6,p,0.93827208816
277,0.11403,-0.305551,1.56081,4.02671,deg,ALU,0.0768908,none,0.0951209,CLAS,e-,10.6,p,0.93827208816
278,0.114531,-0.3198,1.55469,4.49933,deg,ALU,-0.180213,none,0.0948946,CLAS,e-,10.6,p,0.93827208816
279,0.117396,-0.315608,1.52136,4.83749,deg,ALU,-0.285237,none,0.0892303,CLAS,e-,10.6,p,0.93827208816
280,0.100969,-0.270762,1.55002,5.20462,deg,ALU,-0.210341,none,0.115412,CLAS,e-,10.6,p,0.93827208816
281,0.103718,-0.280262,1.57011,5.38945,deg,ALU,-0.208143,none,0.039733,CLAS,e-,10.6,p,0.93827208816
282,0.109509,-0.294835,1.57561,5.56568,deg,ALU,-0.147022,none,0.0237432,CLAS,e-,10.6,p,0.93827208816
283,0.118347,-0.296659,1.56542,5.73976,deg,ALU,-0.11932,none,0.0248295,CLAS,e-,10.6,p,0.93827208816
284,0.123228,-0.277345,1.51198,5.91794,deg,ALU,-0.146978,none,0.0379439,CLAS,e-,10.6,p,0.93827208816
285,0.125252,-0.24287,1.48651,6.13518,deg,ALU,0.00824126,none,0.062672,CLAS,e-,10.6,p,0.93827208816
286,0.147913,-0.306927,1.59456,0.0930619,deg,ALU,0.0145343,none,0.0256849,CLAS,e-,10.6,p,0.93827208816
287,0.145839,-0.315641,1.61132,0.277965,deg,ALU,0.127105,none,0.0257516,CLAS,e-,10.6,p,0.93827208816
288,0.143662,-0.312831,1.66231,0.454721,deg,ALU,0.145658,none,0.0429751,CLAS,e-,10.6,p,0.93827208816
289,0.160492,-0.299857,1.65758,0.728274,deg,ALU,0.312867,none,0.0938771,CLAS,e-,10.6,p,0.93827208816
290,0.17125,-0.300359,1.60569,1.43848,deg,ALU,0.46651,none,0.0524918,CLAS,e-,10.6,p,0.93827208816
291,0.161921,-0.299122,1.60293,1.75648,deg,ALU,0.202051,none,0.0813978,CLAS,e-,10.6,p,0.93827208816
292,0.159886,-0.295003,1.61206,1.98485,deg,ALU,0.127021,none,0.11238,CLAS,e-,10.6,p,0.93827208816
293,0.164224,-0.298265,1.58405,2.20385,deg,ALU,0.297809,none,0.0774805,CLAS,e-,10.6,p,0.93827208816
294,0.158917,-0.314634,1.57597,2.42956,deg,ALU,0.228745,none,0.0738402,CLAS,e-,10.6,p,0.93827208816
295,0.157115,-0.308411,1.6094,2.60783,deg,ALU,0.160265,none,0.0725917,CLAS,e-,10.6,p,0.93827208816
296,0.1592,-0.309153,1.58967,2.79701,deg,ALU,0.0738126,none,0.0766664,CLAS,e-,10.6,p,0.93827208816
297,0.155874,-0.313347,1.58753,2.97936,deg,ALU,0.0643592,none,0.0849942,CLAS,e-,10.6,p,0.93827208816
298,0.156546,-0.319728,1.58089,3.16557,deg,ALU,-0.154017,none,0.112012,CLAS,e-,10.6,p,0.93827208816
299,0.158289,-0.313771,1.5968,3.39169,deg,ALU,0.250391,none,0.0734102,CLAS,e-,10.6,p,0.93827208816
300,0.156495,-0.311116,1.59391,3.64126,deg,ALU,-0.189025,none,0.101277,CLAS,e-,10.6,p,0.93827208816
301,0.161855,-0.306988,1.58041,3.88252,deg,ALU,-0.0077834,none,0.111533,CLAS,e-,10.6,p,0.93827208816
302,0.163415,-0.321453,1.60037,4.30533,deg,ALU,-0.453142,none,0.111939,CLAS,e-,10.6,p,0.93827208816
303,0.159272,-0.329352,1.58945,4.74975,deg,ALU,-0.227572,none,0.100751,CLAS,e-,10.6,p,0.93827208816
304,0.153307,-0.334318,1.58036,5.05837,deg,ALU,-0.307907,none,0.0899051,CLAS,e-,10.6,p,0.93827208816
305,0.163585,-0.341426,1.58053,5.32968,deg,ALU,-0.298514,none,0.094178,CLAS,e-,10.6,p,0.93827208816
306,0.143708,-0.335765,1.68172,5.68059,deg,ALU,-0.139014,none,0.120605,CLAS,e-,10.6,p,0.93827208816
307,0.138323,-0.327451,1.65078,5.88381,deg,ALU,-0.0815662,none,0.0364583,CLAS,e-,10.6,p,0.93827208816
308,0.146593,-0.312846,1.60412,6.12481,deg,ALU,-0.0472144,none,0.0205619,CLAS,e-,10.6,p,0.93827208816
309,0.255674,-0.352464,1.60413,0.0907367,deg,ALU,-0.0394466,none,0.0694078,CLAS,e-,10.6,p,0.93827208816
310,0.251917,-0.348461,1.5969,0.271958,deg,ALU,0.240088,none,0.0678129,CLAS,e-,10.6,p,0.93827208816
311,0.254761,-0.343387,1.6038,0.467791,deg,ALU,0.117719,none,0.1045,CLAS,e-,10.6,p,0.93827208816
312,0.270767,-0.338026,1.60681,0.713009,deg,ALU,-0.00701786,none,0.117163,CLAS,e-,10.6,p,0.93827208816
313,0.262034,-0.33628,1.60013,1.21521,deg,ALU,0.429018,none,0.0846371,CLAS,e-,10.6,p,0.93827208816
314,0.248841,-0.343335,1.60453,1.6966,deg,ALU,0.0267452,none,0.139304,CLAS,e-,10.6,p,0.93827208816
315,0.237419,-0.363678,1.58002,2.1074,deg,ALU,0.296616,none,0.137262,CLAS,e-,10.6,p,0.93827208816
316,0.25862,-0.369369,1.61819,4.66866,deg,ALU,-0.909066,none,0.329242,CLAS,e-,10.6,p,0.93827208816
317,0.263816,-0.382624,1.61819,5.36216,deg,ALU,0.200898,none,0.160721,CLAS,e-,10.6,p,0.93827208816
318,0.266252,-0.334745,1.6236,5.95539,deg,ALU,-0.239627,none,0.0937884,CLAS,e-,10.6,p,0.93827208816
319,0.254431,-0.350178,1.589,6.18932,deg,ALU,0.168898,none,0.0556884,CLAS,e-,10.6,p,0.93827208816
320,0.117404,-0.629299,1.50893,0.452438,deg,ALU,0.0114797,none,0.0430526,CLAS,e-,10.6,p,0.93827208816
321,0.112037,-0.559785,1.57172,0.596394,deg,ALU,0.118245,none,0.0221521,CLAS,e-,10.6,p,0.93827208816
322,0.10538,-0.508706,1.57039,0.759838,deg,ALU,0.0422385,none,0.0417597,CLAS,e-,10.6,p,0.93827208816
323,0.109939,-0.532032,1.53812,1.04029,deg,ALU,0.115717,none,0.103836,CLAS,e-,10.6,p,0.93827208816
324,0.116686,-0.578352,1.56038,1.60107,deg,ALU,0.0598101,none,0.136171,CLAS,e-,10.6,p,0.93827208816
325,0.112943,-0.534755,1.56571,2.29314,deg,ALU,0.183319,none,0.081289,CLAS,e-,10.6,p,0.93827208816
326,0.115171,-0.570256,1.55285,2.63497,deg,ALU,-0.104811,none,0.118118,CLAS,e-,10.6,p,0.93827208816
327,0.113952,-0.56408,1.54565,2.89831,deg,ALU,0.114826,none,0.0969509,CLAS,e-,10.6,p,0.93827208816
328,0.113903,-0.553428,1.56421,3.17248,deg,ALU,0.167965,none,0.0769748,CLAS,e-,10.6,p,0.93827208816
329,0.114234,-0.567249,1.55365,3.65103,deg,ALU,-0.370768,none,0.135296,CLAS,e-,10.6,p,0.93827208816
330,0.111093,-0.567489,1.5551,4.27984,deg,ALU,-0.00981308,none,0.0971915,CLAS,e-,10.6,p,0.93827208816
331,0.114487,-0.578397,1.54813,4.6685,deg,ALU,-0.0796155,none,0.0935056,CLAS,e-,10.6,p,0.93827208816
332,0.119131,-0.581138,1.54254,4.99628,deg,ALU,-0.212765,none,0.09964,CLAS,e-,10.6,p,0.93827208816
333,0.103145,-0.485656,1.55991,5.3943,deg,ALU,0.132532,none,0.0742127,CLAS,e-,10.6,p,0.93827208816
334,0.106971,-0.521621,1.57623,5.57625,deg,ALU,-0.156891,none,0.0373801,CLAS,e-,10.6,p,0.93827208816
335,0.114246,-0.580486,1.55417,5.74063,deg,ALU,-0.0923461,none,0.0254495,CLAS,e-,10.6,p,0.93827208816
336,0.121026,-0.629087,1.47757,5.87676,deg,ALU,0.0192161,none,0.0824402,CLAS,e-,10.6,p,0.93827208816
337,0.17658,-0.538745,1.58961,0.0944883,deg,ALU,0.00546565,none,0.0367293,CLAS,e-,10.6,p,0.93827208816
338,0.159368,-0.581983,1.58336,0.289366,deg,ALU,0.0793285,none,0.030582,CLAS,e-,10.6,p,0.93827208816
339,0.140137,-0.582071,1.63727,0.452297,deg,ALU,0.0828868,none,0.0380761,CLAS,e-,10.6,p,0.93827208816
340,0.163119,-0.604961,1.62993,0.665953,deg,ALU,0.0186006,none,0.111053,CLAS,e-,10.6,p,0.93827208816
341,0.165259,-0.648179,1.56667,0.916635,deg,ALU,0.211066,none,0.0721536,CLAS,e-,10.6,p,0.93827208816
342,0.161076,-0.621265,1.59195,1.11152,deg,ALU,0.14175,none,0.0955126,CLAS,e-,10.6,p,0.93827208816
343,0.161212,-0.601439,1.60084,1.50643,deg,ALU,0.163601,none,0.0955506,CLAS,e-,10.6,p,0.93827208816
344,0.169074,-0.54681,1.60411,2.08493,deg,ALU,0.262055,none,0.0923217,CLAS,e-,10.6,p,0.93827208816
345,0.161047,-0.566086,1.5933,2.52873,deg,ALU,0.154554,none,0.0961684,CLAS,e-,10.6,p,0.93827208816
346,0.156552,-0.580001,1.58431,2.79298,deg,ALU,0.150699,none,0.0945709,CLAS,e-,10.6,p,0.93827208816
347,0.160761,-0.574043,1.5887,2.98088,deg,ALU,-0.206212,none,0.109196,CLAS,e-,10.6,p,0.93827208816
348,0.165206,-0.57208,1.58543,3.19461,deg,ALU,0.100829,none,0.0949691,CLAS,e-,10.6,p,0.93827208816
349,0.167809,-0.583168,1.58397,3.47046,deg,ALU,0.0368103,none,0.101714,CLAS,e-,10.6,p,0.93827208816
350,0.161368,-0.574093,1.61172,3.86928,deg,ALU,-0.12084,none,0.124201,CLAS,e-,10.6,p,0.93827208816
351,0.163197,-0.590491,1.61618,4.49426,deg,ALU,-0.307156,none,0.143223,CLAS,e-,10.6,p,0.93827208816
352,0.162401,-0.56878,1.5974,4.80404,deg,ALU,-0.218367,none,0.106439,CLAS,e-,10.6,p,0.93827208816
353,0.156613,-0.602119,1.58738,4.98784,deg,ALU,-0.286412,none,0.110174,CLAS,e-,10.6,p,0.93827208816
354,0.163293,-0.588699,1.589,5.21177,deg,ALU,-0.421983,none,0.100158,CLAS,e-,10.6,p,0.93827208816
355,0.173197,-0.579933,1.5661,5.46586,deg,ALU,-0.191015,none,0.0858376,CLAS,e-,10.6,p,0.93827208816
356,0.153387,-0.56403,1.64715,5.7058,deg,ALU,-0.0916876,none,0.0716143,CLAS,e-,10.6,p,0.93827208816
357,0.146228,-0.583732,1.60947,5.88334,deg,ALU,-0.136297,none,0.0303134,CLAS,e-,10.6,p,0.93827208816
358,0.17032,-0.55664,1.57778,6.10293,deg,ALU,-0.0715832,none,0.0257433,CLAS,e-,10.6,p,0.93827208816
359,0.255805,-0.663732,1.63133,0.200336,deg,ALU,0.166141,none,0.0608439,CLAS,e-,10.6,p,0.93827208816
360,0.254179,-0.692777,1.58816,0.924833,deg,ALU,0.131621,none,0.115079,CLAS,e-,10.6,p,0.93827208816
361,0.253573,-0.592799,1.5714,1.56577,deg,ALU,0.0994853,none,0.194968,CLAS,e-,10.6,p,0.93827208816
362,0.252553,-0.626081,1.59503,2.25847,deg,ALU,0.240505,none,0.109181,CLAS,e-,10.6,p,0.93827208816
363,0.238455,-0.605707,1.61382,2.80826,deg,ALU,0.0638697,none,0.111068,CLAS,e-,10.6,p,0.93827208816
364,0.232857,-0.643641,1.61268,3.35117,deg,ALU,0.121149,none,0.0877923,CLAS,e-,10.6,p,0.93827208816
365,0.263787,-0.66832,1.63142,4.01809,deg,ALU,0.0647358,none,0.129649,CLAS,e-,10.6,p,0.93827208816
366,0.239769,-0.610457,1.58306,4.65767,deg,ALU,0.0198262,none,0.159819,CLAS,e-,10.6,p,0.93827208816
367,0.249215,-0.626185,1.62638,5.26301,deg,ALU,-0.42469,none,0.187473,CLAS,e-,10.6,p,0.93827208816
368,0.256235,-0.677493,1.60336,5.62635,deg,ALU,-0.078948,none,0.0974655,CLAS,e-,10.6,p,0.93827208816
369,0.255262,-0.677562,1.60519,6.0437,deg,ALU,-0.0289526,none,0.0584761,CLAS,e-,10.6,p,0.93827208816
370,0.109622,-1.17272,1.53944,0.09136,deg,ALU,-0.0812171,none,0.0592202,CLAS,e-,10.6,p,0.93827208816
371,0.111359,-1.06002,1.54696,0.294052,deg,ALU,0.0134844,none,0.0506183,CLAS,e-,10.6,p,0.93827208816
372,0.112323,-0.939426,1.56869,0.454484,deg,ALU,0.134068,none,0.0534347,CLAS,e-,10.6,p,0.93827208816
373,0.11301,-1.09822,1.55556,0.80745,deg,ALU,0.0889999,none,0.130427,CLAS,e-,10.6,p,0.93827208816
374,0.114633,-1.18025,1.55096,4.71459,deg,ALU,-0.194226,none,0.174767,CLAS,e-,10.6,p,0.93827208816
375,0.110298,-0.921366,1.58338,5.76532,deg,ALU,0.0145344,none,0.0827296,CLAS,e-,10.6,p,0.93827208816
376,0.112766,-0.994898,1.55793,5.93419,deg,ALU,-0.0111787,none,0.0410654,CLAS,e-,10.6,p,0.93827208816
377,0.110715,-1.16583,1.56641,6.15496,deg,ALU,0.0838811,none,0.0420496,CLAS,e-,10.6,p,0.93827208816
378,0.158771,-1.36134,1.58388,0.0946286,deg,ALU,0.0914842,none,0.0551637,CLAS,e-,10.6,p,0.93827208816
379,0.160568,-1.07518,1.59444,0.283205,deg,ALU,0.0943404,none,0.0410698,CLAS,e-,10.6,p,0.93827208816
380,0.153956,-1.04549,1.63902,0.483339,deg,ALU,-0.0159364,none,0.0899407,CLAS,e-,10.6,p,0.93827208816
381,0.168349,-1.03151,1.59191,0.875978,deg,ALU,0.0595019,none,0.0934797,CLAS,e-,10.6,p,0.93827208816
382,0.164795,-1.14527,1.5752,1.32333,deg,ALU,0.103913,none,0.136697,CLAS,e-,10.6,p,0.93827208816
383,0.173045,-1.24796,1.59789,2.6454,deg,ALU,0.0413233,none,0.121093,CLAS,e-,10.6,p,0.93827208816
384,0.175859,-1.14786,1.56614,3.21164,deg,ALU,-0.0228915,none,0.112369,CLAS,e-,10.6,p,0.93827208816
385,0.161432,-0.980445,1.5722,4.5315,deg,ALU,0.0690201,none,0.173255,CLAS,e-,10.6,p,0.93827208816
386,0.15842,-0.980372,1.61834,5.15902,deg,ALU,-0.472845,none,0.176205,CLAS,e-,10.6,p,0.93827208816
387,0.156076,-1.081,1.61552,5.77358,deg,ALU,-0.00895755,none,0.085425,CLAS,e-,10.6,p,0.93827208816
388,0.160727,-1.06034,1.59615,5.99683,deg,ALU,-0.0629843,none,0.0421101,CLAS,e-,10.6,p,0.93827208816
389,0.159215,-1.36773,1.5986,6.19035,deg,ALU,-0.0296375,none,0.0601953,CLAS,e-,10.6,p,0.93827208816
390,0.144721,-0.15523,2.04973,0.0956592,deg,ALU,0.0115625,none,0.0261525,CLAS,e-,10.6,p,0.93827208816
391,0.142852,-0.155184,2.04975,0.285034,deg,ALU,0.0812281,none,0.0246585,CLAS,e-,10.6,p,0.93827208816
392,0.140409,-0.160115,2.06163,0.471932,deg,ALU,0.135234,none,0.0241602,CLAS,e-,10.6,p,0.93827208816
393,0.135614,-0.161548,2.05264,0.654487,deg,ALU,0.141826,none,0.027949,CLAS,e-,10.6,p,0.93827208816
394,0.131824,-0.162502,2.03076,0.837514,deg,ALU,0.20018,none,0.0499084,CLAS,e-,10.6,p,0.93827208816
395,0.129152,-0.160431,2.00073,1.01759,deg,ALU,0.206926,none,0.080708,CLAS,e-,10.6,p,0.93827208816
396,0.142147,-0.157211,1.93511,1.32298,deg,ALU,0.31593,none,0.139953,CLAS,e-,10.6,p,0.93827208816
397,0.148177,-0.173349,1.98855,1.73561,deg,ALU,0.241934,none,0.106216,CLAS,e-,10.6,p,0.93827208816
398,0.145557,-0.170486,2.02106,2.01054,deg,ALU,0.288218,none,0.0928453,CLAS,e-,10.6,p,0.93827208816
399,0.144133,-0.173659,2.00186,2.22885,deg,ALU,0.309019,none,0.0995631,CLAS,e-,10.6,p,0.93827208816
400,0.143167,-0.176204,2.01693,2.4212,deg,ALU,0.20921,none,0.0959306,CLAS,e-,10.6,p,0.93827208816
401,0.1412,-0.171212,1.98305,2.61099,deg,ALU,0.00675894,none,0.089193,CLAS,e-,10.6,p,0.93827208816
402,0.143106,-0.175207,2.01363,2.79648,deg,ALU,0.010535,none,0.102277,CLAS,e-,10.6,p,0.93827208816
403,0.142657,-0.175497,1.99092,2.97865,deg,ALU,0.0110256,none,0.120548,CLAS,e-,10.6,p,0.93827208816
404,0.141586,-0.169507,1.99575,3.20618,deg,ALU,-0.106631,none,0.107175,CLAS,e-,10.6,p,0.93827208816
405,0.141749,-0.174015,1.97694,3.45669,deg,ALU,0.0173457,none,0.124924,CLAS,e-,10.6,p,0.93827208816
406,0.145512,-0.168446,1.97742,3.76232,deg,ALU,-0.175744,none,0.11727,CLAS,e-,10.6,p,0.93827208816
407,0.126328,-0.156521,1.96767,5.1859,deg,ALU,-0.325209,none,0.110084,CLAS,e-,10.6,p,0.93827208816
408,0.130876,-0.158056,2.02049,5.38427,deg,ALU,-0.140118,none,0.0569587,CLAS,e-,10.6,p,0.93827208816
409,0.134113,-0.164457,2.0433,5.56515,deg,ALU,-0.202878,none,0.0315824,CLAS,e-,10.6,p,0.93827208816
410,0.138789,-0.163199,2.06072,5.74588,deg,ALU,-0.106682,none,0.0266633,CLAS,e-,10.6,p,0.93827208816
411,0.142523,-0.159641,2.06065,5.93436,deg,ALU,-0.056027,none,0.0271927,CLAS,e-,10.6,p,0.93827208816
412,0.144043,-0.155143,2.04088,6.15783,deg,ALU,-0.0662251,none,0.0230437,CLAS,e-,10.6,p,0.93827208816
413,0.200931,-0.186478,2.16698,0.0934252,deg,ALU,0.0648763,none,0.0475669,CLAS,e-,10.6,p,0.93827208816
414,0.205604,-0.185579,2.14375,0.281018,deg,ALU,0.110168,none,0.0453345,CLAS,e-,10.6,p,0.93827208816
415,0.210579,-0.179247,2.10567,0.467613,deg,ALU,0.175357,none,0.0505523,CLAS,e-,10.6,p,0.93827208816
416,0.211121,-0.182034,2.08013,0.657328,deg,ALU,0.225664,none,0.058119,CLAS,e-,10.6,p,0.93827208816
417,0.215463,-0.181409,2.08842,0.838096,deg,ALU,0.295923,none,0.0704311,CLAS,e-,10.6,p,0.93827208816
418,0.204858,-0.172419,2.09398,1.03458,deg,ALU,0.291252,none,0.0828459,CLAS,e-,10.6,p,0.93827208816
419,0.20049,-0.175957,2.11909,1.22372,deg,ALU,0.367671,none,0.0796546,CLAS,e-,10.6,p,0.93827208816
420,0.197035,-0.174019,2.09219,1.40939,deg,ALU,0.277114,none,0.0778622,CLAS,e-,10.6,p,0.93827208816
421,0.198044,-0.181677,2.11493,1.60727,deg,ALU,0.210574,none,0.0844523,CLAS,e-,10.6,p,0.93827208816
422,0.195428,-0.184762,2.12561,1.79039,deg,ALU,0.440373,none,0.0942546,CLAS,e-,10.6,p,0.93827208816
423,0.193422,-0.18849,2.10717,1.96648,deg,ALU,0.328443,none,0.086122,CLAS,e-,10.6,p,0.93827208816
424,0.186195,-0.188305,2.13857,2.15389,deg,ALU,0.324793,none,0.100601,CLAS,e-,10.6,p,0.93827208816
425,0.182351,-0.186537,2.12923,2.34851,deg,ALU,0.101154,none,0.118321,CLAS,e-,10.6,p,0.93827208816
