,xB,t,Q2,phi,deg/rad,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
42,0.126,-0.2,1.11,217.68,deg,deltad4SigLU,-0.0739,nb/GeV4,0.0806,0.0261,CLAS,e-,5.75,p,0.93827208816
43,0.126,-0.2,1.11,232.75,deg,deltad4SigLU,-0.1547,nb/GeV4,0.1136,0.0389,CLAS,e-,5.75,p,0.93827208816
44,0.126,-0.2,1.11,247.83,deg,deltad4SigLU,-0.305,nb/GeV4,0.1177,0.0553,CLAS,e-,5.75,p,0.93827208816
45,0.126,-0.2,1.11,262.91,deg,deltad4SigLU,-0.2539,nb/GeV4,0.1478,0.0386,CLAS,e-,5.75,p,0.93827208816
46,0.126,-0.2,1.11,278.0,deg,deltad4SigLU,-0.2264,nb/GeV4,0.1888,0.0736,CLAS,e-,5.75,p,0.93827208816
47,0.126,-0.2,1.11,292.47,deg,deltad4SigLU,-0.4884,nb/GeV4,0.3466,0.1479,CLAS,e-,5.75,p,0.93827208816
48,0.126,-0.26,1.11,55.41,deg,deltad4SigLU,-0.3133,nb/GeV4,0.3491,0.1035,CLAS,e-,5.75,p,0.93827208816
49,0.126,-0.26,1.11,66.94,deg,deltad4SigLU,0.2681,nb/GeV4,0.2543,0.1136,CLAS,e-,5.75,p,0.93827208816
50,0.126,-0.26,1.11,81.98,deg,deltad4SigLU,0.3277,nb/GeV4,0.1323,0.029,CLAS,e-,5.75,p,0.93827208816
51,0.126,-0.26,1.11,97.08,deg,deltad4SigLU,0.2141,nb/GeV4,0.0862,0.0336,CLAS,e-,5.75,p,0.93827208816
52,0.126,-0.26,1.11,112.16,deg,deltad4SigLU,0.1313,nb/GeV4,0.0806,0.0301,CLAS,e-,5.75,p,0.93827208816
53,0.126,-0.26,1.11,127.24,deg,deltad4SigLU,0.1391,nb/GeV4,0.0728,0.0206,CLAS,e-,5.75,p,0.93827208816
54,0.126,-0.26,1.11,142.32,deg,deltad4SigLU,-0.0291,nb/GeV4,0.0575,0.0114,CLAS,e-,5.75,p,0.93827208816
55,0.126,-0.26,1.11,157.39,deg,deltad4SigLU,-0.0456,nb/GeV4,0.0563,0.0131,CLAS,e-,5.75,p,0.93827208816
56,0.126,-0.26,1.11,172.46,deg,deltad4SigLU,0.031,nb/GeV4,0.0631,0.0271,CLAS,e-,5.75,p,0.93827208816
57,0.126,-0.26,1.11,187.54,deg,deltad4SigLU,-0.0203,nb/GeV4,0.0594,0.0175,CLAS,e-,5.75,p,0.93827208816
58,0.126,-0.26,1.11,202.61,deg,deltad4SigLU,0.07,nb/GeV4,0.0499,0.0183,CLAS,e-,5.75,p,0.93827208816
59,0.126,-0.26,1.11,217.68,deg,deltad4SigLU,-0.0831,nb/GeV4,0.053,0.0202,CLAS,e-,5.75,p,0.93827208816
60,0.126,-0.26,1.11,232.76,deg,deltad4SigLU,-0.0613,nb/GeV4,0.0704,0.0217,CLAS,e-,5.75,p,0.93827208816
61,0.126,-0.26,1.11,247.84,deg,deltad4SigLU,-0.0682,nb/GeV4,0.0759,0.0317,CLAS,e-,5.75,p,0.93827208816
62,0.126,-0.26,1.11,262.92,deg,deltad4SigLU,-0.1136,nb/GeV4,0.0914,0.0421,CLAS,e-,5.75,p,0.93827208816
63,0.126,-0.26,1.11,278.02,deg,deltad4SigLU,-0.3923,nb/GeV4,0.1218,0.0587,CLAS,e-,5.75,p,0.93827208816
64,0.126,-0.26,1.11,293.06,deg,deltad4SigLU,-0.678,nb/GeV4,0.2033,0.1478,CLAS,e-,5.75,p,0.93827208816
65,0.126,-0.26,1.11,304.59,deg,deltad4SigLU,-0.2823,nb/GeV4,0.3896,0.1412,CLAS,e-,5.75,p,0.93827208816
66,0.126,-0.34,1.11,53.26,deg,deltad4SigLU,0.3173,nb/GeV4,0.1659,0.0778,CLAS,e-,5.75,p,0.93827208816
67,0.126,-0.34,1.11,66.86,deg,deltad4SigLU,-0.1677,nb/GeV4,0.1288,0.069,CLAS,e-,5.75,p,0.93827208816
68,0.126,-0.34,1.11,81.98,deg,deltad4SigLU,0.2205,nb/GeV4,0.0913,0.0458,CLAS,e-,5.75,p,0.93827208816
69,0.126,-0.34,1.11,97.07,deg,deltad4SigLU,0.1035,nb/GeV4,0.0572,0.0134,CLAS,e-,5.75,p,0.93827208816
70,0.126,-0.34,1.11,112.16,deg,deltad4SigLU,0.0046,nb/GeV4,0.0462,0.0207,CLAS,e-,5.75,p,0.93827208816
71,0.126,-0.34,1.11,127.24,deg,deltad4SigLU,0.068,nb/GeV4,0.0567,0.0223,CLAS,e-,5.75,p,0.93827208816
72,0.126,-0.34,1.11,142.31,deg,deltad4SigLU,0.0332,nb/GeV4,0.0419,0.0083,CLAS,e-,5.75,p,0.93827208816
73,0.126,-0.34,1.11,157.39,deg,deltad4SigLU,-0.0364,nb/GeV4,0.0352,0.019,CLAS,e-,5.75,p,0.93827208816
74,0.126,-0.34,1.11,172.46,deg,deltad4SigLU,0.0205,nb/GeV4,0.0402,0.0312,CLAS,e-,5.75,p,0.93827208816
75,0.126,-0.34,1.11,187.54,deg,deltad4SigLU,-0.0086,nb/GeV4,0.0464,0.0116,CLAS,e-,5.75,p,0.93827208816
76,0.126,-0.34,1.11,202.61,deg,deltad4SigLU,0.0133,nb/GeV4,0.0412,0.0186,CLAS,e-,5.75,p,0.93827208816
77,0.126,-0.34,1.11,217.69,deg,deltad4SigLU,-0.0266,nb/GeV4,0.0332,0.0181,CLAS,e-,5.75,p,0.93827208816
78,0.126,-0.34,1.11,232.76,deg,deltad4SigLU,0.0251,nb/GeV4,0.0445,0.023,CLAS,e-,5.75,p,0.93827208816
79,0.126,-0.34,1.11,247.84,deg,deltad4SigLU,0.0187,nb/GeV4,0.0527,0.013,CLAS,e-,5.75,p,0.93827208816
80,0.126,-0.34,1.11,262.93,deg,deltad4SigLU,0.0194,nb/GeV4,0.0625,0.0203,CLAS,e-,5.75,p,0.93827208816
81,0.126,-0.34,1.11,278.02,deg,deltad4SigLU,-0.2629,nb/GeV4,0.0741,0.0325,CLAS,e-,5.75,p,0.93827208816
82,0.126,-0.34,1.11,293.14,deg,deltad4SigLU,-0.1336,nb/GeV4,0.1279,0.0511,CLAS,e-,5.75,p,0.93827208816
83,0.126,-0.34,1.11,306.74,deg,deltad4SigLU,-0.1828,nb/GeV4,0.1564,0.0626,CLAS,e-,5.75,p,0.93827208816
84,0.126,-0.45,1.11,41.56,deg,deltad4SigLU,-0.0584,nb/GeV4,0.1025,0.0462,CLAS,e-,5.75,p,0.93827208816
85,0.126,-0.45,1.11,51.83,deg,deltad4SigLU,0.0532,nb/GeV4,0.076,0.051,CLAS,e-,5.75,p,0.93827208816
86,0.126,-0.45,1.11,66.87,deg,deltad4SigLU,0.021,nb/GeV4,0.0691,0.0166,CLAS,e-,5.75,p,0.93827208816
87,0.126,-0.45,1.11,81.97,deg,deltad4SigLU,-0.014,nb/GeV4,0.0463,0.0136,CLAS,e-,5.75,p,0.93827208816
88,0.126,-0.45,1.11,97.06,deg,deltad4SigLU,-0.0063,nb/GeV4,0.0309,0.0132,CLAS,e-,5.75,p,0.93827208816
89,0.126,-0.45,1.11,112.15,deg,deltad4SigLU,0.0045,nb/GeV4,0.0307,0.0183,CLAS,e-,5.75,p,0.93827208816
90,0.126,-0.45,1.11,127.23,deg,deltad4SigLU,-0.0048,nb/GeV4,0.0303,0.0134,CLAS,e-,5.75,p,0.93827208816
91,0.126,-0.45,1.11,142.31,deg,deltad4SigLU,0.0349,nb/GeV4,0.0268,0.0124,CLAS,e-,5.75,p,0.93827208816
92,0.126,-0.45,1.11,157.39,deg,deltad4SigLU,0.0188,nb/GeV4,0.0244,0.0028,CLAS,e-,5.75,p,0.93827208816
93,0.126,-0.45,1.11,172.46,deg,deltad4SigLU,0.0159,nb/GeV4,0.0239,0.0053,CLAS,e-,5.75,p,0.93827208816
94,0.126,-0.45,1.11,187.54,deg,deltad4SigLU,0.0596,nb/GeV4,0.0276,0.0143,CLAS,e-,5.75,p,0.93827208816
95,0.126,-0.45,1.11,202.61,deg,deltad4SigLU,-0.0175,nb/GeV4,0.0219,0.0046,CLAS,e-,5.75,p,0.93827208816
96,0.126,-0.45,1.11,217.69,deg,deltad4SigLU,0.0281,nb/GeV4,0.0223,0.0083,CLAS,e-,5.75,p,0.93827208816
97,0.126,-0.45,1.11,232.77,deg,deltad4SigLU,0.038,nb/GeV4,0.0278,0.0124,CLAS,e-,5.75,p,0.93827208816
98,0.126,-0.45,1.11,247.85,deg,deltad4SigLU,-0.0522,nb/GeV4,0.0319,0.008,CLAS,e-,5.75,p,0.93827208816
99,0.126,-0.45,1.11,262.94,deg,deltad4SigLU,-0.0297,nb/GeV4,0.0313,0.0084,CLAS,e-,5.75,p,0.93827208816
100,0.126,-0.45,1.11,278.03,deg,deltad4SigLU,0.0035,nb/GeV4,0.0381,0.0073,CLAS,e-,5.75,p,0.93827208816
101,0.126,-0.45,1.11,293.13,deg,deltad4SigLU,-0.1219,nb/GeV4,0.0606,0.0148,CLAS,e-,5.75,p,0.93827208816
102,0.126,-0.45,1.11,308.17,deg,deltad4SigLU,-0.0311,nb/GeV4,0.0933,0.0263,CLAS,e-,5.75,p,0.93827208816
103,0.154,-0.11,1.27,39.49,deg,deltad4SigLU,0.6136,nb/GeV4,0.584,0.2533,CLAS,e-,5.75,p,0.93827208816
104,0.154,-0.11,1.27,52.77,deg,deltad4SigLU,-0.2003,nb/GeV4,0.3362,0.1619,CLAS,e-,5.75,p,0.93827208816
105,0.154,-0.11,1.27,67.03,deg,deltad4SigLU,1.0187,nb/GeV4,0.265,0.129,CLAS,e-,5.75,p,0.93827208816
106,0.154,-0.11,1.27,82.09,deg,deltad4SigLU,0.2989,nb/GeV4,0.1773,0.0703,CLAS,e-,5.75,p,0.93827208816
107,0.154,-0.11,1.27,97.15,deg,deltad4SigLU,0.4529,nb/GeV4,0.1609,0.0457,CLAS,e-,5.75,p,0.93827208816
108,0.154,-0.11,1.27,112.2,deg,deltad4SigLU,0.2859,nb/GeV4,0.1773,0.1215,CLAS,e-,5.75,p,0.93827208816
109,0.154,-0.11,1.27,127.26,deg,deltad4SigLU,0.2137,nb/GeV4,0.1684,0.0572,CLAS,e-,5.75,p,0.93827208816
110,0.154,-0.11,1.27,142.33,deg,deltad4SigLU,0.0438,nb/GeV4,0.1338,0.0568,CLAS,e-,5.75,p,0.93827208816
111,0.154,-0.11,1.27,157.4,deg,deltad4SigLU,0.1445,nb/GeV4,0.1242,0.0216,CLAS,e-,5.75,p,0.93827208816
112,0.154,-0.11,1.27,172.46,deg,deltad4SigLU,-0.0095,nb/GeV4,0.161,0.0655,CLAS,e-,5.75,p,0.93827208816
113,0.154,-0.11,1.27,187.54,deg,deltad4SigLU,0.0071,nb/GeV4,0.1433,0.0474,CLAS,e-,5.75,p,0.93827208816
114,0.154,-0.11,1.27,202.6,deg,deltad4SigLU,-0.255,nb/GeV4,0.122,0.0575,CLAS,e-,5.75,p,0.93827208816
115,0.154,-0.11,1.27,217.67,deg,deltad4SigLU,-0.1194,nb/GeV4,0.1373,0.0852,CLAS,e-,5.75,p,0.93827208816
116,0.154,-0.11,1.27,232.74,deg,deltad4SigLU,-0.3177,nb/GeV4,0.1602,0.0832,CLAS,e-,5.75,p,0.93827208816
117,0.154,-0.11,1.27,247.8,deg,deltad4SigLU,-0.3354,nb/GeV4,0.1423,0.0435,CLAS,e-,5.75,p,0.93827208816
118,0.154,-0.11,1.27,262.85,deg,deltad4SigLU,-0.8246,nb/GeV4,0.1545,0.1129,CLAS,e-,5.75,p,0.93827208816
119,0.154,-0.11,1.27,277.91,deg,deltad4SigLU,-0.6145,nb/GeV4,0.204,0.1028,CLAS,e-,5.75,p,0.93827208816
120,0.154,-0.11,1.27,292.97,deg,deltad4SigLU,-1.0558,nb/GeV4,0.2506,0.1175,CLAS,e-,5.75,p,0.93827208816
121,0.154,-0.11,1.27,307.23,deg,deltad4SigLU,-1.1316,nb/GeV4,0.2828,0.099,CLAS,e-,5.75,p,0.93827208816
122,0.154,-0.11,1.27,320.51,deg,deltad4SigLU,-0.4972,nb/GeV4,0.453,0.3906,CLAS,e-,5.75,p,0.93827208816
123,0.154,-0.15,1.27,53.18,deg,deltad4SigLU,0.6562,nb/GeV4,0.2747,0.0838,CLAS,e-,5.75,p,0.93827208816
124,0.154,-0.15,1.27,66.96,deg,deltad4SigLU,0.1757,nb/GeV4,0.2049,0.0672,CLAS,e-,5.75,p,0.93827208816
125,0.154,-0.15,1.27,82.04,deg,deltad4SigLU,0.3523,nb/GeV4,0.1269,0.0675,CLAS,e-,5.75,p,0.93827208816
126,0.154,-0.15,1.27,97.11,deg,deltad4SigLU,0.3083,nb/GeV4,0.1019,0.0475,CLAS,e-,5.75,p,0.93827208816
127,0.154,-0.15,1.27,112.18,deg,deltad4SigLU,0.2897,nb/GeV4,0.0908,0.0304,CLAS,e-,5.75,p,0.93827208816
128,0.154,-0.15,1.27,127.25,deg,deltad4SigLU,-0.0083,nb/GeV4,0.1093,0.0484,CLAS,e-,5.75,p,0.93827208816
129,0.154,-0.15,1.27,142.32,deg,deltad4SigLU,-0.0247,nb/GeV4,0.0829,0.0519,CLAS,e-,5.75,p,0.93827208816
130,0.154,-0.15,1.27,157.39,deg,deltad4SigLU,0.1295,nb/GeV4,0.0711,0.0151,CLAS,e-,5.75,p,0.93827208816
131,0.154,-0.15,1.27,172.46,deg,deltad4SigLU,0.1119,nb/GeV4,0.089,0.0319,CLAS,e-,5.75,p,0.93827208816
132,0.154,-0.15,1.27,187.54,deg,deltad4SigLU,0.0298,nb/GeV4,0.0963,0.0435,CLAS,e-,5.75,p,0.93827208816
133,0.154,-0.15,1.27,202.61,deg,deltad4SigLU,-0.0671,nb/GeV4,0.0733,0.0232,CLAS,e-,5.75,p,0.93827208816
134,0.154,-0.15,1.27,217.68,deg,deltad4SigLU,-0.1124,nb/GeV4,0.0868,0.0365,CLAS,e-,5.75,p,0.93827208816
135,0.154,-0.15,1.27,232.75,deg,deltad4SigLU,-0.0644,nb/GeV4,0.0988,0.029,CLAS,e-,5.75,p,0.93827208816
136,0.154,-0.15,1.27,247.82,deg,deltad4SigLU,-0.2293,nb/GeV4,0.097,0.0291,CLAS,e-,5.75,p,0.93827208816
137,0.154,-0.15,1.27,262.89,deg,deltad4SigLU,-0.1922,nb/GeV4,0.0952,0.04,CLAS,e-,5.75,p,0.93827208816
138,0.154,-0.15,1.27,277.96,deg,deltad4SigLU,-0.3415,nb/GeV4,0.1232,0.0382,CLAS,e-,5.75,p,0.93827208816
139,0.154,-0.15,1.27,293.04,deg,deltad4SigLU,-0.7854,nb/GeV4,0.2036,0.1219,CLAS,e-,5.75,p,0.93827208816
140,0.154,-0.15,1.27,306.82,deg,deltad4SigLU,-0.7397,nb/GeV4,0.2671,0.1497,CLAS,e-,5.75,p,0.93827208816
141,0.154,-0.2,1.27,53.03,deg,deltad4SigLU,0.1342,nb/GeV4,0.2412,0.1169,CLAS,e-,5.75,p,0.93827208816
142,0.154,-0.2,1.27,66.9,deg,deltad4SigLU,0.192,nb/GeV4,0.1721,0.0589,CLAS,e-,5.75,p,0.93827208816
143,0.154,-0.2,1.27,82.0,deg,deltad4SigLU,0.215,nb/GeV4,0.1084,0.0632,CLAS,e-,5.75,p,0.93827208816
144,0.154,-0.2,1.27,97.09,deg,deltad4SigLU,0.102,nb/GeV4,0.0839,0.0448,CLAS,e-,5.75,p,0.93827208816
145,0.154,-0.2,1.27,112.17,deg,deltad4SigLU,0.1522,nb/GeV4,0.0751,0.0275,CLAS,e-,5.75,p,0.93827208816
146,0.154,-0.2,1.27,127.24,deg,deltad4SigLU,-0.1058,nb/GeV4,0.0842,0.0593,CLAS,e-,5.75,p,0.93827208816
147,0.154,-0.2,1.27,142.31,deg,deltad4SigLU,0.0661,nb/GeV4,0.0594,0.0133,CLAS,e-,5.75,p,0.93827208816
148,0.154,-0.2,1.27,157.39,deg,deltad4SigLU,0.1039,nb/GeV4,0.0608,0.0197,CLAS,e-,5.75,p,0.93827208816
149,0.154,-0.2,1.27,172.46,deg,deltad4SigLU,-0.0298,nb/GeV4,0.057,0.0259,CLAS,e-,5.75,p,0.93827208816
150,0.154,-0.2,1.27,187.54,deg,deltad4SigLU,-0.0932,nb/GeV4,0.0682,0.0305,CLAS,e-,5.75,p,0.93827208816
151,0.154,-0.2,1.27,202.61,deg,deltad4SigLU,-0.1267,nb/GeV4,0.0717,0.0278,CLAS,e-,5.75,p,0.93827208816
152,0.154,-0.2,1.27,217.69,deg,deltad4SigLU,-0.1734,nb/GeV4,0.0669,0.0275,CLAS,e-,5.75,p,0.93827208816
153,0.154,-0.2,1.27,232.76,deg,deltad4SigLU,-0.0696,nb/GeV4,0.0668,0.0295,CLAS,e-,5.75,p,0.93827208816
154,0.154,-0.2,1.27,247.83,deg,deltad4SigLU,-0.2586,nb/GeV4,0.0779,0.0232,CLAS,e-,5.75,p,0.93827208816
155,0.154,-0.2,1.27,262.91,deg,deltad4SigLU,-0.3202,nb/GeV4,0.0839,0.0435,CLAS,e-,5.75,p,0.93827208816
156,0.154,-0.2,1.27,278.0,deg,deltad4SigLU,-0.2044,nb/GeV4,0.105,0.0374,CLAS,e-,5.75,p,0.93827208816
157,0.154,-0.2,1.27,293.1,deg,deltad4SigLU,-0.18,nb/GeV4,0.1638,0.0429,CLAS,e-,5.75,p,0.93827208816
158,0.154,-0.2,1.27,306.97,deg,deltad4SigLU,-0.3764,nb/GeV4,0.2308,0.0998,CLAS,e-,5.75,p,0.93827208816
159,0.154,-0.26,1.27,52.39,deg,deltad4SigLU,0.1265,nb/GeV4,0.1481,0.0541,CLAS,e-,5.75,p,0.93827208816
160,0.154,-0.26,1.27,66.86,deg,deltad4SigLU,0.0322,nb/GeV4,0.1123,0.0434,CLAS,e-,5.75,p,0.93827208816
161,0.154,-0.26,1.27,81.97,deg,deltad4SigLU,0.1901,nb/GeV4,0.0738,0.0582,CLAS,e-,5.75,p,0.93827208816
162,0.154,-0.26,1.27,97.07,deg,deltad4SigLU,0.0602,nb/GeV4,0.0537,0.0266,CLAS,e-,5.75,p,0.93827208816
163,0.154,-0.26,1.27,112.15,deg,deltad4SigLU,0.1391,nb/GeV4,0.0523,0.0183,CLAS,e-,5.75,p,0.93827208816
164,0.154,-0.26,1.27,127.23,deg,deltad4SigLU,0.1033,nb/GeV4,0.0496,0.0195,CLAS,e-,5.75,p,0.93827208816
165,0.154,-0.26,1.27,142.31,deg,deltad4SigLU,0.052,nb/GeV4,0.0518,0.0177,CLAS,e-,5.75,p,0.93827208816
166,0.154,-0.26,1.27,157.39,deg,deltad4SigLU,0.0292,nb/GeV4,0.0344,0.0199,CLAS,e-,5.75,p,0.93827208816
167,0.154,-0.26,1.27,172.46,deg,deltad4SigLU,-0.0451,nb/GeV4,0.0409,0.0102,CLAS,e-,5.75,p,0.93827208816
168,0.154,-0.26,1.27,187.54,deg,deltad4SigLU,0.0896,nb/GeV4,0.0592,0.0225,CLAS,e-,5.75,p,0.93827208816
169,0.154,-0.26,1.27,202.61,deg,deltad4SigLU,0.0855,nb/GeV4,0.0402,0.0166,CLAS,e-,5.75,p,0.93827208816
170,0.154,-0.26,1.27,217.69,deg,deltad4SigLU,-0.0531,nb/GeV4,0.0409,0.0134,CLAS,e-,5.75,p,0.93827208816
171,0.154,-0.26,1.27,232.77,deg,deltad4SigLU,-0.0231,nb/GeV4,0.0445,0.0213,CLAS,e-,5.75,p,0.93827208816
172,0.154,-0.26,1.27,247.85,deg,deltad4SigLU,-0.0415,nb/GeV4,0.0561,0.023,CLAS,e-,5.75,p,0.93827208816
173,0.154,-0.26,1.27,262.93,deg,deltad4SigLU,-0.1626,nb/GeV4,0.0502,0.0226,CLAS,e-,5.75,p,0.93827208816
174,0.154,-0.26,1.27,278.03,deg,deltad4SigLU,-0.1809,nb/GeV4,0.0774,0.0231,CLAS,e-,5.75,p,0.93827208816
175,0.154,-0.26,1.27,293.14,deg,deltad4SigLU,-0.2784,nb/GeV4,0.1062,0.0431,CLAS,e-,5.75,p,0.93827208816
176,0.154,-0.26,1.27,307.61,deg,deltad4SigLU,-0.2108,nb/GeV4,0.1851,0.0711,CLAS,e-,5.75,p,0.93827208816
177,0.154,-0.34,1.27,51.8,deg,deltad4SigLU,-0.0464,nb/GeV4,0.0907,0.0175,CLAS,e-,5.75,p,0.93827208816
178,0.154,-0.34,1.27,66.83,deg,deltad4SigLU,0.2319,nb/GeV4,0.0744,0.0266,CLAS,e-,5.75,p,0.93827208816
179,0.154,-0.34,1.27,81.95,deg,deltad4SigLU,0.1396,nb/GeV4,0.0452,0.0251,CLAS,e-,5.75,p,0.93827208816
180,0.154,-0.34,1.27,97.05,deg,deltad4SigLU,0.0905,nb/GeV4,0.0377,0.0153,CLAS,e-,5.75,p,0.93827208816
181,0.154,-0.34,1.27,112.14,deg,deltad4SigLU,0.0765,nb/GeV4,0.0314,0.0111,CLAS,e-,5.75,p,0.93827208816
182,0.154,-0.34,1.27,127.23,deg,deltad4SigLU,0.0702,nb/GeV4,0.0384,0.0209,CLAS,e-,5.75,p,0.93827208816
183,0.154,-0.34,1.27,142.31,deg,deltad4SigLU,-0.0494,nb/GeV4,0.0254,0.0148,CLAS,e-,5.75,p,0.93827208816
