,Unnamed: 0,xB,t,Q2,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0,0,0.1,-0.12,2.5,ACCos1Phi,0.063,none,0.029,0.028,HERMES,e+/e-,27.6,p,0.93827208816
