,xB,t,Q2,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0,0.06,-0.08,1.2,ALTBHDVCSSin1Phi,0.082,none,0.151,0.018,HERMES,e-/e+,27.6,p,0.93827208816
1,0.08,-0.1,1.9,ALTBHDVCSSin1Phi,0.049,none,0.152,0.015,HERMES,e-/e+,27.6,p,0.93827208816
2,0.11,-0.13,2.8,ALTBHDVCSSin1Phi,0.095,none,0.177,0.018,HERMES,e-/e+,27.6,p,0.93827208816
3,0.17,-0.19,4.9,ALTBHDVCSSin1Phi,0.14,none,0.205,0.022,HERMES,e-/e+,27.6,p,0.93827208816
