,Unnamed: 0,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0,0.054,-0.096,1.437,AULSin3Phi,0.031,none,0.053,0.004,4.2,HERMES,e+,27.6,p,0.93827208816
1,1,0.084,-0.099,2.115,AULSin3Phi,-0.077,none,0.06,0.009,4.2,HERMES,e+,27.6,p,0.93827208816
2,2,0.121,-0.123,3.108,AULSin3Phi,0.08,none,0.069,0.013,4.2,HERMES,e+,27.6,p,0.93827208816
3,3,0.198,-0.188,4.934,AULSin3Phi,0.101,none,0.09,0.012,4.2,HERMES,e+,27.6,p,0.93827208816
