,Unnamed: 0,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0,0.05,-0.1,1.5,AUTISin1Phi,-0.034,none,0.081,0.025,0.081,HERMES,e-/e+,27.6,p,0.93827208816
1,1,0.08,-0.1,2.2,AUTISin1Phi,-0.078,none,0.08,0.015,0.081,HERMES,e-/e+,27.6,p,0.93827208816
2,2,0.12,-0.13,3.1,AUTISin1Phi,0.078,none,0.073,0.025,0.081,HERMES,e-/e+,27.6,p,0.93827208816
3,3,0.2,-0.2,5.0,AUTISin1Phi,0.066,none,0.088,0.056,0.081,HERMES,e-/e+,27.6,p,0.93827208816
