,Unnamed: 0,xB,t,Q2,phi,deg/rad,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
160,160,0.367,-0.0928,3.65,247.5,deg,deltad4SigLU,-0.00301,nb GeV^-4,0.00068,+0.000330/-0.000170,Hall A,e-,8.52,p,0.93827208816
161,161,0.367,-0.0928,3.65,262.5,deg,deltad4SigLU,-0.00379,nb GeV^-4,0.00072,+0.000400/-0.000130,Hall A,e-,8.52,p,0.93827208816
162,162,0.367,-0.0928,3.65,277.5,deg,deltad4SigLU,-0.00247,nb GeV^-4,0.00078,+0.000250/-0.000370,Hall A,e-,8.52,p,0.93827208816
163,163,0.367,-0.0928,3.65,292.5,deg,deltad4SigLU,-0.00493,nb GeV^-4,0.00088,+0.000360/-0.000540,Hall A,e-,8.52,p,0.93827208816
164,164,0.367,-0.0928,3.65,307.5,deg,deltad4SigLU,-0.00426,nb GeV^-4,0.00094,+0.000430/-0.000440,Hall A,e-,8.52,p,0.93827208816
165,165,0.367,-0.0928,3.65,322.5,deg,deltad4SigLU,-0.00365,nb GeV^-4,0.001,+0.000290/-0.000460,Hall A,e-,8.52,p,0.93827208816
166,166,0.367,-0.0928,3.65,337.5,deg,deltad4SigLU,-0.00225,nb GeV^-4,0.0012,+0.000360/-0.000580,Hall A,e-,8.52,p,0.93827208816
167,167,0.367,-0.0928,3.65,352.5,deg,deltad4SigLU,-0.00146,nb GeV^-4,0.0014,+0.000560/-0.000650,Hall A,e-,8.52,p,0.93827208816
168,168,0.369,-0.155,3.67,7.5,deg,deltad4SigLU,0.0019,nb GeV^-4,0.0014,+0.000300/-0.000560,Hall A,e-,8.52,p,0.93827208816
169,169,0.369,-0.155,3.67,22.5,deg,deltad4SigLU,0.00465,nb GeV^-4,0.0012,+0.000190/-0.000530,Hall A,e-,8.52,p,0.93827208816
170,170,0.369,-0.155,3.67,37.5,deg,deltad4SigLU,0.00462,nb GeV^-4,0.001,+0.000530/-0.000240,Hall A,e-,8.52,p,0.93827208816
171,171,0.369,-0.155,3.67,52.5,deg,deltad4SigLU,0.00333,nb GeV^-4,0.00089,+0.000270/-0.000270,Hall A,e-,8.52,p,0.93827208816
172,172,0.369,-0.155,3.67,67.5,deg,deltad4SigLU,0.00431,nb GeV^-4,0.00078,+0.000320/-0.000300,Hall A,e-,8.52,p,0.93827208816
173,173,0.369,-0.155,3.67,82.5,deg,deltad4SigLU,0.00304,nb GeV^-4,0.00068,+0.000200/-0.000330,Hall A,e-,8.52,p,0.93827208816
174,174,0.369,-0.155,3.67,97.5,deg,deltad4SigLU,0.00365,nb GeV^-4,0.00063,+0.000240/-0.000210,Hall A,e-,8.52,p,0.93827208816
175,175,0.369,-0.155,3.67,112.5,deg,deltad4SigLU,0.00195,nb GeV^-4,0.00058,+0.000100/-0.000190,Hall A,e-,8.52,p,0.93827208816
176,176,0.369,-0.155,3.67,127.5,deg,deltad4SigLU,0.00144,nb GeV^-4,0.00053,+0.000200/-0.000076,Hall A,e-,8.52,p,0.93827208816
177,177,0.369,-0.155,3.67,142.5,deg,deltad4SigLU,0.00136,nb GeV^-4,0.00048,+0.000320/-0.000120,Hall A,e-,8.52,p,0.93827208816
178,178,0.369,-0.155,3.67,157.5,deg,deltad4SigLU,0.00129,nb GeV^-4,0.00048,+0.000041/-0.000190,Hall A,e-,8.52,p,0.93827208816
179,179,0.369,-0.155,3.67,172.5,deg,deltad4SigLU,-4.1e-05,nb GeV^-4,0.00042,+0.000150/-0.000050,Hall A,e-,8.52,p,0.93827208816
180,180,0.369,-0.155,3.67,187.5,deg,deltad4SigLU,-0.000329,nb GeV^-4,0.00057,+0.000330/-0.000140,Hall A,e-,8.52,p,0.93827208816
181,181,0.369,-0.155,3.67,202.5,deg,deltad4SigLU,6.3e-05,nb GeV^-4,0.00053,+0.000140/-0.000410,Hall A,e-,8.52,p,0.93827208816
182,182,0.369,-0.155,3.67,217.5,deg,deltad4SigLU,-0.0013,nb GeV^-4,0.00054,+0.000190/-0.000150,Hall A,e-,8.52,p,0.93827208816
183,183,0.369,-0.155,3.67,232.5,deg,deltad4SigLU,-0.00188,nb GeV^-4,0.00057,+0.000061/-0.000350,Hall A,e-,8.52,p,0.93827208816
184,184,0.369,-0.155,3.67,247.5,deg,deltad4SigLU,-0.00273,nb GeV^-4,0.00061,+0.000170/-0.000150,Hall A,e-,8.52,p,0.93827208816
185,185,0.369,-0.155,3.67,262.5,deg,deltad4SigLU,-0.00231,nb GeV^-4,0.00066,+0.000240/-0.000190,Hall A,e-,8.52,p,0.93827208816
186,186,0.369,-0.155,3.67,277.5,deg,deltad4SigLU,-0.00352,nb GeV^-4,0.00072,+0.000380/-0.000190,Hall A,e-,8.52,p,0.93827208816
187,187,0.369,-0.155,3.67,292.5,deg,deltad4SigLU,-0.00469,nb GeV^-4,0.00081,+0.000340/-0.000240,Hall A,e-,8.52,p,0.93827208816
188,188,0.369,-0.155,3.67,307.5,deg,deltad4SigLU,-0.00311,nb GeV^-4,0.0009,+0.000420/-0.000490,Hall A,e-,8.52,p,0.93827208816
189,189,0.369,-0.155,3.67,322.5,deg,deltad4SigLU,-0.00403,nb GeV^-4,0.0011,+0.000370/-0.000340,Hall A,e-,8.52,p,0.93827208816
190,190,0.369,-0.155,3.67,337.5,deg,deltad4SigLU,-0.000399,nb GeV^-4,0.0014,+0.000460/-0.000410,Hall A,e-,8.52,p,0.93827208816
191,191,0.369,-0.155,3.67,352.5,deg,deltad4SigLU,-0.000672,nb GeV^-4,0.0018,+0.000270/-0.000750,Hall A,e-,8.52,p,0.93827208816
192,192,0.37,-0.216,3.68,7.5,deg,deltad4SigLU,-0.00223,nb GeV^-4,0.0026,+0.001300/-0.000840,Hall A,e-,8.52,p,0.93827208816
193,193,0.37,-0.216,3.68,22.5,deg,deltad4SigLU,0.000809,nb GeV^-4,0.0019,+0.000600/-0.000130,Hall A,e-,8.52,p,0.93827208816
194,194,0.37,-0.216,3.68,37.5,deg,deltad4SigLU,0.00388,nb GeV^-4,0.0012,+0.001200/-0.000350,Hall A,e-,8.52,p,0.93827208816
195,195,0.37,-0.216,3.68,52.5,deg,deltad4SigLU,0.00257,nb GeV^-4,0.00092,+0.000150/-0.000250,Hall A,e-,8.52,p,0.93827208816
196,196,0.37,-0.216,3.68,67.5,deg,deltad4SigLU,0.00387,nb GeV^-4,0.00078,+0.000250/-0.000450,Hall A,e-,8.52,p,0.93827208816
197,197,0.37,-0.216,3.68,82.5,deg,deltad4SigLU,0.00227,nb GeV^-4,0.00065,+0.000360/-0.000190,Hall A,e-,8.52,p,0.93827208816
198,198,0.37,-0.216,3.68,97.5,deg,deltad4SigLU,0.00212,nb GeV^-4,0.00059,+0.000240/-0.000210,Hall A,e-,8.52,p,0.93827208816
199,199,0.37,-0.216,3.68,112.5,deg,deltad4SigLU,0.00209,nb GeV^-4,0.00051,+0.000200/-0.000170,Hall A,e-,8.52,p,0.93827208816
200,200,0.37,-0.216,3.68,127.5,deg,deltad4SigLU,0.00156,nb GeV^-4,0.00047,+0.000100/-0.000210,Hall A,e-,8.52,p,0.93827208816
201,201,0.37,-0.216,3.68,142.5,deg,deltad4SigLU,0.00148,nb GeV^-4,0.00043,+0.000051/-0.000120,Hall A,e-,8.52,p,0.93827208816
202,202,0.37,-0.216,3.68,157.5,deg,deltad4SigLU,-8.16e-05,nb GeV^-4,0.00044,+0.000040/-0.000310,Hall A,e-,8.52,p,0.93827208816
203,203,0.37,-0.216,3.68,172.5,deg,deltad4SigLU,0.000333,nb GeV^-4,0.00042,+0.000240/-0.000100,Hall A,e-,8.52,p,0.93827208816
204,204,0.37,-0.216,3.68,187.5,deg,deltad4SigLU,-0.000118,nb GeV^-4,0.00051,+0.000190/-0.000060,Hall A,e-,8.52,p,0.93827208816
205,205,0.37,-0.216,3.68,202.5,deg,deltad4SigLU,-0.000579,nb GeV^-4,0.00048,+0.000082/-0.000170,Hall A,e-,8.52,p,0.93827208816
206,206,0.37,-0.216,3.68,217.5,deg,deltad4SigLU,-0.00139,nb GeV^-4,0.00052,+0.000170/-0.000150,Hall A,e-,8.52,p,0.93827208816
207,207,0.37,-0.216,3.68,232.5,deg,deltad4SigLU,-0.000998,nb GeV^-4,0.00049,+0.000044/-0.000230,Hall A,e-,8.52,p,0.93827208816
208,208,0.37,-0.216,3.68,247.5,deg,deltad4SigLU,-0.0016,nb GeV^-4,0.00055,+0.000210/-0.000190,Hall A,e-,8.52,p,0.93827208816
209,209,0.37,-0.216,3.68,262.5,deg,deltad4SigLU,-0.00237,nb GeV^-4,0.00062,+0.000130/-0.000180,Hall A,e-,8.52,p,0.93827208816
210,210,0.37,-0.216,3.68,277.5,deg,deltad4SigLU,-0.00273,nb GeV^-4,0.00065,+0.000290/-0.000270,Hall A,e-,8.52,p,0.93827208816
211,211,0.37,-0.216,3.68,292.5,deg,deltad4SigLU,-0.00311,nb GeV^-4,0.00078,+0.000360/-0.000250,Hall A,e-,8.52,p,0.93827208816
212,212,0.37,-0.216,3.68,307.5,deg,deltad4SigLU,-0.00605,nb GeV^-4,0.0009,+0.000240/-0.000320,Hall A,e-,8.52,p,0.93827208816
213,213,0.37,-0.216,3.68,322.5,deg,deltad4SigLU,-0.00258,nb GeV^-4,0.0012,+0.000120/-0.000480,Hall A,e-,8.52,p,0.93827208816
214,214,0.37,-0.216,3.68,337.5,deg,deltad4SigLU,-0.00317,nb GeV^-4,0.002,+0.001300/-0.000970,Hall A,e-,8.52,p,0.93827208816
215,215,0.37,-0.216,3.68,352.5,deg,deltad4SigLU,-0.000191,nb GeV^-4,0.0032,+0.000490/-0.001800,Hall A,e-,8.52,p,0.93827208816
216,216,0.37,-0.304,3.68,7.5,deg,deltad4SigLU,0.000676,nb GeV^-4,0.0053,+0.000810/-0.001700,Hall A,e-,8.52,p,0.93827208816
217,217,0.37,-0.304,3.68,22.5,deg,deltad4SigLU,0.00345,nb GeV^-4,0.0026,+0.000820/-0.000450,Hall A,e-,8.52,p,0.93827208816
218,218,0.37,-0.304,3.68,37.5,deg,deltad4SigLU,0.00422,nb GeV^-4,0.0013,+0.000680/-0.000770,Hall A,e-,8.52,p,0.93827208816
219,219,0.37,-0.304,3.68,52.5,deg,deltad4SigLU,0.00147,nb GeV^-4,0.00078,+0.000300/-0.000320,Hall A,e-,8.52,p,0.93827208816
220,220,0.37,-0.304,3.68,67.5,deg,deltad4SigLU,0.00239,nb GeV^-4,0.0006,+0.000210/-0.000130,Hall A,e-,8.52,p,0.93827208816
221,221,0.37,-0.304,3.68,82.5,deg,deltad4SigLU,0.00236,nb GeV^-4,0.00049,+0.000210/-0.000300,Hall A,e-,8.52,p,0.93827208816
222,222,0.37,-0.304,3.68,97.5,deg,deltad4SigLU,0.00179,nb GeV^-4,0.00043,+0.000090/-0.000120,Hall A,e-,8.52,p,0.93827208816
223,223,0.37,-0.304,3.68,112.5,deg,deltad4SigLU,0.00154,nb GeV^-4,0.00036,+0.000063/-0.000160,Hall A,e-,8.52,p,0.93827208816
224,224,0.37,-0.304,3.68,127.5,deg,deltad4SigLU,0.000726,nb GeV^-4,0.0003,+0.000140/-0.000064,Hall A,e-,8.52,p,0.93827208816
225,225,0.37,-0.304,3.68,142.5,deg,deltad4SigLU,0.0012,nb GeV^-4,0.00031,+0.000049/-0.000150,Hall A,e-,8.52,p,0.93827208816
226,226,0.37,-0.304,3.68,157.5,deg,deltad4SigLU,0.000109,nb GeV^-4,0.00032,+0.000100/-0.000050,Hall A,e-,8.52,p,0.93827208816
227,227,0.37,-0.304,3.68,172.5,deg,deltad4SigLU,0.000476,nb GeV^-4,0.00029,+0.000260/-0.000043,Hall A,e-,8.52,p,0.93827208816
228,228,0.37,-0.304,3.68,187.5,deg,deltad4SigLU,-0.000124,nb GeV^-4,0.00037,+0.000040/-0.000130,Hall A,e-,8.52,p,0.93827208816
229,229,0.37,-0.304,3.68,202.5,deg,deltad4SigLU,-0.000779,nb GeV^-4,0.00034,+0.000130/-0.000110,Hall A,e-,8.52,p,0.93827208816
230,230,0.37,-0.304,3.68,217.5,deg,deltad4SigLU,-0.00102,nb GeV^-4,0.00033,+0.000160/-0.000110,Hall A,e-,8.52,p,0.93827208816
231,231,0.37,-0.304,3.68,232.5,deg,deltad4SigLU,-0.000888,nb GeV^-4,0.00033,+0.000130/-0.000190,Hall A,e-,8.52,p,0.93827208816
232,232,0.37,-0.304,3.68,247.5,deg,deltad4SigLU,-0.00178,nb GeV^-4,0.00037,+0.000070/-0.000200,Hall A,e-,8.52,p,0.93827208816
233,233,0.37,-0.304,3.68,262.5,deg,deltad4SigLU,-0.0016,nb GeV^-4,0.00043,+0.000120/-0.000260,Hall A,e-,8.52,p,0.93827208816
234,234,0.37,-0.304,3.68,277.5,deg,deltad4SigLU,-0.00222,nb GeV^-4,0.00046,+0.000350/-0.000110,Hall A,e-,8.52,p,0.93827208816
235,235,0.37,-0.304,3.68,292.5,deg,deltad4SigLU,-0.00253,nb GeV^-4,0.00058,+0.000095/-0.000320,Hall A,e-,8.52,p,0.93827208816
236,236,0.37,-0.304,3.68,307.5,deg,deltad4SigLU,-0.00255,nb GeV^-4,0.00076,+0.000210/-0.000180,Hall A,e-,8.52,p,0.93827208816
237,237,0.37,-0.304,3.68,322.5,deg,deltad4SigLU,-0.00261,nb GeV^-4,0.0013,+0.000270/-0.000520,Hall A,e-,8.52,p,0.93827208816
238,238,0.37,-0.304,3.68,337.5,deg,deltad4SigLU,-0.00387,nb GeV^-4,0.0026,+0.001100/-0.000480,Hall A,e-,8.52,p,0.93827208816
239,239,0.37,-0.304,3.68,352.5,deg,deltad4SigLU,0.00818,nb GeV^-4,0.0066,+0.001600/-0.001300,Hall A,e-,8.52,p,0.93827208816
240,240,0.369,-0.0315,4.53,7.5,deg,deltad4SigLU,0.00117,nb GeV^-4,0.00066,+0.000140/-0.000088,Hall A,e-,10.59,p,0.93827208816
241,241,0.369,-0.0315,4.53,22.5,deg,deltad4SigLU,0.00121,nb GeV^-4,0.00068,+0.000080/-0.000310,Hall A,e-,10.59,p,0.93827208816
242,242,0.369,-0.0315,4.53,37.5,deg,deltad4SigLU,0.00172,nb GeV^-4,0.00067,+0.000300/-0.000400,Hall A,e-,10.59,p,0.93827208816
243,243,0.369,-0.0315,4.53,52.5,deg,deltad4SigLU,0.00215,nb GeV^-4,0.00065,+0.000330/-0.000360,Hall A,e-,10.59,p,0.93827208816
244,244,0.369,-0.0315,4.53,67.5,deg,deltad4SigLU,0.00159,nb GeV^-4,0.00064,+0.000330/-0.000051,Hall A,e-,10.59,p,0.93827208816
245,245,0.369,-0.0315,4.53,82.5,deg,deltad4SigLU,0.00187,nb GeV^-4,0.00062,+0.000130/-0.000360,Hall A,e-,10.59,p,0.93827208816
246,246,0.369,-0.0315,4.53,97.5,deg,deltad4SigLU,0.000796,nb GeV^-4,0.00055,+0.000074/-0.000410,Hall A,e-,10.59,p,0.93827208816
247,247,0.369,-0.0315,4.53,112.5,deg,deltad4SigLU,0.00205,nb GeV^-4,0.00055,+0.000220/-0.000160,Hall A,e-,10.59,p,0.93827208816
248,248,0.369,-0.0315,4.53,127.5,deg,deltad4SigLU,0.0011,nb GeV^-4,0.00055,+0.000053/-0.000170,Hall A,e-,10.59,p,0.93827208816
249,249,0.369,-0.0315,4.53,142.5,deg,deltad4SigLU,0.00176,nb GeV^-4,0.00052,+0.000110/-0.000280,Hall A,e-,10.59,p,0.93827208816
250,250,0.369,-0.0315,4.53,157.5,deg,deltad4SigLU,0.00069,nb GeV^-4,0.00053,+0.000083/-0.000250,Hall A,e-,10.59,p,0.93827208816
251,251,0.369,-0.0315,4.53,172.5,deg,deltad4SigLU,-0.000266,nb GeV^-4,0.00049,+0.000140/-0.000220,Hall A,e-,10.59,p,0.93827208816
252,252,0.369,-0.0315,4.53,187.5,deg,deltad4SigLU,-0.000799,nb GeV^-4,0.00056,+0.000320/-0.000180,Hall A,e-,10.59,p,0.93827208816
253,253,0.369,-0.0315,4.53,202.5,deg,deltad4SigLU,7.8e-05,nb GeV^-4,0.00057,+0.000080/-0.000130,Hall A,e-,10.59,p,0.93827208816
254,254,0.369,-0.0315,4.53,217.5,deg,deltad4SigLU,-0.000286,nb GeV^-4,0.00056,+0.000130/-0.000170,Hall A,e-,10.59,p,0.93827208816
255,255,0.369,-0.0315,4.53,232.5,deg,deltad4SigLU,-0.00199,nb GeV^-4,0.0006,+0.000380/-0.000100,Hall A,e-,10.59,p,0.93827208816
256,256,0.369,-0.0315,4.53,247.5,deg,deltad4SigLU,-0.00133,nb GeV^-4,0.0006,+0.000360/-0.000140,Hall A,e-,10.59,p,0.93827208816
257,257,0.369,-0.0315,4.53,262.5,deg,deltad4SigLU,-0.00154,nb GeV^-4,0.00061,+0.000150/-0.000170,Hall A,e-,10.59,p,0.93827208816
258,258,0.369,-0.0315,4.53,277.5,deg,deltad4SigLU,-0.00314,nb GeV^-4,0.00063,+0.000120/-0.000320,Hall A,e-,10.59,p,0.93827208816
259,259,0.369,-0.0315,4.53,292.5,deg,deltad4SigLU,-0.000429,nb GeV^-4,0.00066,+0.000290/-0.000370,Hall A,e-,10.59,p,0.93827208816
260,260,0.369,-0.0315,4.53,307.5,deg,deltad4SigLU,-0.00219,nb GeV^-4,0.00067,+0.000320/-0.000240,Hall A,e-,10.59,p,0.93827208816
261,261,0.369,-0.0315,4.53,322.5,deg,deltad4SigLU,-0.00185,nb GeV^-4,0.0007,+0.000280/-0.000250,Hall A,e-,10.59,p,0.93827208816
262,262,0.369,-0.0315,4.53,337.5,deg,deltad4SigLU,-0.000542,nb GeV^-4,0.00074,+0.000150/-0.000180,Hall A,e-,10.59,p,0.93827208816
263,263,0.369,-0.0315,4.53,352.5,deg,deltad4SigLU,-0.000706,nb GeV^-4,0.00075,+0.000250/-0.000083,Hall A,e-,10.59,p,0.93827208816
264,264,0.37,-0.0928,4.55,7.5,deg,deltad4SigLU,0.000731,nb GeV^-4,0.00082,+0.000055/-0.000350,Hall A,e-,10.59,p,0.93827208816
265,265,0.37,-0.0928,4.55,22.5,deg,deltad4SigLU,0.00219,nb GeV^-4,0.00075,+0.000250/-0.000270,Hall A,e-,10.59,p,0.93827208816
266,266,0.37,-0.0928,4.55,37.5,deg,deltad4SigLU,0.00103,nb GeV^-4,0.00063,+0.000320/-0.000110,Hall A,e-,10.59,p,0.93827208816
267,267,0.37,-0.0928,4.55,52.5,deg,deltad4SigLU,0.0019,nb GeV^-4,0.00059,+0.000085/-0.000190,Hall A,e-,10.59,p,0.93827208816
268,268,0.37,-0.0928,4.55,67.5,deg,deltad4SigLU,0.003,nb GeV^-4,0.00057,+0.000200/-0.000200,Hall A,e-,10.59,p,0.93827208816
269,269,0.37,-0.0928,4.55,82.5,deg,deltad4SigLU,0.00364,nb GeV^-4,0.00053,+0.000170/-0.000210,Hall A,e-,10.59,p,0.93827208816
270,270,0.37,-0.0928,4.55,97.5,deg,deltad4SigLU,0.0021,nb GeV^-4,0.00051,+0.000340/-0.000090,Hall A,e-,10.59,p,0.93827208816
271,271,0.37,-0.0928,4.55,112.5,deg,deltad4SigLU,0.00102,nb GeV^-4,0.00048,+0.000200/-0.000034,Hall A,e-,10.59,p,0.93827208816
272,272,0.37,-0.0928,4.55,127.5,deg,deltad4SigLU,0.00205,nb GeV^-4,0.00047,+0.000140/-0.000140,Hall A,e-,10.59,p,0.93827208816
273,273,0.37,-0.0928,4.55,142.5,deg,deltad4SigLU,0.00113,nb GeV^-4,0.00044,+0.000210/-0.000130,Hall A,e-,10.59,p,0.93827208816
274,274,0.37,-0.0928,4.55,157.5,deg,deltad4SigLU,-0.000266,nb GeV^-4,0.00043,+0.000160/-0.000110,Hall A,e-,10.59,p,0.93827208816
275,275,0.37,-0.0928,4.55,172.5,deg,deltad4SigLU,0.000407,nb GeV^-4,0.00039,+0.000081/-0.000200,Hall A,e-,10.59,p,0.93827208816
276,276,0.37,-0.0928,4.55,187.5,deg,deltad4SigLU,0.000794,nb GeV^-4,0.00045,+0.000150/-0.000240,Hall A,e-,10.59,p,0.93827208816
277,277,0.37,-0.0928,4.55,202.5,deg,deltad4SigLU,-0.000144,nb GeV^-4,0.00042,+0.000120/-0.000250,Hall A,e-,10.59,p,0.93827208816
278,278,0.37,-0.0928,4.55,217.5,deg,deltad4SigLU,-0.00114,nb GeV^-4,0.00048,+0.000180/-0.000062,Hall A,e-,10.59,p,0.93827208816
279,279,0.37,-0.0928,4.55,232.5,deg,deltad4SigLU,-0.00161,nb GeV^-4,0.00048,+0.000053/-0.000340,Hall A,e-,10.59,p,0.93827208816
280,280,0.37,-0.0928,4.55,247.5,deg,deltad4SigLU,-0.00163,nb GeV^-4,0.00049,+0.000087/-0.000190,Hall A,e-,10.59,p,0.93827208816
281,281,0.37,-0.0928,4.55,262.5,deg,deltad4SigLU,-0.00237,nb GeV^-4,0.00051,+0.000290/-0.000140,Hall A,e-,10.59,p,0.93827208816
282,282,0.37,-0.0928,4.55,277.5,deg,deltad4SigLU,-0.00194,nb GeV^-4,0.00055,+0.000120/-0.000390,Hall A,e-,10.59,p,0.93827208816
283,283,0.37,-0.0928,4.55,292.5,deg,deltad4SigLU,-0.00353,nb GeV^-4,0.00061,+0.000590/-0.000160,Hall A,e-,10.59,p,0.93827208816
284,284,0.37,-0.0928,4.55,307.5,deg,deltad4SigLU,-0.00153,nb GeV^-4,0.00063,+0.000330/-0.000049,Hall A,e-,10.59,p,0.93827208816
285,285,0.37,-0.0928,4.55,322.5,deg,deltad4SigLU,-0.00267,nb GeV^-4,0.00073,+0.000350/-0.000120,Hall A,e-,10.59,p,0.93827208816
286,286,0.37,-0.0928,4.55,337.5,deg,deltad4SigLU,-0.000473,nb GeV^-4,0.00076,+0.000210/-0.000310,Hall A,e-,10.59,p,0.93827208816
287,287,0.37,-0.0928,4.55,352.5,deg,deltad4SigLU,-0.000654,nb GeV^-4,0.00084,+0.000380/-0.000420,Hall A,e-,10.59,p,0.93827208816
288,288,0.372,-0.154,4.57,7.5,deg,deltad4SigLU,0.000116,nb GeV^-4,0.001,+0.000600/-0.000460,Hall A,e-,10.59,p,0.93827208816
289,289,0.372,-0.154,4.57,22.5,deg,deltad4SigLU,0.00111,nb GeV^-4,0.00088,+0.000250/-0.000580,Hall A,e-,10.59,p,0.93827208816
290,290,0.372,-0.154,4.57,37.5,deg,deltad4SigLU,0.0026,nb GeV^-4,0.00072,+0.000360/-0.000220,Hall A,e-,10.59,p,0.93827208816
291,291,0.372,-0.154,4.57,52.5,deg,deltad4SigLU,0.00294,nb GeV^-4,0.0006,+0.000360/-0.000120,Hall A,e-,10.59,p,0.93827208816
292,292,0.372,-0.154,4.57,67.5,deg,deltad4SigLU,0.00223,nb GeV^-4,0.00053,+0.000240/-0.000150,Hall A,e-,10.59,p,0.93827208816
293,293,0.372,-0.154,4.57,82.5,deg,deltad4SigLU,0.00195,nb GeV^-4,0.00047,+0.000150/-0.000200,Hall A,e-,10.59,p,0.93827208816
294,294,0.372,-0.154,4.57,97.5,deg,deltad4SigLU,0.00106,nb GeV^-4,0.00042,+0.000190/-0.000060,Hall A,e-,10.59,p,0.93827208816
295,295,0.372,-0.154,4.57,112.5,deg,deltad4SigLU,0.00109,nb GeV^-4,0.00037,+0.000046/-0.000280,Hall A,e-,10.59,p,0.93827208816
296,296,0.372,-0.154,4.57,127.5,deg,deltad4SigLU,0.00118,nb GeV^-4,0.00035,+0.000088/-0.000210,Hall A,e-,10.59,p,0.93827208816
297,297,0.372,-0.154,4.57,142.5,deg,deltad4SigLU,0.000534,nb GeV^-4,0.00034,+0.000072/-0.000190,Hall A,e-,10.59,p,0.93827208816
298,298,0.372,-0.154,4.57,157.5,deg,deltad4SigLU,0.000227,nb GeV^-4,0.00029,+0.000041/-0.000110,Hall A,e-,10.59,p,0.93827208816
299,299,0.372,-0.154,4.57,172.5,deg,deltad4SigLU,0.000336,nb GeV^-4,0.00029,+0.000061/-0.000032,Hall A,e-,10.59,p,0.93827208816
300,300,0.372,-0.154,4.57,187.5,deg,deltad4SigLU,-0.000158,nb GeV^-4,0.00029,+0.000080/-0.000210,Hall A,e-,10.59,p,0.93827208816
301,301,0.372,-0.154,4.57,202.5,deg,deltad4SigLU,-0.000373,nb GeV^-4,0.00032,+0.000091/-0.000160,Hall A,e-,10.59,p,0.93827208816
302,302,0.372,-0.154,4.57,217.5,deg,deltad4SigLU,-0.000706,nb GeV^-4,0.00035,+0.000160/-0.000055,Hall A,e-,10.59,p,0.93827208816
303,303,0.372,-0.154,4.57,232.5,deg,deltad4SigLU,-0.000651,nb GeV^-4,0.00038,+0.000150/-0.000130,Hall A,e-,10.59,p,0.93827208816
304,304,0.372,-0.154,4.57,247.5,deg,deltad4SigLU,-0.00119,nb GeV^-4,0.00043,+0.000110/-0.000160,Hall A,e-,10.59,p,0.93827208816
305,305,0.372,-0.154,4.57,262.5,deg,deltad4SigLU,-0.00115,nb GeV^-4,0.00045,+0.000140/-0.000310,Hall A,e-,10.59,p,0.93827208816
306,306,0.372,-0.154,4.57,277.5,deg,deltad4SigLU,-0.00121,nb GeV^-4,0.00047,+0.000160/-0.000130,Hall A,e-,10.59,p,0.93827208816
307,307,0.372,-0.154,4.57,292.5,deg,deltad4SigLU,-0.00158,nb GeV^-4,0.00054,+0.000280/-0.000230,Hall A,e-,10.59,p,0.93827208816
308,308,0.372,-0.154,4.57,307.5,deg,deltad4SigLU,-0.00256,nb GeV^-4,0.00062,+0.000140/-0.000220,Hall A,e-,10.59,p,0.93827208816
309,309,0.372,-0.154,4.57,322.5,deg,deltad4SigLU,-0.00129,nb GeV^-4,0.00073,+0.000320/-0.000280,Hall A,e-,10.59,p,0.93827208816
310,310,0.372,-0.154,4.57,337.5,deg,deltad4SigLU,-0.000899,nb GeV^-4,0.0009,+0.000560/-0.000029,Hall A,e-,10.59,p,0.93827208816
311,311,0.372,-0.154,4.57,352.5,deg,deltad4SigLU,-0.000412,nb GeV^-4,0.0011,+0.000630/-0.000200,Hall A,e-,10.59,p,0.93827208816
312,312,0.373,-0.216,4.58,7.5,deg,deltad4SigLU,0.000528,nb GeV^-4,0.0015,+0.000720/-0.000100,Hall A,e-,10.59,p,0.93827208816
313,313,0.373,-0.216,4.58,22.5,deg,deltad4SigLU,0.00195,nb GeV^-4,0.0012,+0.000590/-0.000640,Hall A,e-,10.59,p,0.93827208816
314,314,0.373,-0.216,4.58,37.5,deg,deltad4SigLU,0.00181,nb GeV^-4,0.00085,+0.000140/-0.000330,Hall A,e-,10.59,p,0.93827208816
315,315,0.373,-0.216,4.58,52.5,deg,deltad4SigLU,0.00171,nb GeV^-4,0.00067,+0.000350/-0.000280,Hall A,e-,10.59,p,0.93827208816
316,316,0.373,-0.216,4.58,67.5,deg,deltad4SigLU,0.0013,nb GeV^-4,0.00055,+0.000180/-0.000200,Hall A,e-,10.59,p,0.93827208816
317,317,0.373,-0.216,4.58,82.5,deg,deltad4SigLU,0.00197,nb GeV^-4,0.00051,+0.000250/-0.000094,Hall A,e-,10.59,p,0.93827208816
318,318,0.373,-0.216,4.58,97.5,deg,deltad4SigLU,0.00165,nb GeV^-4,0.00043,+0.000100/-0.000250,Hall A,e-,10.59,p,0.93827208816
319,319,0.373,-0.216,4.58,112.5,deg,deltad4SigLU,0.00156,nb GeV^-4,0.00039,+0.000064/-0.000180,Hall A,e-,10.59,p,0.93827208816
320,320,0.373,-0.216,4.58,127.5,deg,deltad4SigLU,0.00101,nb GeV^-4,0.00034,+0.000200/-0.000038,Hall A,e-,10.59,p,0.93827208816
321,321,0.373,-0.216,4.58,142.5,deg,deltad4SigLU,0.00055,nb GeV^-4,0.00035,+0.000120/-0.000200,Hall A,e-,10.59,p,0.93827208816
