,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.08,-0.03,1.9,AUTICos0Phi,-0.03,none,0.031,0.008,8.1,HERMES,e-/e+,27.6,p,0.93827208816
1,0.1,-0.1,2.5,AUTICos0Phi,0.022,none,0.044,0.021,8.1,HERMES,e-/e+,27.6,p,0.93827208816
2,0.11,-0.2,2.9,AUTICos0Phi,0.133,none,0.05,0.025,8.1,HERMES,e-/e+,27.6,p,0.93827208816
3,0.12,-0.42,3.5,AUTICos0Phi,0.085,none,0.082,0.028,8.1,HERMES,e-/e+,27.6,p,0.93827208816
