,dependence,t_min,t_max,xB,t,Q2,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0,-t,0.0,0.03,0.07,-0.02,1.71, AC_cos3phi,0.01,none,0.02,0.001,HERMES,e-/e+,27.6,p,0.9382720882
1,-t,0.03,0.06,0.09,-0.04,2.22, AC_cos3phi,0.004,none,0.02,0.005,HERMES,e-/e+,27.6,p,0.9382720882
2,-t,0.06,0.1,0.1,-0.08,2.44, AC_cos3phi,-0.015,none,0.022,0.009,HERMES,e-/e+,27.6,p,0.9382720882
3,-t,0.1,0.2,0.11,-0.14,2.72, AC_cos3phi,-0.019,none,0.018,0.004,HERMES,e-/e+,27.6,p,0.9382720882
4,-t,0.2,0.35,0.12,-0.26,3.13, AC_cos3phi,-0.005,none,0.025,0.015,HERMES,e-/e+,27.6,p,0.9382720882
5,-t,0.35,0.7,0.12,-0.46,3.63, AC_cos3phi,0.037,none,0.038,0.02,HERMES,e-/e+,27.6,p,0.9382720882
