,xB,t,Q2,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0,0.05,-0.1,1.5,ALTICos0Phi,-0.15,none,0.15,0.004,HERMES,e-/e+,27.6,p,0.93827208816
1,0.08,-0.1,2.2,ALTICos0Phi,0.021,none,0.162,0.006,HERMES,e-/e+,27.6,p,0.93827208816
2,0.12,-0.13,3.1,ALTICos0Phi,-0.101,none,0.171,0.01,HERMES,e-/e+,27.6,p,0.93827208816
3,0.2,-0.2,5.0,ALTICos0Phi,0.017,none,0.226,0.009,HERMES,e-/e+,27.6,p,0.93827208816
