,xB,t,Q2,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0,0.08,-0.03,1.9,ALTBHDVCSSin1Phi,0.032,none,0.127,0.019,HERMES,e-/e+,27.6,p,0.93827208816
1,0.1,-0.1,2.5,ALTBHDVCSSin1Phi,0.081,none,0.158,0.022,HERMES,e-/e+,27.6,p,0.93827208816
2,0.11,-0.2,2.9,ALTBHDVCSSin1Phi,0.119,none,0.189,0.023,HERMES,e-/e+,27.6,p,0.93827208816
3,0.12,-0.42,3.5,ALTBHDVCSSin1Phi,0.287,none,0.287,0.023,HERMES,e-/e+,27.6,p,0.93827208816
