xB,t,Q2,phi,deg/rad,bin,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0.133,-0.474,2.098,323.5,deg,37,d4SigUU,0.4565,nb GeV^-4,0.02136,0.15315,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,21,deg,38,d4SigUU,0.39965,nb GeV^-4,0.04028,0.13622,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,36.5,deg,38,d4SigUU,0.15434,nb GeV^-4,0.0098298,0.054219,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,57.5,deg,38,d4SigUU,0.055124,nb GeV^-4,0.0063592,0.018635,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,126.1,deg,38,d4SigUU,0.01564,nb GeV^-4,0.0025582,0.0055946,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,187.7,deg,38,d4SigUU,0.015016,nb GeV^-4,0.0023593,0.0049492,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,240.7,deg,38,d4SigUU,0.012126,nb GeV^-4,0.003053,0.0046411,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,262.8,deg,38,d4SigUU,0.012691,nb GeV^-4,0.0030036,0.0052497,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,277.9,deg,38,d4SigUU,0.032329,nb GeV^-4,0.0051409,0.010616,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,293,deg,38,d4SigUU,0.034438,nb GeV^-4,0.0082465,0.012683,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,308.2,deg,38,d4SigUU,0.060199,nb GeV^-4,0.0085041,0.022504,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,323.5,deg,38,d4SigUU,0.15039,nb GeV^-4,0.010018,0.052778,CLAS,e-,10.6,p,0.938272088
0.145,-0.67,2.096,339,deg,38,d4SigUU,0.46476,nb GeV^-4,0.044531,0.16361,CLAS,e-,10.6,p,0.938272088
0.177,-0.197,1.323,7.4,deg,39,d4SigUU,0.73839,nb GeV^-4,0.24962,0.30216,CLAS,e-,10.6,p,0.938272088
0.177,-0.197,1.323,55.6,deg,39,d4SigUU,0.60928,nb GeV^-4,0.1911,0.23976,CLAS,e-,10.6,p,0.938272088
0.177,-0.197,1.323,104.5,deg,39,d4SigUU,0.26126,nb GeV^-4,0.070582,0.092686,CLAS,e-,10.6,p,0.938272088
0.177,-0.197,1.323,142.1,deg,39,d4SigUU,0.18178,nb GeV^-4,0.064658,0.083821,CLAS,e-,10.6,p,0.938272088
0.177,-0.322,1.322,126.9,deg,40,d4SigUU,0.17053,nb GeV^-4,0.043868,0.075765,CLAS,e-,10.6,p,0.938272088
0.177,-0.322,1.322,187.7,deg,40,d4SigUU,0.069751,nb GeV^-4,0.026116,0.028753,CLAS,e-,10.6,p,0.938272088
0.176,-0.501,1.319,11.3,deg,41,d4SigUU,0.85049,nb GeV^-4,0.23534,0.31591,CLAS,e-,10.6,p,0.938272088
0.176,-0.501,1.319,333.6,deg,41,d4SigUU,0.34574,nb GeV^-4,0.1088,0.14018,CLAS,e-,10.6,p,0.938272088
0.176,-0.129,1.682,7.4,deg,42,d4SigUU,0.7528,nb GeV^-4,0.10163,0.28729,CLAS,e-,10.6,p,0.938272088
0.176,-0.129,1.682,22.3,deg,42,d4SigUU,0.67644,nb GeV^-4,0.087888,0.24083,CLAS,e-,10.6,p,0.938272088
0.176,-0.129,1.682,37.3,deg,42,d4SigUU,0.51873,nb GeV^-4,0.083341,0.18605,CLAS,e-,10.6,p,0.938272088
0.176,-0.129,1.682,52.2,deg,42,d4SigUU,0.46022,nb GeV^-4,0.10613,0.16375,CLAS,e-,10.6,p,0.938272088
0.176,-0.129,1.682,67.2,deg,42,d4SigUU,0.3583,nb GeV^-4,0.099358,0.14948,CLAS,e-,10.6,p,0.938272088
0.176,-0.129,1.682,89.1,deg,42,d4SigUU,0.12214,nb GeV^-4,0.028394,0.051204,CLAS,e-,10.6,p,0.938272088
0.176,-0.129,1.682,126.4,deg,42,d4SigUU,0.068015,nb GeV^-4,0.023915,0.025125,CLAS,e-,10.6,p,0.938272088
0.176,-0.129,1.682,345.5,deg,42,d4SigUU,0.81407,nb GeV^-4,0.16481,0.33336,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,7.4,deg,43,d4SigUU,0.57322,nb GeV^-4,0.051958,0.19392,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,22.2,deg,43,d4SigUU,0.56984,nb GeV^-4,0.052131,0.19415,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,37.2,deg,43,d4SigUU,0.536,nb GeV^-4,0.072387,0.18425,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,52.2,deg,43,d4SigUU,0.36348,nb GeV^-4,0.069523,0.14466,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,67.2,deg,43,d4SigUU,0.3048,nb GeV^-4,0.065289,0.10303,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,82.3,deg,43,d4SigUU,0.20036,nb GeV^-4,0.030253,0.070476,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,97.3,deg,43,d4SigUU,0.16819,nb GeV^-4,0.020077,0.061412,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,112.3,deg,43,d4SigUU,0.11975,nb GeV^-4,0.01548,0.042288,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,127.4,deg,43,d4SigUU,0.13192,nb GeV^-4,0.019943,0.053124,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,142.4,deg,43,d4SigUU,0.12052,nb GeV^-4,0.016651,0.044591,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,157.5,deg,43,d4SigUU,0.098254,nb GeV^-4,0.018601,0.034205,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,172.4,deg,43,d4SigUU,0.10052,nb GeV^-4,0.023936,0.039669,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,187.5,deg,43,d4SigUU,0.094015,nb GeV^-4,0.02233,0.037661,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,202.5,deg,43,d4SigUU,0.11244,nb GeV^-4,0.022078,0.040837,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,233.5,deg,43,d4SigUU,0.1166,nb GeV^-4,0.02043,0.044595,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,331.3,deg,43,d4SigUU,0.36511,nb GeV^-4,0.087097,0.15381,CLAS,e-,10.6,p,0.938272088
0.176,-0.196,1.68,352.6,deg,43,d4SigUU,0.61119,nb GeV^-4,0.089755,0.21765,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,7.3,deg,44,d4SigUU,0.36972,nb GeV^-4,0.032596,0.13838,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,27.9,deg,44,d4SigUU,0.25345,nb GeV^-4,0.027131,0.095857,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,89.1,deg,44,d4SigUU,0.063912,nb GeV^-4,0.014166,0.022602,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,112.4,deg,44,d4SigUU,0.04102,nb GeV^-4,0.0073319,0.014359,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,127.4,deg,44,d4SigUU,0.057723,nb GeV^-4,0.0091537,0.021003,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,142.4,deg,44,d4SigUU,0.056721,nb GeV^-4,0.0078422,0.020071,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,157.5,deg,44,d4SigUU,0.038142,nb GeV^-4,0.0066521,0.016296,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,172.5,deg,44,d4SigUU,0.055031,nb GeV^-4,0.009128,0.021406,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,187.5,deg,44,d4SigUU,0.047997,nb GeV^-4,0.0095064,0.021689,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,202.5,deg,44,d4SigUU,0.05683,nb GeV^-4,0.0093391,0.027689,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,225.3,deg,44,d4SigUU,0.022925,nb GeV^-4,0.0065053,0.010335,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,295.8,deg,44,d4SigUU,0.11733,nb GeV^-4,0.037386,0.042527,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,332.1,deg,44,d4SigUU,0.26386,nb GeV^-4,0.028445,0.092284,CLAS,e-,10.6,p,0.938272088
0.176,-0.32,1.677,352.7,deg,44,d4SigUU,0.42042,nb GeV^-4,0.03521,0.1788,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,6.9,deg,45,d4SigUU,0.52001,nb GeV^-4,0.045323,0.17457,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,26.6,deg,45,d4SigUU,0.21611,nb GeV^-4,0.020676,0.076128,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,127.4,deg,45,d4SigUU,0.034748,nb GeV^-4,0.0066161,0.012798,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,142.4,deg,45,d4SigUU,0.025369,nb GeV^-4,0.0054035,0.010766,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,157.5,deg,45,d4SigUU,0.025092,nb GeV^-4,0.005379,0.011556,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,172.5,deg,45,d4SigUU,0.025376,nb GeV^-4,0.0057376,0.012199,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,187.5,deg,45,d4SigUU,0.022473,nb GeV^-4,0.0061993,0.0090846,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,210.1,deg,45,d4SigUU,0.02065,nb GeV^-4,0.0044467,0.0080364,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,270.9,deg,45,d4SigUU,0.044066,nb GeV^-4,0.0072873,0.015386,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,292.9,deg,45,d4SigUU,0.052558,nb GeV^-4,0.0092538,0.019405,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,308,deg,45,d4SigUU,0.07077,nb GeV^-4,0.013546,0.027685,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,323.2,deg,45,d4SigUU,0.11051,nb GeV^-4,0.021453,0.045114,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,338.4,deg,45,d4SigUU,0.29031,nb GeV^-4,0.024927,0.095079,CLAS,e-,10.6,p,0.938272088
0.175,-0.499,1.673,353.2,deg,45,d4SigUU,0.51533,nb GeV^-4,0.03507,0.17497,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,5.3,deg,46,d4SigUU,1.2428,nb GeV^-4,0.19824,0.46119,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,21.1,deg,46,d4SigUU,0.28111,nb GeV^-4,0.035797,0.099985,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,51.9,deg,46,d4SigUU,0.028685,nb GeV^-4,0.0085922,0.012842,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,126.9,deg,46,d4SigUU,0.013138,nb GeV^-4,0.0034577,0.0064233,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,255.5,deg,46,d4SigUU,0.020752,nb GeV^-4,0.0050431,0.0076886,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,277.7,deg,46,d4SigUU,0.028891,nb GeV^-4,0.0053744,0.011888,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,292.9,deg,46,d4SigUU,0.02684,nb GeV^-4,0.0051739,0.0091725,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,308.1,deg,46,d4SigUU,0.040768,nb GeV^-4,0.0081818,0.016477,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,323.5,deg,46,d4SigUU,0.066855,nb GeV^-4,0.012387,0.03205,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,339,deg,46,d4SigUU,0.21488,nb GeV^-4,0.020665,0.074967,CLAS,e-,10.6,p,0.938272088
0.173,-0.713,1.668,354.7,deg,46,d4SigUU,1.3504,nb GeV^-4,0.17833,0.50283,CLAS,e-,10.6,p,0.938272088
0.172,-0.907,1.655,41.6,deg,47,d4SigUU,0.024904,nb GeV^-4,0.004778,0.010004,CLAS,e-,10.6,p,0.938272088
0.172,-0.907,1.655,263.8,deg,47,d4SigUU,0.0053696,nb GeV^-4,0.0019725,0.0024716,CLAS,e-,10.6,p,0.938272088
0.172,-0.907,1.655,318.4,deg,47,d4SigUU,0.032308,nb GeV^-4,0.0082997,0.012475,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,7.4,deg,48,d4SigUU,0.88219,nb GeV^-4,0.07512,0.29208,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,22.3,deg,48,d4SigUU,0.78513,nb GeV^-4,0.069481,0.26366,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,37.2,deg,48,d4SigUU,0.51385,nb GeV^-4,0.05756,0.1709,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,52.2,deg,48,d4SigUU,0.45109,nb GeV^-4,0.075645,0.15066,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,67.2,deg,48,d4SigUU,0.40307,nb GeV^-4,0.068351,0.13611,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,82.2,deg,48,d4SigUU,0.25296,nb GeV^-4,0.046305,0.09124,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,97.3,deg,48,d4SigUU,0.11966,nb GeV^-4,0.027643,0.038768,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,119.3,deg,48,d4SigUU,0.13435,nb GeV^-4,0.023681,0.046212,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,149.6,deg,48,d4SigUU,0.063667,nb GeV^-4,0.015095,0.025853,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,195.7,deg,48,d4SigUU,0.055122,nb GeV^-4,0.016475,0.023073,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,301.2,deg,48,d4SigUU,0.558,nb GeV^-4,0.12117,0.18367,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,322.7,deg,48,d4SigUU,0.59773,nb GeV^-4,0.080737,0.19903,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,337.7,deg,48,d4SigUU,0.63724,nb GeV^-4,0.071968,0.20722,CLAS,e-,10.6,p,0.938272088
0.174,-0.129,2.227,352.6,deg,48,d4SigUU,0.85399,nb GeV^-4,0.086413,0.27736,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,7.4,deg,49,d4SigUU,0.70409,nb GeV^-4,0.032794,0.23021,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,22.2,deg,49,d4SigUU,0.65609,nb GeV^-4,0.029709,0.21359,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,37.1,deg,49,d4SigUU,0.45103,nb GeV^-4,0.026404,0.14562,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,52.1,deg,49,d4SigUU,0.30633,nb GeV^-4,0.031237,0.10268,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,67.1,deg,49,d4SigUU,0.36411,nb GeV^-4,0.040123,0.12628,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,82.2,deg,49,d4SigUU,0.20933,nb GeV^-4,0.019477,0.072683,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,97.2,deg,49,d4SigUU,0.16883,nb GeV^-4,0.013991,0.058734,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,112.3,deg,49,d4SigUU,0.14966,nb GeV^-4,0.01279,0.050643,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,127.4,deg,49,d4SigUU,0.13093,nb GeV^-4,0.010487,0.046774,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,142.4,deg,49,d4SigUU,0.098279,nb GeV^-4,0.0075429,0.034247,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,157.4,deg,49,d4SigUU,0.092043,nb GeV^-4,0.0076768,0.03073,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,172.5,deg,49,d4SigUU,0.08901,nb GeV^-4,0.010066,0.030446,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,187.5,deg,49,d4SigUU,0.10125,nb GeV^-4,0.01224,0.035953,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,202.5,deg,49,d4SigUU,0.095589,nb GeV^-4,0.012097,0.031777,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,217.6,deg,49,d4SigUU,0.10087,nb GeV^-4,0.015414,0.035113,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,240.7,deg,49,d4SigUU,0.088061,nb GeV^-4,0.022485,0.032387,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,286.3,deg,49,d4SigUU,0.2718,nb GeV^-4,0.079004,0.11456,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,307.8,deg,49,d4SigUU,0.31493,nb GeV^-4,0.033928,0.10195,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,322.9,deg,49,d4SigUU,0.47784,nb GeV^-4,0.029363,0.15339,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,337.8,deg,49,d4SigUU,0.63933,nb GeV^-4,0.03184,0.20694,CLAS,e-,10.6,p,0.938272088
0.174,-0.196,2.226,352.6,deg,49,d4SigUU,0.72227,nb GeV^-4,0.035019,0.23414,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,7.2,deg,50,d4SigUU,0.58029,nb GeV^-4,0.026275,0.18796,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,21.9,deg,50,d4SigUU,0.4399,nb GeV^-4,0.018164,0.14501,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,36.9,deg,50,d4SigUU,0.27689,nb GeV^-4,0.014634,0.092032,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,52,deg,50,d4SigUU,0.14741,nb GeV^-4,0.016703,0.048484,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,67.1,deg,50,d4SigUU,0.12312,nb GeV^-4,0.035255,0.048644,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,82.2,deg,50,d4SigUU,0.065809,nb GeV^-4,0.013802,0.026873,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,97.2,deg,50,d4SigUU,0.068509,nb GeV^-4,0.0077845,0.022322,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,112.3,deg,50,d4SigUU,0.057766,nb GeV^-4,0.0055918,0.01859,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,127.3,deg,50,d4SigUU,0.049454,nb GeV^-4,0.0046101,0.016795,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,142.4,deg,50,d4SigUU,0.046713,nb GeV^-4,0.0034361,0.015441,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,157.4,deg,50,d4SigUU,0.037516,nb GeV^-4,0.0030229,0.01256,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,172.5,deg,50,d4SigUU,0.03599,nb GeV^-4,0.0034562,0.012205,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,187.5,deg,50,d4SigUU,0.049363,nb GeV^-4,0.0053836,0.017629,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,202.5,deg,50,d4SigUU,0.043742,nb GeV^-4,0.0049144,0.014575,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,217.6,deg,50,d4SigUU,0.043579,nb GeV^-4,0.0062175,0.015025,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,240.7,deg,50,d4SigUU,0.039717,nb GeV^-4,0.009204,0.014541,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,262.7,deg,50,d4SigUU,0.062413,nb GeV^-4,0.013049,0.021128,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,277.8,deg,50,d4SigUU,0.05977,nb GeV^-4,0.010482,0.01954,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,292.9,deg,50,d4SigUU,0.11857,nb GeV^-4,0.023207,0.043436,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,308,deg,50,d4SigUU,0.15605,nb GeV^-4,0.017176,0.050903,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,323.1,deg,50,d4SigUU,0.27564,nb GeV^-4,0.014646,0.090996,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,338.1,deg,50,d4SigUU,0.44115,nb GeV^-4,0.01686,0.14476,CLAS,e-,10.6,p,0.938272088
0.174,-0.32,2.228,352.8,deg,50,d4SigUU,0.60391,nb GeV^-4,0.026022,0.19963,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,21.5,deg,51,d4SigUU,0.39187,nb GeV^-4,0.019054,0.12979,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,36.7,deg,51,d4SigUU,0.16693,nb GeV^-4,0.0095007,0.055631,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,57.8,deg,51,d4SigUU,0.065794,nb GeV^-4,0.0092795,0.024644,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,104.1,deg,51,d4SigUU,0.027638,nb GeV^-4,0.0033624,0.009911,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,127.4,deg,51,d4SigUU,0.020509,nb GeV^-4,0.0028957,0.0072484,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,142.4,deg,51,d4SigUU,0.022894,nb GeV^-4,0.0022331,0.0077962,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,157.5,deg,51,d4SigUU,0.015767,nb GeV^-4,0.0016777,0.0053652,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,172.5,deg,51,d4SigUU,0.018396,nb GeV^-4,0.0021184,0.006874,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,187.5,deg,51,d4SigUU,0.012386,nb GeV^-4,0.0022682,0.0049011,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,202.5,deg,51,d4SigUU,0.017406,nb GeV^-4,0.0028027,0.006201,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,225.4,deg,51,d4SigUU,0.018396,nb GeV^-4,0.0034687,0.0069845,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,247.7,deg,51,d4SigUU,0.024518,nb GeV^-4,0.0052978,0.0086091,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,262.7,deg,51,d4SigUU,0.027392,nb GeV^-4,0.0040385,0.0093817,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,277.8,deg,51,d4SigUU,0.039498,nb GeV^-4,0.0041662,0.013132,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,292.9,deg,51,d4SigUU,0.060765,nb GeV^-4,0.0065099,0.020329,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,308.1,deg,51,d4SigUU,0.089596,nb GeV^-4,0.0092886,0.031062,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,323.3,deg,51,d4SigUU,0.14815,nb GeV^-4,0.0087886,0.051945,CLAS,e-,10.6,p,0.938272088
0.171,-0.506,2.26,338.6,deg,51,d4SigUU,0.36588,nb GeV^-4,0.015494,0.12145,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,36.5,deg,52,d4SigUU,0.092742,nb GeV^-4,0.0071006,0.031963,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,51.8,deg,52,d4SigUU,0.046699,nb GeV^-4,0.007884,0.019364,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,73.3,deg,52,d4SigUU,0.015724,nb GeV^-4,0.004029,0.0072616,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,119.4,deg,52,d4SigUU,0.0060121,nb GeV^-4,0.0014172,0.0024468,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,142.4,deg,52,d4SigUU,0.0080711,nb GeV^-4,0.001566,0.0030087,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,157.5,deg,52,d4SigUU,0.0076352,nb GeV^-4,0.001311,0.0028293,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,172.5,deg,52,d4SigUU,0.0099695,nb GeV^-4,0.0017561,0.003852,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,195.1,deg,52,d4SigUU,0.0061392,nb GeV^-4,0.0013662,0.0030256,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,233.5,deg,52,d4SigUU,0.0084947,nb GeV^-4,0.0017491,0.0032623,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,262.7,deg,52,d4SigUU,0.013689,nb GeV^-4,0.0022563,0.0051912,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,277.8,deg,52,d4SigUU,0.018898,nb GeV^-4,0.0024555,0.0065601,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,293,deg,52,d4SigUU,0.023002,nb GeV^-4,0.0029086,0.0079986,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,308.2,deg,52,d4SigUU,0.04425,nb GeV^-4,0.0058511,0.015489,CLAS,e-,10.6,p,0.938272088
0.165,-0.734,2.29,323.4,deg,52,d4SigUU,0.082505,nb GeV^-4,0.0063622,0.028109,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,36.5,deg,53,d4SigUU,0.045155,nb GeV^-4,0.0050019,0.016845,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,51.8,deg,53,d4SigUU,0.022399,nb GeV^-4,0.0038597,0.0080166,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,95.5,deg,53,d4SigUU,0.0076222,nb GeV^-4,0.0022379,0.0030301,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,141.9,deg,53,d4SigUU,0.0043721,nb GeV^-4,0.00089591,0.0020893,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,187.6,deg,53,d4SigUU,0.0030609,nb GeV^-4,0.00092617,0.0012607,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,233.4,deg,53,d4SigUU,0.0032576,nb GeV^-4,0.0012115,0.0016263,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,262.7,deg,53,d4SigUU,0.0049398,nb GeV^-4,0.001403,0.0017647,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,277.8,deg,53,d4SigUU,0.012118,nb GeV^-4,0.0018905,0.0043418,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,293,deg,53,d4SigUU,0.010715,nb GeV^-4,0.0019924,0.004087,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,308.2,deg,53,d4SigUU,0.020128,nb GeV^-4,0.0042886,0.0073217,CLAS,e-,10.6,p,0.938272088
0.175,-0.898,2.194,323.5,deg,53,d4SigUU,0.032857,nb GeV^-4,0.0042502,0.012105,CLAS,e-,10.6,p,0.938272088
