xB,t,Q2,phi,deg/rad,bin,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0.133,-0.197,1.327,127.4,deg,24,d4SigUU,0.25326,nb GeV^-4,0.05501,0.08539,CLAS,e-,10.6,p,0.938272088
0.133,-0.197,1.327,142.4,deg,24,d4SigUU,0.26847,nb GeV^-4,0.043652,0.090754,CLAS,e-,10.6,p,0.938272088
0.133,-0.197,1.327,157.5,deg,24,d4SigUU,0.21995,nb GeV^-4,0.038353,0.078414,CLAS,e-,10.6,p,0.938272088
0.133,-0.197,1.327,172.5,deg,24,d4SigUU,0.25864,nb GeV^-4,0.052954,0.086862,CLAS,e-,10.6,p,0.938272088
0.133,-0.197,1.327,187.5,deg,24,d4SigUU,0.24921,nb GeV^-4,0.046984,0.08203,CLAS,e-,10.6,p,0.938272088
0.133,-0.197,1.327,202.5,deg,24,d4SigUU,0.23734,nb GeV^-4,0.045703,0.093151,CLAS,e-,10.6,p,0.938272088
0.133,-0.197,1.327,225.4,deg,24,d4SigUU,0.29801,nb GeV^-4,0.080004,0.14483,CLAS,e-,10.6,p,0.938272088
0.133,-0.323,1.326,119.4,deg,25,d4SigUU,0.21387,nb GeV^-4,0.037089,0.084528,CLAS,e-,10.6,p,0.938272088
0.133,-0.323,1.326,142.5,deg,25,d4SigUU,0.1051,nb GeV^-4,0.020881,0.042585,CLAS,e-,10.6,p,0.938272088
0.133,-0.323,1.326,157.5,deg,25,d4SigUU,0.12398,nb GeV^-4,0.021812,0.048622,CLAS,e-,10.6,p,0.938272088
0.133,-0.323,1.326,172.5,deg,25,d4SigUU,0.092701,nb GeV^-4,0.020395,0.033945,CLAS,e-,10.6,p,0.938272088
0.133,-0.323,1.326,187.5,deg,25,d4SigUU,0.072797,nb GeV^-4,0.020844,0.026206,CLAS,e-,10.6,p,0.938272088
0.133,-0.323,1.326,210.2,deg,25,d4SigUU,0.12036,nb GeV^-4,0.021458,0.040551,CLAS,e-,10.6,p,0.938272088
0.133,-0.323,1.326,286.5,deg,25,d4SigUU,0.25228,nb GeV^-4,0.060531,0.11857,CLAS,e-,10.6,p,0.938272088
0.133,-0.323,1.326,317.6,deg,25,d4SigUU,0.3715,nb GeV^-4,0.093032,0.14533,CLAS,e-,10.6,p,0.938272088
0.131,-0.516,1.327,8.3,deg,26,d4SigUU,3.9367,nb GeV^-4,0.52702,1.631,CLAS,e-,10.6,p,0.938272088
0.131,-0.516,1.327,57.7,deg,26,d4SigUU,0.15417,nb GeV^-4,0.052,0.062938,CLAS,e-,10.6,p,0.938272088
0.131,-0.516,1.327,134.7,deg,26,d4SigUU,0.056733,nb GeV^-4,0.012838,0.023051,CLAS,e-,10.6,p,0.938272088
0.131,-0.516,1.327,157.4,deg,26,d4SigUU,0.054496,nb GeV^-4,0.013779,0.025666,CLAS,e-,10.6,p,0.938272088
0.131,-0.516,1.327,172.5,deg,26,d4SigUU,0.053688,nb GeV^-4,0.014182,0.022419,CLAS,e-,10.6,p,0.938272088
0.131,-0.516,1.327,202.8,deg,26,d4SigUU,0.031536,nb GeV^-4,0.0088709,0.015659,CLAS,e-,10.6,p,0.938272088
0.131,-0.516,1.327,271.1,deg,26,d4SigUU,0.072087,nb GeV^-4,0.015671,0.027793,CLAS,e-,10.6,p,0.938272088
0.131,-0.516,1.327,338.9,deg,26,d4SigUU,1.1012,nb GeV^-4,0.13059,0.47345,CLAS,e-,10.6,p,0.938272088
0.134,-0.705,1.302,36.4,deg,27,d4SigUU,0.26144,nb GeV^-4,0.065823,0.10499,CLAS,e-,10.6,p,0.938272088
0.134,-0.705,1.302,63,deg,27,d4SigUU,0.067807,nb GeV^-4,0.013228,0.025534,CLAS,e-,10.6,p,0.938272088
0.134,-0.705,1.302,187.5,deg,27,d4SigUU,0.020575,nb GeV^-4,0.0076683,0.0093764,CLAS,e-,10.6,p,0.938272088
0.134,-0.705,1.302,264.3,deg,27,d4SigUU,0.037128,nb GeV^-4,0.010043,0.016534,CLAS,e-,10.6,p,0.938272088
0.134,-0.705,1.302,314.5,deg,27,d4SigUU,0.098475,nb GeV^-4,0.021752,0.03787,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,7.4,deg,28,d4SigUU,3.1337,nb GeV^-4,0.29433,1.4139,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,22.2,deg,28,d4SigUU,2.5255,nb GeV^-4,0.21823,0.94921,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,37.1,deg,28,d4SigUU,1.5636,nb GeV^-4,0.1606,0.60226,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,52.1,deg,28,d4SigUU,1.2618,nb GeV^-4,0.19472,0.59017,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,67.1,deg,28,d4SigUU,1.3268,nb GeV^-4,0.27673,0.46365,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,97.2,deg,28,d4SigUU,0.59377,nb GeV^-4,0.13246,0.20197,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,112.3,deg,28,d4SigUU,0.55001,nb GeV^-4,0.11609,0.20092,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,127.3,deg,28,d4SigUU,0.55897,nb GeV^-4,0.08131,0.18708,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,142.4,deg,28,d4SigUU,0.33852,nb GeV^-4,0.050963,0.11568,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,164.8,deg,28,d4SigUU,0.24514,nb GeV^-4,0.035014,0.078335,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,203.1,deg,28,d4SigUU,0.2483,nb GeV^-4,0.041608,0.084996,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,286.3,deg,28,d4SigUU,1.2109,nb GeV^-4,0.28546,0.54324,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,307.9,deg,28,d4SigUU,1.4466,nb GeV^-4,0.18471,0.72121,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,322.9,deg,28,d4SigUU,1.7749,nb GeV^-4,0.16311,0.63694,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,337.8,deg,28,d4SigUU,2.3943,nb GeV^-4,0.22755,0.82554,CLAS,e-,10.6,p,0.938272088
0.132,-0.129,1.697,352.6,deg,28,d4SigUU,2.9596,nb GeV^-4,0.31249,1.257,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,7.3,deg,29,d4SigUU,2.6097,nb GeV^-4,0.20728,1.0468,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,22,deg,29,d4SigUU,2.0408,nb GeV^-4,0.12494,0.77902,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,37,deg,29,d4SigUU,1.2537,nb GeV^-4,0.079819,0.42623,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,52,deg,29,d4SigUU,0.80246,nb GeV^-4,0.073555,0.2993,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,67.1,deg,29,d4SigUU,0.67779,nb GeV^-4,0.10894,0.24101,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,82.2,deg,29,d4SigUU,0.89401,nb GeV^-4,0.2279,0.39908,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,97.2,deg,29,d4SigUU,0.62202,nb GeV^-4,0.093724,0.23343,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,112.3,deg,29,d4SigUU,0.3109,nb GeV^-4,0.036498,0.10007,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,127.3,deg,29,d4SigUU,0.25606,nb GeV^-4,0.021931,0.087515,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,142.4,deg,29,d4SigUU,0.24939,nb GeV^-4,0.016872,0.082574,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,157.4,deg,29,d4SigUU,0.24634,nb GeV^-4,0.016368,0.07938,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,172.5,deg,29,d4SigUU,0.2151,nb GeV^-4,0.018998,0.07163,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,187.5,deg,29,d4SigUU,0.2524,nb GeV^-4,0.023723,0.082193,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,202.6,deg,29,d4SigUU,0.19954,nb GeV^-4,0.023233,0.065217,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,225.6,deg,29,d4SigUU,0.1895,nb GeV^-4,0.038899,0.065239,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,286.5,deg,29,d4SigUU,0.40021,nb GeV^-4,0.066096,0.15861,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,308,deg,29,d4SigUU,0.8993,nb GeV^-4,0.07478,0.31289,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,323,deg,29,d4SigUU,1.3877,nb GeV^-4,0.080471,0.46823,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,338,deg,29,d4SigUU,1.6473,nb GeV^-4,0.098265,0.55038,CLAS,e-,10.6,p,0.938272088
0.132,-0.197,1.698,352.7,deg,29,d4SigUU,2.4621,nb GeV^-4,0.19522,0.8833,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,6.7,deg,30,d4SigUU,2.3438,nb GeV^-4,0.22734,0.84811,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,21.6,deg,30,d4SigUU,1.3481,nb GeV^-4,0.077022,0.4535,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,36.7,deg,30,d4SigUU,0.75378,nb GeV^-4,0.038225,0.25156,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,51.9,deg,30,d4SigUU,0.43005,nb GeV^-4,0.03552,0.17164,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,67,deg,30,d4SigUU,0.25303,nb GeV^-4,0.059355,0.096496,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,104,deg,30,d4SigUU,0.13434,nb GeV^-4,0.02039,0.045975,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,127.4,deg,30,d4SigUU,0.10768,nb GeV^-4,0.012086,0.036052,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,142.4,deg,30,d4SigUU,0.092385,nb GeV^-4,0.0075352,0.031187,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,157.5,deg,30,d4SigUU,0.085485,nb GeV^-4,0.0067376,0.028837,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,172.5,deg,30,d4SigUU,0.089037,nb GeV^-4,0.0077031,0.030186,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,187.5,deg,30,d4SigUU,0.076133,nb GeV^-4,0.009493,0.025161,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,202.5,deg,30,d4SigUU,0.086129,nb GeV^-4,0.010809,0.028802,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,217.6,deg,30,d4SigUU,0.061685,nb GeV^-4,0.018819,0.028863,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,256,deg,30,d4SigUU,0.13309,nb GeV^-4,0.023261,0.045477,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,277.9,deg,30,d4SigUU,0.2104,nb GeV^-4,0.030328,0.073253,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,293,deg,30,d4SigUU,0.26503,nb GeV^-4,0.03963,0.086507,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,308.1,deg,30,d4SigUU,0.40976,nb GeV^-4,0.036207,0.14201,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,323.2,deg,30,d4SigUU,0.70506,nb GeV^-4,0.035409,0.23548,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,338.4,deg,30,d4SigUU,1.4084,nb GeV^-4,0.073142,0.47469,CLAS,e-,10.6,p,0.938272088
0.131,-0.324,1.706,353.2,deg,30,d4SigUU,2.2239,nb GeV^-4,0.18394,0.84128,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,21,deg,31,d4SigUU,1.029,nb GeV^-4,0.066104,0.35928,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,36.5,deg,31,d4SigUU,0.41643,nb GeV^-4,0.022842,0.13803,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,57.5,deg,31,d4SigUU,0.17815,nb GeV^-4,0.019039,0.06548,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,119.3,deg,31,d4SigUU,0.039045,nb GeV^-4,0.0067505,0.015176,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,142.4,deg,31,d4SigUU,0.034181,nb GeV^-4,0.0042868,0.012073,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,157.4,deg,31,d4SigUU,0.042214,nb GeV^-4,0.0042035,0.014741,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,172.5,deg,31,d4SigUU,0.04054,nb GeV^-4,0.0044304,0.014382,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,187.5,deg,31,d4SigUU,0.028,nb GeV^-4,0.0050439,0.0098368,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,210.3,deg,31,d4SigUU,0.025588,nb GeV^-4,0.0051444,0.0091229,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,247.7,deg,31,d4SigUU,0.060693,nb GeV^-4,0.01382,0.026229,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,262.8,deg,31,d4SigUU,0.065983,nb GeV^-4,0.0088667,0.022892,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,277.9,deg,31,d4SigUU,0.078379,nb GeV^-4,0.0080067,0.02663,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,293,deg,31,d4SigUU,0.1058,nb GeV^-4,0.010995,0.036911,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,308.2,deg,31,d4SigUU,0.15441,nb GeV^-4,0.01616,0.052638,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,323.5,deg,31,d4SigUU,0.36961,nb GeV^-4,0.020784,0.12394,CLAS,e-,10.6,p,0.938272088
0.126,-0.523,1.719,339,deg,31,d4SigUU,1.2252,nb GeV^-4,0.071108,0.44653,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,20.8,deg,32,d4SigUU,0.52124,nb GeV^-4,0.044009,0.18012,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,36.4,deg,32,d4SigUU,0.15761,nb GeV^-4,0.012871,0.056346,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,51.8,deg,32,d4SigUU,0.078116,nb GeV^-4,0.011677,0.027088,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,73.2,deg,32,d4SigUU,0.03023,nb GeV^-4,0.0063123,0.012976,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,134.6,deg,32,d4SigUU,0.018456,nb GeV^-4,0.0033737,0.0064669,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,157.5,deg,32,d4SigUU,0.017884,nb GeV^-4,0.0033131,0.0073629,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,172.5,deg,32,d4SigUU,0.018193,nb GeV^-4,0.0033829,0.0066229,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,195.1,deg,32,d4SigUU,0.011696,nb GeV^-4,0.0029464,0.0040642,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,255.8,deg,32,d4SigUU,0.020796,nb GeV^-4,0.0035336,0.0074132,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,277.9,deg,32,d4SigUU,0.043045,nb GeV^-4,0.0056363,0.014961,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,293,deg,32,d4SigUU,0.04381,nb GeV^-4,0.0070182,0.015337,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,308.3,deg,32,d4SigUU,0.051959,nb GeV^-4,0.011779,0.018138,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,323.5,deg,32,d4SigUU,0.15738,nb GeV^-4,0.015577,0.055744,CLAS,e-,10.6,p,0.938272088
0.135,-0.693,1.648,339.2,deg,32,d4SigUU,0.55357,nb GeV^-4,0.041129,0.18958,CLAS,e-,10.6,p,0.938272088
0.145,-0.855,1.642,36.4,deg,33,d4SigUU,0.072961,nb GeV^-4,0.0095702,0.027197,CLAS,e-,10.6,p,0.938272088
0.145,-0.855,1.642,51.8,deg,33,d4SigUU,0.040516,nb GeV^-4,0.00793,0.015074,CLAS,e-,10.6,p,0.938272088
0.145,-0.855,1.642,79.2,deg,33,d4SigUU,0.014613,nb GeV^-4,0.0031756,0.0057527,CLAS,e-,10.6,p,0.938272088
0.145,-0.855,1.642,164.9,deg,33,d4SigUU,0.011228,nb GeV^-4,0.0021999,0.0047387,CLAS,e-,10.6,p,0.938272088
0.145,-0.855,1.642,248.9,deg,33,d4SigUU,0.013435,nb GeV^-4,0.0027397,0.0059969,CLAS,e-,10.6,p,0.938272088
0.145,-0.855,1.642,277.8,deg,33,d4SigUU,0.020452,nb GeV^-4,0.0042374,0.0071241,CLAS,e-,10.6,p,0.938272088
0.145,-0.855,1.642,293,deg,33,d4SigUU,0.020331,nb GeV^-4,0.0057729,0.0078392,CLAS,e-,10.6,p,0.938272088
0.145,-0.855,1.642,323.5,deg,33,d4SigUU,0.061792,nb GeV^-4,0.0087843,0.022515,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,7.4,deg,34,d4SigUU,5.2652,nb GeV^-4,0.31934,1.7178,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,22.1,deg,34,d4SigUU,3.3291,nb GeV^-4,0.19831,1.1153,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,37,deg,34,d4SigUU,2.2036,nb GeV^-4,0.14836,0.70353,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,52.1,deg,34,d4SigUU,1.7793,nb GeV^-4,0.15706,0.61726,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,67.2,deg,34,d4SigUU,1.3215,nb GeV^-4,0.15729,0.43126,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,82.2,deg,34,d4SigUU,1.079,nb GeV^-4,0.20067,0.38189,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,104,deg,34,d4SigUU,0.41512,nb GeV^-4,0.085329,0.14707,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,127.3,deg,34,d4SigUU,0.37605,nb GeV^-4,0.072153,0.12274,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,142.4,deg,34,d4SigUU,0.23088,nb GeV^-4,0.047669,0.1074,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,164.8,deg,34,d4SigUU,0.23268,nb GeV^-4,0.041033,0.075571,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,195.2,deg,34,d4SigUU,0.38001,nb GeV^-4,0.084958,0.15636,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,271.3,deg,34,d4SigUU,1.2956,nb GeV^-4,0.34372,0.51365,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,292.9,deg,34,d4SigUU,1.4886,nb GeV^-4,0.17265,0.50382,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,307.9,deg,34,d4SigUU,1.8353,nb GeV^-4,0.13278,0.61211,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,322.9,deg,34,d4SigUU,2.5475,nb GeV^-4,0.15449,0.82263,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,337.9,deg,34,d4SigUU,3.5292,nb GeV^-4,0.23395,1.1776,CLAS,e-,10.6,p,0.938272088
0.137,-0.129,2.136,352.6,deg,34,d4SigUU,4.3782,nb GeV^-4,0.30096,1.4288,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,7.1,deg,35,d4SigUU,5.0417,nb GeV^-4,0.27628,1.6902,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,21.8,deg,35,d4SigUU,3.0844,nb GeV^-4,0.12798,1.0148,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,36.9,deg,35,d4SigUU,1.7004,nb GeV^-4,0.06614,0.55809,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,52,deg,35,d4SigUU,1.0296,nb GeV^-4,0.052044,0.33536,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,67.1,deg,35,d4SigUU,0.81053,nb GeV^-4,0.059864,0.27169,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,82.2,deg,35,d4SigUU,0.67839,nb GeV^-4,0.10401,0.23026,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,97.2,deg,35,d4SigUU,0.40833,nb GeV^-4,0.069508,0.15362,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,112.3,deg,35,d4SigUU,0.31635,nb GeV^-4,0.037098,0.10338,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,127.3,deg,35,d4SigUU,0.23909,nb GeV^-4,0.02082,0.078569,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,142.4,deg,35,d4SigUU,0.28047,nb GeV^-4,0.020265,0.092933,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,157.4,deg,35,d4SigUU,0.22812,nb GeV^-4,0.017554,0.075976,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,172.5,deg,35,d4SigUU,0.19303,nb GeV^-4,0.020982,0.064681,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,187.5,deg,35,d4SigUU,0.19212,nb GeV^-4,0.026777,0.069483,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,210.3,deg,35,d4SigUU,0.19986,nb GeV^-4,0.031185,0.077347,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,265.3,deg,35,d4SigUU,0.30662,nb GeV^-4,0.052944,0.115,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,293,deg,35,d4SigUU,0.70721,nb GeV^-4,0.053983,0.22947,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,308,deg,35,d4SigUU,1.0861,nb GeV^-4,0.05038,0.34994,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,323.1,deg,35,d4SigUU,1.7974,nb GeV^-4,0.064888,0.69168,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,338.1,deg,35,d4SigUU,2.9024,nb GeV^-4,0.12384,0.95334,CLAS,e-,10.6,p,0.938272088
0.137,-0.197,2.136,352.9,deg,35,d4SigUU,4.5677,nb GeV^-4,0.26503,1.5182,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,21.3,deg,36,d4SigUU,2.8015,nb GeV^-4,0.15429,0.94352,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,36.7,deg,36,d4SigUU,0.97603,nb GeV^-4,0.036897,0.31884,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,51.8,deg,36,d4SigUU,0.48146,nb GeV^-4,0.024824,0.15998,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,73.1,deg,36,d4SigUU,0.30129,nb GeV^-4,0.030301,0.10312,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,103.9,deg,36,d4SigUU,0.12219,nb GeV^-4,0.016235,0.042611,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,127.3,deg,36,d4SigUU,0.10881,nb GeV^-4,0.010414,0.035925,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,142.4,deg,36,d4SigUU,0.10149,nb GeV^-4,0.0081442,0.032189,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,157.4,deg,36,d4SigUU,0.078773,nb GeV^-4,0.0065815,0.025857,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,172.5,deg,36,d4SigUU,0.064325,nb GeV^-4,0.0072396,0.021503,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,187.5,deg,36,d4SigUU,0.093887,nb GeV^-4,0.013492,0.032269,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,202.5,deg,36,d4SigUU,0.069252,nb GeV^-4,0.014051,0.022548,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,234.2,deg,36,d4SigUU,0.10451,nb GeV^-4,0.016541,0.037246,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,262.8,deg,36,d4SigUU,0.095986,nb GeV^-4,0.014482,0.032126,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,277.9,deg,36,d4SigUU,0.15818,nb GeV^-4,0.025146,0.063941,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,293,deg,36,d4SigUU,0.31857,nb GeV^-4,0.031655,0.10619,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,308.2,deg,36,d4SigUU,0.47824,nb GeV^-4,0.02499,0.15622,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,323.3,deg,36,d4SigUU,0.96791,nb GeV^-4,0.035896,0.31896,CLAS,e-,10.6,p,0.938272088
0.132,-0.344,2.126,338.7,deg,36,d4SigUU,2.7175,nb GeV^-4,0.14573,0.9346,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,36.5,deg,37,d4SigUU,0.4758,nb GeV^-4,0.021297,0.15887,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,51.8,deg,37,d4SigUU,0.24685,nb GeV^-4,0.017261,0.083791,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,67,deg,37,d4SigUU,0.15114,nb GeV^-4,0.034522,0.055093,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,112.3,deg,37,d4SigUU,0.078702,nb GeV^-4,0.017609,0.025924,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,127.3,deg,37,d4SigUU,0.050709,nb GeV^-4,0.0079783,0.016672,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,142.4,deg,37,d4SigUU,0.042325,nb GeV^-4,0.0051552,0.014652,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,157.4,deg,37,d4SigUU,0.043011,nb GeV^-4,0.0046868,0.014278,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,172.5,deg,37,d4SigUU,0.040594,nb GeV^-4,0.0052821,0.013816,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,187.5,deg,37,d4SigUU,0.045182,nb GeV^-4,0.0083919,0.016943,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,218.6,deg,37,d4SigUU,0.040221,nb GeV^-4,0.0084816,0.017919,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,262.8,deg,37,d4SigUU,0.066038,nb GeV^-4,0.0083626,0.022513,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,277.9,deg,37,d4SigUU,0.094365,nb GeV^-4,0.011369,0.031539,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,293,deg,37,d4SigUU,0.11778,nb GeV^-4,0.018036,0.038799,CLAS,e-,10.6,p,0.938272088
0.133,-0.474,2.098,308.2,deg,37,d4SigUU,0.24656,nb GeV^-4,0.017473,0.082146,CLAS,e-,10.6,p,0.938272088
