,Unnamed: 0,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0,0.079,-0.031,1.982,AULSin3Phi,0.024,none,0.049,0.005,4.2,HERMES,e+,27.6,p,0.93827208816
1,1,0.103,-0.094,2.531,AULSin3Phi,-0.016,none,0.059,0.009,4.2,HERMES,e+,27.6,p,0.93827208816
2,2,0.11,-0.201,2.883,AULSin3Phi,0.02,none,0.069,0.016,4.2,HERMES,e+,27.6,p,0.93827208816
3,3,0.123,-0.408,3.587,AULSin3Phi,0.014,none,0.115,0.017,4.2,HERMES,e+,27.6,p,0.93827208816
