,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.054,-0.076,1.2,ACCos3Phi,-0.014,none,0.011,0.004,3.4,HERMES,e-/e+,27.6,p,0.93827208816
1,0.069,-0.089,1.59,ACCos3Phi,0.001,none,0.012,0.002,3.4,HERMES,e-/e+,27.6,p,0.93827208816
2,0.085,-0.104,2.08,ACCos3Phi,0.018,none,0.012,0.004,3.4,HERMES,e-/e+,27.6,p,0.93827208816
3,0.105,-0.126,2.77,ACCos3Phi,-0.022,none,0.013,0.009,3.4,HERMES,e-/e+,27.6,p,0.93827208816
4,0.134,-0.151,3.76,ACCos3Phi,0.014,none,0.014,0.002,3.4,HERMES,e-/e+,27.6,p,0.93827208816
5,0.2,-0.218,5.82,ACCos3Phi,0.01,none,0.017,0.005,3.4,HERMES,e-/e+,27.6,p,0.93827208816
