,xB,t,Q2,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0,0.049,-0.095,1.34,ACCos0Phi,-0.038,none,0.009,0.013,HERMES,e-/e+,27.6,p,0.93827208816
1,0.069,-0.091,1.8,ACCos0Phi,-0.046,none,0.008,0.012,HERMES,e-/e+,27.6,p,0.93827208816
2,0.089,-0.104,2.3,ACCos0Phi,-0.004,none,0.01,0.016,HERMES,e-/e+,27.6,p,0.93827208816
3,0.113,-0.121,2.93,ACCos0Phi,-0.025,none,0.01,0.015,HERMES,e-/e+,27.6,p,0.93827208816
4,0.157,-0.159,4.06,ACCos0Phi,-0.012,none,0.011,0.007,HERMES,e-/e+,27.6,p,0.93827208816
5,0.244,-0.231,6.14,ACCos0Phi,-0.009,none,0.018,0.026,HERMES,e-/e+,27.6,p,0.93827208816
