,xB,t,Q2,phi,bin,deg/rad,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
1479,0.274,-0.11,1.993,292.7,80,deg,d4SigUU,0.304284,nb GeV^-4,0.0344862,0.0542911,CLAS,e-,5.88,p,0.938272088
1480,0.273,-0.111,1.992,307.7,80,deg,d4SigUU,0.265541,nb GeV^-4,0.0231136,0.0243678,CLAS,e-,5.88,p,0.938272088
1481,0.273,-0.111,1.991,322.7,80,deg,d4SigUU,0.346033,nb GeV^-4,0.0263142,0.0221451,CLAS,e-,5.88,p,0.938272088
1482,0.273,-0.111,1.99,337.6,80,deg,d4SigUU,0.435958,nb GeV^-4,0.0318613,0.0279053,CLAS,e-,5.88,p,0.938272088
1483,0.273,-0.111,1.99,352.5,80,deg,d4SigUU,0.330082,nb GeV^-4,0.0262199,0.0226013,CLAS,e-,5.88,p,0.938272088
1484,0.274,-0.155,1.994,7.4,81,deg,d4SigUU,0.426235,nb GeV^-4,0.0227088,0.0313168,CLAS,e-,5.88,p,0.938272088
1485,0.274,-0.155,1.994,22.3,81,deg,d4SigUU,0.434693,nb GeV^-4,0.023051,0.0261369,CLAS,e-,5.88,p,0.938272088
1486,0.274,-0.155,1.995,37.2,81,deg,d4SigUU,0.433563,nb GeV^-4,0.0236721,0.0261797,CLAS,e-,5.88,p,0.938272088
1487,0.274,-0.154,1.996,52.2,81,deg,d4SigUU,0.304078,nb GeV^-4,0.0184377,0.0209105,CLAS,e-,5.88,p,0.938272088
1488,0.274,-0.154,1.996,67.2,81,deg,d4SigUU,0.257806,nb GeV^-4,0.0199938,0.0162261,CLAS,e-,5.88,p,0.938272088
1489,0.274,-0.154,1.997,82.2,81,deg,d4SigUU,0.184534,nb GeV^-4,0.0163217,0.0122639,CLAS,e-,5.88,p,0.938272088
1490,0.274,-0.153,1.998,97.2,81,deg,d4SigUU,0.0855366,nb GeV^-4,0.00779461,0.0109439,CLAS,e-,5.88,p,0.938272088
1491,0.274,-0.153,1.999,112.2,81,deg,d4SigUU,0.107495,nb GeV^-4,0.0104426,0.00858066,CLAS,e-,5.88,p,0.938272088
1492,0.274,-0.153,2,127.3,81,deg,d4SigUU,0.0463791,nb GeV^-4,0.00931255,0.0115783,CLAS,e-,5.88,p,0.938272088
1493,0.274,-0.153,2,142.3,81,deg,d4SigUU,0.0349657,nb GeV^-4,0.0115047,0.00407706,CLAS,e-,5.88,p,0.938272088
1494,0.274,-0.153,2.001,157.4,81,deg,d4SigUU,0.0669564,nb GeV^-4,0.0261506,0.00869119,CLAS,e-,5.88,p,0.938272088
1495,0.275,-0.153,2.001,172.5,81,deg,d4SigUU,0.061112,nb GeV^-4,0.0308896,0.00515133,CLAS,e-,5.88,p,0.938272088
1496,0.275,-0.153,2.001,187.5,81,deg,d4SigUU,0.0686735,nb GeV^-4,0.0274666,0.0129569,CLAS,e-,5.88,p,0.938272088
1497,0.274,-0.153,2.001,202.6,81,deg,d4SigUU,0.045858,nb GeV^-4,0.0185401,0.00460345,CLAS,e-,5.88,p,0.938272088
1498,0.274,-0.153,2,217.7,81,deg,d4SigUU,0.0521997,nb GeV^-4,0.0128747,0.00355145,CLAS,e-,5.88,p,0.938272088
1499,0.274,-0.153,1.999,247.8,81,deg,d4SigUU,0.0876147,nb GeV^-4,0.00896262,0.00933154,CLAS,e-,5.88,p,0.938272088
1500,0.274,-0.153,1.998,262.8,81,deg,d4SigUU,0.148051,nb GeV^-4,0.0119583,0.0100119,CLAS,e-,5.88,p,0.938272088
1501,0.274,-0.154,1.997,277.8,81,deg,d4SigUU,0.17229,nb GeV^-4,0.0142876,0.0159264,CLAS,e-,5.88,p,0.938272088
1502,0.274,-0.154,1.996,292.8,81,deg,d4SigUU,0.259425,nb GeV^-4,0.0228278,0.0157366,CLAS,e-,5.88,p,0.938272088
1503,0.274,-0.154,1.996,307.8,81,deg,d4SigUU,0.332059,nb GeV^-4,0.0245453,0.0400297,CLAS,e-,5.88,p,0.938272088
1504,0.274,-0.155,1.995,322.8,81,deg,d4SigUU,0.383591,nb GeV^-4,0.019449,0.0229976,CLAS,e-,5.88,p,0.938272088
1505,0.274,-0.155,1.994,337.7,81,deg,d4SigUU,0.49995,nb GeV^-4,0.0228798,0.0325998,CLAS,e-,5.88,p,0.938272088
1506,0.274,-0.155,1.994,352.6,81,deg,d4SigUU,0.556935,nb GeV^-4,0.0287544,0.0343915,CLAS,e-,5.88,p,0.938272088
1507,0.274,-0.205,1.995,7.4,82,deg,d4SigUU,0.595236,nb GeV^-4,0.0306427,0.0445521,CLAS,e-,5.88,p,0.938272088
1508,0.274,-0.205,1.995,22.2,82,deg,d4SigUU,0.499048,nb GeV^-4,0.0266225,0.0299128,CLAS,e-,5.88,p,0.938272088
1509,0.274,-0.204,1.996,37.1,82,deg,d4SigUU,0.322847,nb GeV^-4,0.0164484,0.0198419,CLAS,e-,5.88,p,0.938272088
1510,0.274,-0.204,1.996,52.1,82,deg,d4SigUU,0.240313,nb GeV^-4,0.0138015,0.0155183,CLAS,e-,5.88,p,0.938272088
1511,0.274,-0.204,1.997,67.1,82,deg,d4SigUU,0.187497,nb GeV^-4,0.0147765,0.014348,CLAS,e-,5.88,p,0.938272088
1512,0.274,-0.204,1.998,82.1,82,deg,d4SigUU,0.132799,nb GeV^-4,0.0142689,0.0196306,CLAS,e-,5.88,p,0.938272088
1513,0.274,-0.203,1.999,97.2,82,deg,d4SigUU,0.129379,nb GeV^-4,0.014681,0.012486,CLAS,e-,5.88,p,0.938272088
1514,0.274,-0.203,1.999,112.2,82,deg,d4SigUU,0.0975187,nb GeV^-4,0.0114475,0.00625062,CLAS,e-,5.88,p,0.938272088
1515,0.275,-0.203,2,127.3,82,deg,d4SigUU,0.0694717,nb GeV^-4,0.0128876,0.0134745,CLAS,e-,5.88,p,0.938272088
1516,0.275,-0.203,2.001,142.3,82,deg,d4SigUU,0.0392335,nb GeV^-4,0.0197507,0.0108029,CLAS,e-,5.88,p,0.938272088
1517,0.275,-0.203,2.001,157.4,82,deg,d4SigUU,0.0253028,nb GeV^-4,0.0186644,0.00791865,CLAS,e-,5.88,p,0.938272088
1518,0.275,-0.203,2.001,187.5,82,deg,d4SigUU,0.0881806,nb GeV^-4,0.0343653,0.00644829,CLAS,e-,5.88,p,0.938272088
1519,0.275,-0.203,2.001,202.6,82,deg,d4SigUU,0.0157668,nb GeV^-4,0.00811193,0.00234246,CLAS,e-,5.88,p,0.938272088
1520,0.275,-0.203,2.001,217.7,82,deg,d4SigUU,0.0586322,nb GeV^-4,0.0167319,0.00480508,CLAS,e-,5.88,p,0.938272088
1521,0.275,-0.203,2,232.7,82,deg,d4SigUU,0.0782132,nb GeV^-4,0.0174939,0.00958124,CLAS,e-,5.88,p,0.938272088
1522,0.274,-0.203,1.999,247.8,82,deg,d4SigUU,0.0394838,nb GeV^-4,0.00517999,0.00457135,CLAS,e-,5.88,p,0.938272088
1523,0.274,-0.203,1.999,262.8,82,deg,d4SigUU,0.103509,nb GeV^-4,0.00992229,0.010446,CLAS,e-,5.88,p,0.938272088
1524,0.274,-0.204,1.998,277.9,82,deg,d4SigUU,0.151597,nb GeV^-4,0.0124547,0.0140748,CLAS,e-,5.88,p,0.938272088
1525,0.274,-0.204,1.997,292.9,82,deg,d4SigUU,0.202883,nb GeV^-4,0.0170881,0.0213874,CLAS,e-,5.88,p,0.938272088
1526,0.274,-0.204,1.996,307.9,82,deg,d4SigUU,0.282097,nb GeV^-4,0.0192649,0.0170015,CLAS,e-,5.88,p,0.938272088
1527,0.274,-0.204,1.996,322.9,82,deg,d4SigUU,0.353447,nb GeV^-4,0.018318,0.0208134,CLAS,e-,5.88,p,0.938272088
1528,0.274,-0.205,1.995,337.8,82,deg,d4SigUU,0.396809,nb GeV^-4,0.0177763,0.0271254,CLAS,e-,5.88,p,0.938272088
1529,0.274,-0.205,1.995,352.6,82,deg,d4SigUU,0.486695,nb GeV^-4,0.0210262,0.0301645,CLAS,e-,5.88,p,0.938272088
1530,0.274,-0.265,1.996,7.3,83,deg,d4SigUU,0.564326,nb GeV^-4,0.0215275,0.0344929,CLAS,e-,5.88,p,0.938272088
1531,0.274,-0.264,1.996,22.1,83,deg,d4SigUU,0.407569,nb GeV^-4,0.0203161,0.0277947,CLAS,e-,5.88,p,0.938272088
1532,0.274,-0.264,1.996,37,83,deg,d4SigUU,0.279942,nb GeV^-4,0.0129217,0.0173655,CLAS,e-,5.88,p,0.938272088
1533,0.274,-0.263,1.997,52,83,deg,d4SigUU,0.18697,nb GeV^-4,0.0100358,0.0150712,CLAS,e-,5.88,p,0.938272088
1534,0.274,-0.263,1.997,67,83,deg,d4SigUU,0.116875,nb GeV^-4,0.00834122,0.00717355,CLAS,e-,5.88,p,0.938272088
1535,0.274,-0.262,1.998,82.1,83,deg,d4SigUU,0.100355,nb GeV^-4,0.0105583,0.0133274,CLAS,e-,5.88,p,0.938272088
1536,0.274,-0.262,1.999,97.1,83,deg,d4SigUU,0.0855889,nb GeV^-4,0.00951453,0.00846235,CLAS,e-,5.88,p,0.938272088
1537,0.275,-0.262,2,112.2,83,deg,d4SigUU,0.053558,nb GeV^-4,0.00734576,0.00657978,CLAS,e-,5.88,p,0.938272088
1538,0.275,-0.262,2,127.3,83,deg,d4SigUU,0.0832099,nb GeV^-4,0.0216364,0.00615607,CLAS,e-,5.88,p,0.938272088
1539,0.275,-0.262,2.001,217.7,83,deg,d4SigUU,0.0419151,nb GeV^-4,0.0124106,0.00771264,CLAS,e-,5.88,p,0.938272088
1540,0.275,-0.262,2,232.7,83,deg,d4SigUU,0.0569442,nb GeV^-4,0.0150996,0.0178419,CLAS,e-,5.88,p,0.938272088
1541,0.275,-0.262,2,247.8,83,deg,d4SigUU,0.0707619,nb GeV^-4,0.0108378,0.00911534,CLAS,e-,5.88,p,0.938272088
1542,0.274,-0.262,1.999,262.9,83,deg,d4SigUU,0.0729454,nb GeV^-4,0.00691659,0.00528012,CLAS,e-,5.88,p,0.938272088
1543,0.274,-0.262,1.998,277.9,83,deg,d4SigUU,0.0911983,nb GeV^-4,0.00715256,0.00635238,CLAS,e-,5.88,p,0.938272088
1544,0.274,-0.263,1.997,293,83,deg,d4SigUU,0.167695,nb GeV^-4,0.0131218,0.0135864,CLAS,e-,5.88,p,0.938272088
1545,0.274,-0.263,1.997,308,83,deg,d4SigUU,0.233915,nb GeV^-4,0.0158157,0.0145187,CLAS,e-,5.88,p,0.938272088
1546,0.274,-0.264,1.996,323,83,deg,d4SigUU,0.279413,nb GeV^-4,0.013385,0.0243944,CLAS,e-,5.88,p,0.938272088
1547,0.274,-0.264,1.996,337.9,83,deg,d4SigUU,0.372739,nb GeV^-4,0.0150828,0.0249786,CLAS,e-,5.88,p,0.938272088
1548,0.274,-0.265,1.996,352.7,83,deg,d4SigUU,0.607386,nb GeV^-4,0.0200434,0.0374503,CLAS,e-,5.88,p,0.938272088
1549,0.274,-0.343,1.989,7.4,84,deg,d4SigUU,0.453808,nb GeV^-4,0.0217851,0.0275576,CLAS,e-,5.88,p,0.938272088
1550,0.274,-0.344,1.996,21.9,84,deg,d4SigUU,0.339461,nb GeV^-4,0.0139336,0.0202988,CLAS,e-,5.88,p,0.938272088
1551,0.274,-0.343,1.996,36.8,84,deg,d4SigUU,0.153546,nb GeV^-4,0.00945044,0.00942443,CLAS,e-,5.88,p,0.938272088
1552,0.274,-0.342,1.996,51.9,84,deg,d4SigUU,0.137309,nb GeV^-4,0.00756523,0.00840422,CLAS,e-,5.88,p,0.938272088
1553,0.274,-0.342,1.997,67,84,deg,d4SigUU,0.107062,nb GeV^-4,0.00807054,0.00840475,CLAS,e-,5.88,p,0.938272088
1554,0.275,-0.341,1.998,82,84,deg,d4SigUU,0.0987177,nb GeV^-4,0.0129204,0.00726899,CLAS,e-,5.88,p,0.938272088
1555,0.275,-0.341,1.999,97.1,84,deg,d4SigUU,0.0613171,nb GeV^-4,0.00766868,0.00702452,CLAS,e-,5.88,p,0.938272088
1556,0.275,-0.341,2,112.2,84,deg,d4SigUU,0.0412538,nb GeV^-4,0.00611552,0.00541172,CLAS,e-,5.88,p,0.938272088
1557,0.275,-0.341,2,127.2,84,deg,d4SigUU,0.00830031,nb GeV^-4,0.00790633,0.000696898,CLAS,e-,5.88,p,0.938272088
1558,0.275,-0.341,2,232.8,84,deg,d4SigUU,0.0615477,nb GeV^-4,0.0260306,0.0112989,CLAS,e-,5.88,p,0.938272088
1559,0.275,-0.341,2,247.8,84,deg,d4SigUU,0.0600903,nb GeV^-4,0.0121497,0.0117926,CLAS,e-,5.88,p,0.938272088
1560,0.275,-0.341,1.999,262.9,84,deg,d4SigUU,0.0555782,nb GeV^-4,0.00668504,0.00431572,CLAS,e-,5.88,p,0.938272088
1561,0.275,-0.341,1.998,278,84,deg,d4SigUU,0.0894378,nb GeV^-4,0.00765274,0.00624522,CLAS,e-,5.88,p,0.938272088
1562,0.274,-0.342,1.997,293,84,deg,d4SigUU,0.0909883,nb GeV^-4,0.00695371,0.00607714,CLAS,e-,5.88,p,0.938272088
1563,0.274,-0.342,1.996,308.1,84,deg,d4SigUU,0.165606,nb GeV^-4,0.0119745,0.00999605,CLAS,e-,5.88,p,0.938272088
1564,0.274,-0.343,1.996,323.2,84,deg,d4SigUU,0.157934,nb GeV^-4,0.00981831,0.0132133,CLAS,e-,5.88,p,0.938272088
1565,0.274,-0.344,1.996,338.1,84,deg,d4SigUU,0.337351,nb GeV^-4,0.0122768,0.0224362,CLAS,e-,5.88,p,0.938272088
1566,0.274,-0.343,1.989,352.6,84,deg,d4SigUU,0.483817,nb GeV^-4,0.0198478,0.0426894,CLAS,e-,5.88,p,0.938272088
1567,0.275,-0.451,1.988,22.1,85,deg,d4SigUU,0.309575,nb GeV^-4,0.0150952,0.0242974,CLAS,e-,5.88,p,0.938272088
1568,0.274,-0.451,1.995,36.6,85,deg,d4SigUU,0.138122,nb GeV^-4,0.00612777,0.00863291,CLAS,e-,5.88,p,0.938272088
1569,0.274,-0.449,1.996,51.8,85,deg,d4SigUU,0.0985592,nb GeV^-4,0.00595561,0.00599105,CLAS,e-,5.88,p,0.938272088
1570,0.275,-0.448,1.997,66.9,85,deg,d4SigUU,0.0619125,nb GeV^-4,0.00451626,0.00380983,CLAS,e-,5.88,p,0.938272088
1571,0.275,-0.448,1.998,82,85,deg,d4SigUU,0.0315391,nb GeV^-4,0.0038356,0.00385992,CLAS,e-,5.88,p,0.938272088
1572,0.275,-0.448,1.999,97.1,85,deg,d4SigUU,0.015845,nb GeV^-4,0.00263134,0.00295607,CLAS,e-,5.88,p,0.938272088
1573,0.275,-0.447,2,127.2,85,deg,d4SigUU,0.0392662,nb GeV^-4,0.0337579,0.00228959,CLAS,e-,5.88,p,0.938272088
1574,0.275,-0.447,2.001,172.5,85,deg,d4SigUU,0.044455,nb GeV^-4,0.0400905,0.00259215,CLAS,e-,5.88,p,0.938272088
1575,0.275,-0.447,2,247.9,85,deg,d4SigUU,0.0390166,nb GeV^-4,0.0156704,0.0231761,CLAS,e-,5.88,p,0.938272088
1576,0.275,-0.448,1.999,262.9,85,deg,d4SigUU,0.0336904,nb GeV^-4,0.00551773,0.0026435,CLAS,e-,5.88,p,0.938272088
1577,0.275,-0.448,1.998,278,85,deg,d4SigUU,0.0414209,nb GeV^-4,0.00417742,0.00289408,CLAS,e-,5.88,p,0.938272088
1578,0.275,-0.448,1.997,293.1,85,deg,d4SigUU,0.0595352,nb GeV^-4,0.00516476,0.00467444,CLAS,e-,5.88,p,0.938272088
1579,0.274,-0.449,1.996,308.2,85,deg,d4SigUU,0.0943718,nb GeV^-4,0.00692794,0.0111808,CLAS,e-,5.88,p,0.938272088
1580,0.274,-0.451,1.995,323.4,85,deg,d4SigUU,0.153743,nb GeV^-4,0.00728449,0.00939507,CLAS,e-,5.88,p,0.938272088
1581,0.275,-0.451,1.988,337.9,85,deg,d4SigUU,0.276973,nb GeV^-4,0.011693,0.0387137,CLAS,e-,5.88,p,0.938272088
1582,0.276,-0.606,1.974,23.5,86,deg,d4SigUU,0.235898,nb GeV^-4,0.0168338,0.0142143,CLAS,e-,5.88,p,0.938272088
1583,0.274,-0.61,1.994,36.4,86,deg,d4SigUU,0.117618,nb GeV^-4,0.00598325,0.00697234,CLAS,e-,5.88,p,0.938272088
1584,0.275,-0.608,1.995,51.7,86,deg,d4SigUU,0.0539121,nb GeV^-4,0.00360362,0.00341445,CLAS,e-,5.88,p,0.938272088
1585,0.275,-0.607,1.997,66.8,86,deg,d4SigUU,0.0363103,nb GeV^-4,0.0030482,0.00427501,CLAS,e-,5.88,p,0.938272088
1586,0.275,-0.606,1.998,81.9,86,deg,d4SigUU,0.0316716,nb GeV^-4,0.00517876,0.00352253,CLAS,e-,5.88,p,0.938272088
1587,0.275,-0.605,1.999,97,86,deg,d4SigUU,0.0200486,nb GeV^-4,0.00516992,0.00140272,CLAS,e-,5.88,p,0.938272088
1588,0.275,-0.605,2.002,157.4,86,deg,d4SigUU,0.0260985,nb GeV^-4,0.0228217,0.0253217,CLAS,e-,5.88,p,0.938272088
1589,0.275,-0.605,2.001,187.6,86,deg,d4SigUU,0.030901,nb GeV^-4,0.0251549,0.00636792,CLAS,e-,5.88,p,0.938272088
1590,0.275,-0.605,1.999,263,86,deg,d4SigUU,0.00757656,nb GeV^-4,0.00186623,0.00107444,CLAS,e-,5.88,p,0.938272088
1591,0.275,-0.606,1.998,278.1,86,deg,d4SigUU,0.0205577,nb GeV^-4,0.00265604,0.00142049,CLAS,e-,5.88,p,0.938272088
1592,0.275,-0.607,1.997,293.2,86,deg,d4SigUU,0.0362831,nb GeV^-4,0.00331314,0.00247313,CLAS,e-,5.88,p,0.938272088
1593,0.275,-0.608,1.995,308.3,86,deg,d4SigUU,0.0561322,nb GeV^-4,0.0043236,0.00544094,CLAS,e-,5.88,p,0.938272088
1594,0.274,-0.61,1.994,323.6,86,deg,d4SigUU,0.111223,nb GeV^-4,0.00585667,0.0101112,CLAS,e-,5.88,p,0.938272088
1595,0.276,-0.606,1.974,336.5,86,deg,d4SigUU,0.25173,nb GeV^-4,0.0145241,0.0149803,CLAS,e-,5.88,p,0.938272088
1596,0.275,-0.896,1.977,23.7,87,deg,d4SigUU,0.12344,nb GeV^-4,0.00920015,0.00729443,CLAS,e-,5.88,p,0.938272088
1597,0.275,-0.874,1.992,36.3,87,deg,d4SigUU,0.0412962,nb GeV^-4,0.0024246,0.00256441,CLAS,e-,5.88,p,0.938272088
1598,0.275,-0.872,1.994,51.6,87,deg,d4SigUU,0.0192603,nb GeV^-4,0.00148057,0.00144608,CLAS,e-,5.88,p,0.938272088
1599,0.275,-0.871,1.996,66.7,87,deg,d4SigUU,0.0141547,nb GeV^-4,0.00152206,0.0013005,CLAS,e-,5.88,p,0.938272088
1600,0.275,-0.869,1.998,81.9,87,deg,d4SigUU,0.00859886,nb GeV^-4,0.00206907,0.000596821,CLAS,e-,5.88,p,0.938272088
1601,0.275,-0.867,2.001,127.2,87,deg,d4SigUU,0.00833525,nb GeV^-4,0.00730609,0.00144997,CLAS,e-,5.88,p,0.938272088
1602,0.274,-0.867,2,142.3,87,deg,d4SigUU,0.00543354,nb GeV^-4,0.00472419,0.0031976,CLAS,e-,5.88,p,0.938272088
1603,0.275,-0.867,2.002,157.5,87,deg,d4SigUU,0.0363933,nb GeV^-4,0.0190391,0.00285954,CLAS,e-,5.88,p,0.938272088
1604,0.275,-0.867,2.002,172.5,87,deg,d4SigUU,0.00985731,nb GeV^-4,0.00324603,0.00228752,CLAS,e-,5.88,p,0.938272088
1605,0.275,-0.867,2.002,187.5,87,deg,d4SigUU,0.0188613,nb GeV^-4,0.00999305,0.00205095,CLAS,e-,5.88,p,0.938272088
1606,0.275,-0.867,2.002,202.5,87,deg,d4SigUU,0.00546951,nb GeV^-4,0.00345265,0.000915699,CLAS,e-,5.88,p,0.938272088
1607,0.274,-0.867,2,217.7,87,deg,d4SigUU,0.00985405,nb GeV^-4,0.00881961,0.000574585,CLAS,e-,5.88,p,0.938272088
1608,0.275,-0.869,1.998,278.1,87,deg,d4SigUU,0.0101558,nb GeV^-4,0.00216665,0.00139542,CLAS,e-,5.88,p,0.938272088
1609,0.275,-0.871,1.996,293.3,87,deg,d4SigUU,0.0127081,nb GeV^-4,0.00151708,0.00126141,CLAS,e-,5.88,p,0.938272088
1610,0.275,-0.872,1.994,308.4,87,deg,d4SigUU,0.0151865,nb GeV^-4,0.00161321,0.00220598,CLAS,e-,5.88,p,0.938272088
1611,0.275,-0.874,1.992,323.7,87,deg,d4SigUU,0.0478319,nb GeV^-4,0.00299289,0.00360956,CLAS,e-,5.88,p,0.938272088
1612,0.275,-0.896,1.977,336.3,87,deg,d4SigUU,0.101149,nb GeV^-4,0.00566084,0.00659918,CLAS,e-,5.88,p,0.938272088
1613,0.274,-1.485,1.967,7.9,88,deg,d4SigUU,0.0262899,nb GeV^-4,0.00195184,0.00177984,CLAS,e-,5.88,p,0.938272088
1614,0.275,-1.373,1.983,21.2,88,deg,d4SigUU,0.0226407,nb GeV^-4,0.00161936,0.00141932,CLAS,e-,5.88,p,0.938272088
1615,0.275,-1.39,1.989,36.3,88,deg,d4SigUU,0.00978842,nb GeV^-4,0.00100464,0.000685966,CLAS,e-,5.88,p,0.938272088
1616,0.275,-1.393,1.993,51.5,88,deg,d4SigUU,0.00523612,nb GeV^-4,0.000688795,0.000630076,CLAS,e-,5.88,p,0.938272088
1617,0.276,-1.39,2.004,127.4,88,deg,d4SigUU,0.00111391,nb GeV^-4,0.000722964,7.6415E-05,CLAS,e-,5.88,p,0.938272088
1618,0.275,-1.386,2,142.3,88,deg,d4SigUU,0.00112509,nb GeV^-4,0.000465171,0.000863951,CLAS,e-,5.88,p,0.938272088
1619,0.276,-1.388,2.006,172.6,88,deg,d4SigUU,0.00451161,nb GeV^-4,0.00198137,0.000577333,CLAS,e-,5.88,p,0.938272088
1620,0.274,-1.386,2,247.9,88,deg,d4SigUU,0.0145041,nb GeV^-4,0.0108007,0.000845724,CLAS,e-,5.88,p,0.938272088
1621,0.275,-1.393,1.997,293.3,88,deg,d4SigUU,0.00545635,nb GeV^-4,0.00125213,0.000354151,CLAS,e-,5.88,p,0.938272088
1622,0.275,-1.393,1.993,308.5,88,deg,d4SigUU,0.00417698,nb GeV^-4,0.00066801,0.000722599,CLAS,e-,5.88,p,0.938272088
1623,0.275,-1.39,1.989,323.7,88,deg,d4SigUU,0.01057,nb GeV^-4,0.00119134,0.00107793,CLAS,e-,5.88,p,0.938272088
1624,0.275,-1.373,1.983,338.8,88,deg,d4SigUU,0.0218107,nb GeV^-4,0.00121874,0.00172863,CLAS,e-,5.88,p,0.938272088
1625,0.274,-1.485,1.967,352.1,88,deg,d4SigUU,0.031198,nb GeV^-4,0.00215732,0.0126892,CLAS,e-,5.88,p,0.938272088
1626,0.273,-0.112,2.406,7.5,89,deg,d4SigUU,0.390735,nb GeV^-4,0.028803,0.0236743,CLAS,e-,5.88,p,0.938272088
1627,0.273,-0.112,2.406,22.4,89,deg,d4SigUU,0.401156,nb GeV^-4,0.0262303,0.0307573,CLAS,e-,5.88,p,0.938272088
1628,0.273,-0.111,2.406,37.3,89,deg,d4SigUU,0.34971,nb GeV^-4,0.0201406,0.0211648,CLAS,e-,5.88,p,0.938272088
1629,0.274,-0.111,2.407,67.3,89,deg,d4SigUU,0.262228,nb GeV^-4,0.0210857,0.0213327,CLAS,e-,5.88,p,0.938272088
1630,0.274,-0.11,2.408,82.3,89,deg,d4SigUU,0.113355,nb GeV^-4,0.0133787,0.0380286,CLAS,e-,5.88,p,0.938272088
1631,0.274,-0.11,2.41,97.3,89,deg,d4SigUU,0.130801,nb GeV^-4,0.0162496,0.00774561,CLAS,e-,5.88,p,0.938272088
1632,0.274,-0.109,2.413,127.4,89,deg,d4SigUU,0.0366518,nb GeV^-4,0.0112935,0.00277168,CLAS,e-,5.88,p,0.938272088
1633,0.274,-0.11,2.411,247.7,89,deg,d4SigUU,0.0484562,nb GeV^-4,0.00837546,0.0053361,CLAS,e-,5.88,p,0.938272088
1634,0.274,-0.11,2.41,262.7,89,deg,d4SigUU,0.140456,nb GeV^-4,0.0149233,0.0144797,CLAS,e-,5.88,p,0.938272088
1635,0.274,-0.11,2.408,277.7,89,deg,d4SigUU,0.130479,nb GeV^-4,0.0129809,0.0217589,CLAS,e-,5.88,p,0.938272088
1636,0.274,-0.111,2.407,292.7,89,deg,d4SigUU,0.210181,nb GeV^-4,0.0200695,0.0545182,CLAS,e-,5.88,p,0.938272088
1637,0.274,-0.111,2.406,307.7,89,deg,d4SigUU,0.29611,nb GeV^-4,0.0211074,0.0177618,CLAS,e-,5.88,p,0.938272088
1638,0.273,-0.111,2.406,322.7,89,deg,d4SigUU,0.385269,nb GeV^-4,0.0214069,0.0261418,CLAS,e-,5.88,p,0.938272088
1639,0.273,-0.112,2.406,337.6,89,deg,d4SigUU,0.416302,nb GeV^-4,0.0237889,0.0261498,CLAS,e-,5.88,p,0.938272088
1640,0.273,-0.112,2.406,352.5,89,deg,d4SigUU,0.470962,nb GeV^-4,0.0305809,0.0377951,CLAS,e-,5.88,p,0.938272088
1641,0.275,-0.154,2.387,7.5,90,deg,d4SigUU,0.618414,nb GeV^-4,0.0320788,0.0379958,CLAS,e-,5.88,p,0.938272088
1642,0.274,-0.154,2.402,22.4,90,deg,d4SigUU,0.633116,nb GeV^-4,0.0324595,0.040784,CLAS,e-,5.88,p,0.938272088
1643,0.274,-0.155,2.415,37.2,90,deg,d4SigUU,0.539044,nb GeV^-4,0.023864,0.0339399,CLAS,e-,5.88,p,0.938272088
1644,0.274,-0.154,2.414,52.2,90,deg,d4SigUU,0.377353,nb GeV^-4,0.0167552,0.023174,CLAS,e-,5.88,p,0.938272088
1645,0.274,-0.154,2.414,67.2,90,deg,d4SigUU,0.311951,nb GeV^-4,0.0181075,0.0187518,CLAS,e-,5.88,p,0.938272088
1646,0.275,-0.154,2.414,82.2,90,deg,d4SigUU,0.22853,nb GeV^-4,0.0159764,0.0206678,CLAS,e-,5.88,p,0.938272088
1647,0.275,-0.153,2.415,97.2,90,deg,d4SigUU,0.139048,nb GeV^-4,0.00912037,0.00845697,CLAS,e-,5.88,p,0.938272088
1648,0.275,-0.153,2.416,112.3,90,deg,d4SigUU,0.109712,nb GeV^-4,0.00755769,0.00807364,CLAS,e-,5.88,p,0.938272088
1649,0.275,-0.153,2.417,127.3,90,deg,d4SigUU,0.068931,nb GeV^-4,0.00772061,0.00533195,CLAS,e-,5.88,p,0.938272088
1650,0.275,-0.153,2.418,142.4,90,deg,d4SigUU,0.0525941,nb GeV^-4,0.00811572,0.0104222,CLAS,e-,5.88,p,0.938272088
1651,0.275,-0.153,2.418,157.4,90,deg,d4SigUU,0.0988197,nb GeV^-4,0.0135857,0.00686734,CLAS,e-,5.88,p,0.938272088
1652,0.275,-0.153,2.419,172.5,90,deg,d4SigUU,0.082813,nb GeV^-4,0.0127868,0.0175301,CLAS,e-,5.88,p,0.938272088
1653,0.275,-0.153,2.419,187.5,90,deg,d4SigUU,0.0868079,nb GeV^-4,0.0166695,0.00522044,CLAS,e-,5.88,p,0.938272088
1654,0.275,-0.153,2.418,202.6,90,deg,d4SigUU,0.0713078,nb GeV^-4,0.00937224,0.0052245,CLAS,e-,5.88,p,0.938272088
1655,0.275,-0.153,2.418,217.6,90,deg,d4SigUU,0.0963291,nb GeV^-4,0.0102857,0.00879854,CLAS,e-,5.88,p,0.938272088
1656,0.275,-0.153,2.417,232.7,90,deg,d4SigUU,0.0991281,nb GeV^-4,0.0121454,0.00766105,CLAS,e-,5.88,p,0.938272088
