,xB,t,Q2,phi,bin,deg/rad,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
548,0.184,-0.262,1.489,187.5,30,deg,d4SigUU,0.209902,nb GeV^-4,0.0418919,0.0231595,CLAS,e-,5.88,p,0.938272088
549,0.184,-0.262,1.489,202.6,30,deg,d4SigUU,0.170095,nb GeV^-4,0.0208185,0.0104481,CLAS,e-,5.88,p,0.938272088
550,0.184,-0.262,1.489,217.7,30,deg,d4SigUU,0.181883,nb GeV^-4,0.0176753,0.0145713,CLAS,e-,5.88,p,0.938272088
551,0.184,-0.262,1.488,232.8,30,deg,d4SigUU,0.187333,nb GeV^-4,0.0206391,0.0181577,CLAS,e-,5.88,p,0.938272088
552,0.184,-0.262,1.488,247.8,30,deg,d4SigUU,0.223142,nb GeV^-4,0.0249743,0.0332882,CLAS,e-,5.88,p,0.938272088
553,0.184,-0.262,1.488,262.9,30,deg,d4SigUU,0.25233,nb GeV^-4,0.0208095,0.0189814,CLAS,e-,5.88,p,0.938272088
554,0.184,-0.262,1.488,278,30,deg,d4SigUU,0.309024,nb GeV^-4,0.0222433,0.0213872,CLAS,e-,5.88,p,0.938272088
555,0.184,-0.262,1.487,293.1,30,deg,d4SigUU,0.482578,nb GeV^-4,0.0333866,0.0359799,CLAS,e-,5.88,p,0.938272088
556,0.184,-0.262,1.486,308.2,30,deg,d4SigUU,0.896217,nb GeV^-4,0.0510642,0.0565576,CLAS,e-,5.88,p,0.938272088
557,0.185,-0.263,1.486,322.9,30,deg,d4SigUU,1.36954,nb GeV^-4,0.0695186,5.59949,CLAS,e-,5.88,p,0.938272088
558,0.185,-0.342,1.486,37,31,deg,d4SigUU,1.19535,nb GeV^-4,0.06268,0.0707411,CLAS,e-,5.88,p,0.938272088
559,0.184,-0.341,1.487,51.7,31,deg,d4SigUU,0.557466,nb GeV^-4,0.0270412,0.033659,CLAS,e-,5.88,p,0.938272088
560,0.184,-0.341,1.487,66.8,31,deg,d4SigUU,0.389085,nb GeV^-4,0.0301257,0.0276135,CLAS,e-,5.88,p,0.938272088
561,0.184,-0.341,1.488,82,31,deg,d4SigUU,0.25907,nb GeV^-4,0.0244906,0.0184454,CLAS,e-,5.88,p,0.938272088
562,0.184,-0.34,1.488,97.1,31,deg,d4SigUU,0.163882,nb GeV^-4,0.0156267,0.0102981,CLAS,e-,5.88,p,0.938272088
563,0.184,-0.34,1.489,112.1,31,deg,d4SigUU,0.128182,nb GeV^-4,0.012521,0.0105091,CLAS,e-,5.88,p,0.938272088
564,0.184,-0.34,1.489,127.2,31,deg,d4SigUU,0.0980256,nb GeV^-4,0.0130917,0.017962,CLAS,e-,5.88,p,0.938272088
565,0.184,-0.34,1.489,142.3,31,deg,d4SigUU,0.118775,nb GeV^-4,0.0217824,0.0282944,CLAS,e-,5.88,p,0.938272088
566,0.184,-0.34,1.489,157.4,31,deg,d4SigUU,0.0612371,nb GeV^-4,0.0124094,0.00869434,CLAS,e-,5.88,p,0.938272088
567,0.184,-0.34,1.489,172.5,31,deg,d4SigUU,0.0682383,nb GeV^-4,0.0144192,0.00538046,CLAS,e-,5.88,p,0.938272088
568,0.184,-0.34,1.489,187.5,31,deg,d4SigUU,0.0804228,nb GeV^-4,0.0220481,0.0594533,CLAS,e-,5.88,p,0.938272088
569,0.184,-0.34,1.489,202.6,31,deg,d4SigUU,0.0954823,nb GeV^-4,0.0166632,0.0110706,CLAS,e-,5.88,p,0.938272088
570,0.184,-0.34,1.489,217.7,31,deg,d4SigUU,0.104906,nb GeV^-4,0.0136349,0.00808048,CLAS,e-,5.88,p,0.938272088
571,0.184,-0.34,1.489,232.8,31,deg,d4SigUU,0.104819,nb GeV^-4,0.0115922,0.00748625,CLAS,e-,5.88,p,0.938272088
572,0.184,-0.34,1.489,247.9,31,deg,d4SigUU,0.110471,nb GeV^-4,0.0129672,0.0180182,CLAS,e-,5.88,p,0.938272088
573,0.184,-0.34,1.488,262.9,31,deg,d4SigUU,0.206697,nb GeV^-4,0.02087,0.0174241,CLAS,e-,5.88,p,0.938272088
574,0.184,-0.341,1.488,278,31,deg,d4SigUU,0.277298,nb GeV^-4,0.0257022,0.0173225,CLAS,e-,5.88,p,0.938272088
575,0.184,-0.341,1.487,293.2,31,deg,d4SigUU,0.306109,nb GeV^-4,0.0231713,0.0201424,CLAS,e-,5.88,p,0.938272088
576,0.184,-0.341,1.487,308.3,31,deg,d4SigUU,0.60408,nb GeV^-4,0.0384046,0.0470825,CLAS,e-,5.88,p,0.938272088
577,0.185,-0.342,1.486,323,31,deg,d4SigUU,1.1944,nb GeV^-4,0.0701252,0.0816872,CLAS,e-,5.88,p,0.938272088
578,0.185,-0.449,1.486,36.6,32,deg,d4SigUU,0.715606,nb GeV^-4,0.0363825,0.0477631,CLAS,e-,5.88,p,0.938272088
579,0.184,-0.448,1.487,51.6,32,deg,d4SigUU,0.297769,nb GeV^-4,0.0161807,0.0208697,CLAS,e-,5.88,p,0.938272088
580,0.184,-0.447,1.488,66.8,32,deg,d4SigUU,0.221993,nb GeV^-4,0.0180009,0.0150444,CLAS,e-,5.88,p,0.938272088
581,0.184,-0.447,1.488,81.9,32,deg,d4SigUU,0.223873,nb GeV^-4,0.0272361,0.0137797,CLAS,e-,5.88,p,0.938272088
582,0.184,-0.447,1.488,97,32,deg,d4SigUU,0.105894,nb GeV^-4,0.01154,0.00746317,CLAS,e-,5.88,p,0.938272088
583,0.184,-0.447,1.489,112.1,32,deg,d4SigUU,0.0579954,nb GeV^-4,0.00674124,0.00485468,CLAS,e-,5.88,p,0.938272088
584,0.184,-0.447,1.489,127.2,32,deg,d4SigUU,0.0414588,nb GeV^-4,0.00696707,0.00587451,CLAS,e-,5.88,p,0.938272088
585,0.184,-0.447,1.489,142.3,32,deg,d4SigUU,0.0339362,nb GeV^-4,0.0111152,0.00375045,CLAS,e-,5.88,p,0.938272088
586,0.184,-0.447,1.489,157.4,32,deg,d4SigUU,0.0465566,nb GeV^-4,0.0165111,0.00306094,CLAS,e-,5.88,p,0.938272088
587,0.184,-0.447,1.489,172.5,32,deg,d4SigUU,0.0478106,nb GeV^-4,0.028732,0.0247833,CLAS,e-,5.88,p,0.938272088
588,0.184,-0.447,1.489,187.5,32,deg,d4SigUU,0.171243,nb GeV^-4,0.141428,0.0666976,CLAS,e-,5.88,p,0.938272088
589,0.184,-0.447,1.489,202.6,32,deg,d4SigUU,0.0357088,nb GeV^-4,0.0131957,0.0028992,CLAS,e-,5.88,p,0.938272088
590,0.184,-0.447,1.489,217.7,32,deg,d4SigUU,0.0394791,nb GeV^-4,0.00836473,0.0090769,CLAS,e-,5.88,p,0.938272088
591,0.184,-0.447,1.489,232.8,32,deg,d4SigUU,0.0637464,nb GeV^-4,0.0109257,0.00530031,CLAS,e-,5.88,p,0.938272088
592,0.184,-0.447,1.489,247.9,32,deg,d4SigUU,0.074471,nb GeV^-4,0.0105654,0.0119762,CLAS,e-,5.88,p,0.938272088
593,0.184,-0.447,1.488,263,32,deg,d4SigUU,0.0928379,nb GeV^-4,0.0108062,0.0108868,CLAS,e-,5.88,p,0.938272088
594,0.184,-0.447,1.488,278.1,32,deg,d4SigUU,0.142844,nb GeV^-4,0.0142544,0.009403,CLAS,e-,5.88,p,0.938272088
595,0.184,-0.447,1.488,293.2,32,deg,d4SigUU,0.173117,nb GeV^-4,0.0145249,0.0129338,CLAS,e-,5.88,p,0.938272088
596,0.184,-0.448,1.487,308.4,32,deg,d4SigUU,0.334097,nb GeV^-4,0.0251787,0.0265193,CLAS,e-,5.88,p,0.938272088
597,0.185,-0.449,1.486,323.4,32,deg,d4SigUU,0.659438,nb GeV^-4,0.0373938,0.0509001,CLAS,e-,5.88,p,0.938272088
598,0.185,-0.604,1.487,36.4,33,deg,d4SigUU,0.330055,nb GeV^-4,0.016408,0.0195907,CLAS,e-,5.88,p,0.938272088
599,0.185,-0.605,1.487,51.6,33,deg,d4SigUU,0.180894,nb GeV^-4,0.0114855,0.0120836,CLAS,e-,5.88,p,0.938272088
600,0.185,-0.605,1.488,66.8,33,deg,d4SigUU,0.107257,nb GeV^-4,0.0103484,0.0106089,CLAS,e-,5.88,p,0.938272088
601,0.185,-0.604,1.488,81.9,33,deg,d4SigUU,0.0624621,nb GeV^-4,0.00791255,0.0070787,CLAS,e-,5.88,p,0.938272088
602,0.185,-0.604,1.489,97,33,deg,d4SigUU,0.0434268,nb GeV^-4,0.00559205,0.00473662,CLAS,e-,5.88,p,0.938272088
603,0.185,-0.604,1.489,112.1,33,deg,d4SigUU,0.0382704,nb GeV^-4,0.00691336,0.006402,CLAS,e-,5.88,p,0.938272088
604,0.185,-0.604,1.489,127.2,33,deg,d4SigUU,0.0152251,nb GeV^-4,0.00670513,0.00295987,CLAS,e-,5.88,p,0.938272088
605,0.185,-0.604,1.489,232.8,33,deg,d4SigUU,0.0366838,nb GeV^-4,0.0134555,0.00349622,CLAS,e-,5.88,p,0.938272088
606,0.185,-0.604,1.489,247.9,33,deg,d4SigUU,0.046155,nb GeV^-4,0.0124082,0.00692869,CLAS,e-,5.88,p,0.938272088
607,0.185,-0.604,1.489,263,33,deg,d4SigUU,0.0372058,nb GeV^-4,0.00545785,0.00381901,CLAS,e-,5.88,p,0.938272088
608,0.185,-0.604,1.488,278.1,33,deg,d4SigUU,0.0790464,nb GeV^-4,0.00816828,0.00656794,CLAS,e-,5.88,p,0.938272088
609,0.185,-0.605,1.488,293.2,33,deg,d4SigUU,0.122315,nb GeV^-4,0.0109594,0.00823685,CLAS,e-,5.88,p,0.938272088
610,0.185,-0.605,1.487,308.4,33,deg,d4SigUU,0.195961,nb GeV^-4,0.0165785,0.0170588,CLAS,e-,5.88,p,0.938272088
611,0.185,-0.604,1.487,323.6,33,deg,d4SigUU,0.335623,nb GeV^-4,0.0198152,0.147649,CLAS,e-,5.88,p,0.938272088
612,0.185,-0.875,1.484,22.2,34,deg,d4SigUU,0.217187,nb GeV^-4,0.0153666,0.0241194,CLAS,e-,5.88,p,0.938272088
613,0.185,-0.864,1.487,36.5,34,deg,d4SigUU,0.111586,nb GeV^-4,0.00706337,0.00811829,CLAS,e-,5.88,p,0.938272088
614,0.185,-0.866,1.488,51.6,34,deg,d4SigUU,0.0728857,nb GeV^-4,0.00627601,0.00476842,CLAS,e-,5.88,p,0.938272088
615,0.185,-0.866,1.488,66.8,34,deg,d4SigUU,0.0388885,nb GeV^-4,0.00426788,0.00264114,CLAS,e-,5.88,p,0.938272088
616,0.185,-0.866,1.489,81.9,34,deg,d4SigUU,0.0231184,nb GeV^-4,0.00502535,0.00250383,CLAS,e-,5.88,p,0.938272088
617,0.185,-0.866,1.489,97,34,deg,d4SigUU,0.0219298,nb GeV^-4,0.00651636,0.00130649,CLAS,e-,5.88,p,0.938272088
618,0.184,-0.865,1.489,112.1,34,deg,d4SigUU,0.0040231,nb GeV^-4,0.0034112,0.00169495,CLAS,e-,5.88,p,0.938272088
619,0.185,-0.865,1.49,187.5,34,deg,d4SigUU,0.0186404,nb GeV^-4,0.0115521,0.00108691,CLAS,e-,5.88,p,0.938272088
620,0.184,-0.865,1.489,247.9,34,deg,d4SigUU,0.0353135,nb GeV^-4,0.0311351,0.0029905,CLAS,e-,5.88,p,0.938272088
621,0.185,-0.866,1.489,263,34,deg,d4SigUU,0.0276868,nb GeV^-4,0.00790741,0.00353932,CLAS,e-,5.88,p,0.938272088
622,0.185,-0.866,1.489,278.1,34,deg,d4SigUU,0.022447,nb GeV^-4,0.00273102,0.00219766,CLAS,e-,5.88,p,0.938272088
623,0.185,-0.866,1.488,293.2,34,deg,d4SigUU,0.03003,nb GeV^-4,0.00317366,0.00290714,CLAS,e-,5.88,p,0.938272088
624,0.185,-0.866,1.488,308.4,34,deg,d4SigUU,0.0795325,nb GeV^-4,0.0086881,0.00584131,CLAS,e-,5.88,p,0.938272088
625,0.185,-0.864,1.487,323.5,34,deg,d4SigUU,0.116053,nb GeV^-4,0.0083238,0.00824489,CLAS,e-,5.88,p,0.938272088
626,0.185,-0.875,1.484,337.8,34,deg,d4SigUU,0.194939,nb GeV^-4,0.0114455,0.0160233,CLAS,e-,5.88,p,0.938272088
627,0.186,-1.38,1.485,7.1,35,deg,d4SigUU,0.0594428,nb GeV^-4,0.00415642,0.00396321,CLAS,e-,5.88,p,0.938272088
628,0.185,-1.381,1.486,21.7,35,deg,d4SigUU,0.0325479,nb GeV^-4,0.00322424,0.00261504,CLAS,e-,5.88,p,0.938272088
629,0.185,-1.382,1.487,36.6,35,deg,d4SigUU,0.0233379,nb GeV^-4,0.00290519,0.00180037,CLAS,e-,5.88,p,0.938272088
630,0.185,-1.382,1.488,51.6,35,deg,d4SigUU,0.0091347,nb GeV^-4,0.00123394,0.000860202,CLAS,e-,5.88,p,0.938272088
631,0.185,-1.382,1.489,66.8,35,deg,d4SigUU,0.00534475,nb GeV^-4,0.00102807,0.000464668,CLAS,e-,5.88,p,0.938272088
632,0.185,-1.382,1.489,293.2,35,deg,d4SigUU,0.0049328,nb GeV^-4,0.00138763,0.000392729,CLAS,e-,5.88,p,0.938272088
633,0.185,-1.382,1.488,308.4,35,deg,d4SigUU,0.0115206,nb GeV^-4,0.00231011,0.00085681,CLAS,e-,5.88,p,0.938272088
634,0.185,-1.382,1.487,323.4,35,deg,d4SigUU,0.0186015,nb GeV^-4,0.00214003,0.00159873,CLAS,e-,5.88,p,0.938272088
635,0.185,-1.381,1.486,338.3,35,deg,d4SigUU,0.0291869,nb GeV^-4,0.00214552,0.00211244,CLAS,e-,5.88,p,0.938272088
636,0.186,-1.38,1.485,352.9,35,deg,d4SigUU,0.0512286,nb GeV^-4,0.00317188,8.44786,CLAS,e-,5.88,p,0.938272088
637,0.185,-0.109,1.667,52.3,35,deg,d4SigUU,2.9335,nb GeV^-4,0.146793,0.194202,CLAS,e-,5.88,p,0.938272088
638,0.185,-0.109,1.669,67.1,35,deg,d4SigUU,2.35012,nb GeV^-4,0.126924,0.307378,CLAS,e-,5.88,p,0.938272088
639,0.185,-0.109,1.67,82.1,35,deg,d4SigUU,1.47206,nb GeV^-4,0.0760767,0.0931836,CLAS,e-,5.88,p,0.938272088
640,0.185,-0.108,1.67,97.2,35,deg,d4SigUU,1.37317,nb GeV^-4,0.0722658,0.103467,CLAS,e-,5.88,p,0.938272088
641,0.185,-0.108,1.671,112.2,35,deg,d4SigUU,1.11989,nb GeV^-4,0.0737046,0.0694658,CLAS,e-,5.88,p,0.938272088
642,0.185,-0.108,1.671,127.3,35,deg,d4SigUU,0.798638,nb GeV^-4,0.0693409,0.0499972,CLAS,e-,5.88,p,0.938272088
643,0.185,-0.108,1.671,142.3,35,deg,d4SigUU,0.751271,nb GeV^-4,0.0610523,0.051182,CLAS,e-,5.88,p,0.938272088
644,0.185,-0.108,1.672,157.4,35,deg,d4SigUU,0.744428,nb GeV^-4,0.0614999,0.0585948,CLAS,e-,5.88,p,0.938272088
645,0.185,-0.108,1.672,172.5,35,deg,d4SigUU,0.77178,nb GeV^-4,0.0817304,0.0850125,CLAS,e-,5.88,p,0.938272088
646,0.185,-0.108,1.672,187.5,35,deg,d4SigUU,0.765986,nb GeV^-4,0.0759959,0.0601771,CLAS,e-,5.88,p,0.938272088
647,0.185,-0.108,1.672,202.6,35,deg,d4SigUU,0.665393,nb GeV^-4,0.0485559,0.0463355,CLAS,e-,5.88,p,0.938272088
648,0.185,-0.108,1.671,217.7,35,deg,d4SigUU,0.681043,nb GeV^-4,0.0488079,0.0580324,CLAS,e-,5.88,p,0.938272088
649,0.185,-0.108,1.671,232.7,35,deg,d4SigUU,0.927411,nb GeV^-4,0.0763691,0.0727462,CLAS,e-,5.88,p,0.938272088
650,0.185,-0.108,1.671,247.8,35,deg,d4SigUU,1.0287,nb GeV^-4,0.0703141,0.0709518,CLAS,e-,5.88,p,0.938272088
651,0.185,-0.108,1.67,262.8,35,deg,d4SigUU,1.24106,nb GeV^-4,0.0638951,0.0845553,CLAS,e-,5.88,p,0.938272088
652,0.185,-0.109,1.67,277.9,35,deg,d4SigUU,1.55128,nb GeV^-4,0.0772477,0.108676,CLAS,e-,5.88,p,0.938272088
653,0.185,-0.109,1.669,292.9,35,deg,d4SigUU,2.48029,nb GeV^-4,0.131378,0.268988,CLAS,e-,5.88,p,0.938272088
654,0.185,-0.109,1.667,307.7,35,deg,d4SigUU,2.5311,nb GeV^-4,0.134524,0.192935,CLAS,e-,5.88,p,0.938272088
655,0.185,-0.153,1.666,52.3,36,deg,d4SigUU,1.86628,nb GeV^-4,0.0748847,0.128229,CLAS,e-,5.88,p,0.938272088
656,0.185,-0.153,1.67,67,36,deg,d4SigUU,1.61887,nb GeV^-4,0.0716432,0.120118,CLAS,e-,5.88,p,0.938272088
657,0.185,-0.153,1.67,82.1,36,deg,d4SigUU,1.02129,nb GeV^-4,0.0466724,0.063148,CLAS,e-,5.88,p,0.938272088
658,0.185,-0.153,1.671,97.1,36,deg,d4SigUU,0.837898,nb GeV^-4,0.0416132,0.0579342,CLAS,e-,5.88,p,0.938272088
659,0.185,-0.153,1.671,112.2,36,deg,d4SigUU,0.661163,nb GeV^-4,0.037215,0.0419562,CLAS,e-,5.88,p,0.938272088
660,0.185,-0.153,1.672,127.3,36,deg,d4SigUU,0.520166,nb GeV^-4,0.0359908,0.0719567,CLAS,e-,5.88,p,0.938272088
661,0.185,-0.153,1.672,142.3,36,deg,d4SigUU,0.566751,nb GeV^-4,0.0409774,0.0371843,CLAS,e-,5.88,p,0.938272088
662,0.185,-0.153,1.672,157.4,36,deg,d4SigUU,0.372035,nb GeV^-4,0.0248005,0.031254,CLAS,e-,5.88,p,0.938272088
663,0.185,-0.153,1.672,172.5,36,deg,d4SigUU,0.43972,nb GeV^-4,0.0347317,0.0329519,CLAS,e-,5.88,p,0.938272088
664,0.185,-0.153,1.672,187.5,36,deg,d4SigUU,0.379414,nb GeV^-4,0.0325393,0.0440421,CLAS,e-,5.88,p,0.938272088
665,0.185,-0.153,1.672,202.6,36,deg,d4SigUU,0.37607,nb GeV^-4,0.0245616,0.0289513,CLAS,e-,5.88,p,0.938272088
666,0.185,-0.153,1.672,217.7,36,deg,d4SigUU,0.50044,nb GeV^-4,0.0312663,0.0330754,CLAS,e-,5.88,p,0.938272088
667,0.185,-0.153,1.672,232.7,36,deg,d4SigUU,0.511246,nb GeV^-4,0.0327245,0.0419853,CLAS,e-,5.88,p,0.938272088
668,0.185,-0.153,1.671,247.8,36,deg,d4SigUU,0.793048,nb GeV^-4,0.0491951,0.0795481,CLAS,e-,5.88,p,0.938272088
669,0.185,-0.153,1.671,262.9,36,deg,d4SigUU,0.811855,nb GeV^-4,0.0399171,0.0583588,CLAS,e-,5.88,p,0.938272088
670,0.185,-0.153,1.67,277.9,36,deg,d4SigUU,1.10686,nb GeV^-4,0.0483922,0.0864201,CLAS,e-,5.88,p,0.938272088
671,0.185,-0.153,1.67,293,36,deg,d4SigUU,1.5986,nb GeV^-4,0.0662239,0.138748,CLAS,e-,5.88,p,0.938272088
672,0.185,-0.153,1.666,307.7,36,deg,d4SigUU,2.05273,nb GeV^-4,0.0951512,0.233975,CLAS,e-,5.88,p,0.938272088
673,0.185,-0.204,1.667,52.2,37,deg,d4SigUU,1.68406,nb GeV^-4,0.0623018,0.102348,CLAS,e-,5.88,p,0.938272088
674,0.185,-0.203,1.67,66.9,37,deg,d4SigUU,1.00261,nb GeV^-4,0.0496128,0.0642352,CLAS,e-,5.88,p,0.938272088
675,0.185,-0.203,1.671,82,37,deg,d4SigUU,0.706844,nb GeV^-4,0.0394554,0.049699,CLAS,e-,5.88,p,0.938272088
676,0.185,-0.203,1.671,97.1,37,deg,d4SigUU,0.511262,nb GeV^-4,0.028485,0.0336233,CLAS,e-,5.88,p,0.938272088
677,0.185,-0.203,1.672,112.2,37,deg,d4SigUU,0.417853,nb GeV^-4,0.0277873,0.0260677,CLAS,e-,5.88,p,0.938272088
678,0.185,-0.203,1.672,127.3,37,deg,d4SigUU,0.374089,nb GeV^-4,0.0333194,0.0259358,CLAS,e-,5.88,p,0.938272088
679,0.185,-0.203,1.672,142.3,37,deg,d4SigUU,0.379669,nb GeV^-4,0.0337405,0.0259473,CLAS,e-,5.88,p,0.938272088
680,0.185,-0.203,1.672,157.4,37,deg,d4SigUU,0.292804,nb GeV^-4,0.0228916,0.0189577,CLAS,e-,5.88,p,0.938272088
681,0.185,-0.203,1.673,172.5,37,deg,d4SigUU,0.261419,nb GeV^-4,0.0212409,0.0191043,CLAS,e-,5.88,p,0.938272088
682,0.185,-0.203,1.673,187.5,37,deg,d4SigUU,0.230154,nb GeV^-4,0.0247849,0.0242961,CLAS,e-,5.88,p,0.938272088
683,0.185,-0.203,1.672,202.6,37,deg,d4SigUU,0.330311,nb GeV^-4,0.0280716,0.0249577,CLAS,e-,5.88,p,0.938272088
684,0.185,-0.203,1.672,217.7,37,deg,d4SigUU,0.284906,nb GeV^-4,0.0201994,0.0246125,CLAS,e-,5.88,p,0.938272088
685,0.185,-0.203,1.672,232.7,37,deg,d4SigUU,0.353293,nb GeV^-4,0.0274001,0.0292457,CLAS,e-,5.88,p,0.938272088
686,0.185,-0.203,1.672,247.8,37,deg,d4SigUU,0.40092,nb GeV^-4,0.0304427,0.029478,CLAS,e-,5.88,p,0.938272088
687,0.185,-0.203,1.671,262.9,37,deg,d4SigUU,0.549821,nb GeV^-4,0.0321567,0.0382201,CLAS,e-,5.88,p,0.938272088
688,0.185,-0.203,1.671,278,37,deg,d4SigUU,0.616311,nb GeV^-4,0.0311165,0.0451523,CLAS,e-,5.88,p,0.938272088
689,0.185,-0.203,1.67,293.1,37,deg,d4SigUU,0.890144,nb GeV^-4,0.0432913,0.0685726,CLAS,e-,5.88,p,0.938272088
690,0.185,-0.204,1.667,307.8,37,deg,d4SigUU,1.849,nb GeV^-4,0.0831231,0.34078,CLAS,e-,5.88,p,0.938272088
691,0.185,-0.262,1.668,51.9,38,deg,d4SigUU,0.982343,nb GeV^-4,0.0403822,0.0622148,CLAS,e-,5.88,p,0.938272088
692,0.185,-0.262,1.67,66.9,38,deg,d4SigUU,0.614363,nb GeV^-4,0.030812,0.0427421,CLAS,e-,5.88,p,0.938272088
693,0.185,-0.262,1.671,82,38,deg,d4SigUU,0.460759,nb GeV^-4,0.0276647,0.0369938,CLAS,e-,5.88,p,0.938272088
694,0.185,-0.262,1.671,97.1,38,deg,d4SigUU,0.378025,nb GeV^-4,0.0220177,0.0236077,CLAS,e-,5.88,p,0.938272088
695,0.185,-0.262,1.672,112.2,38,deg,d4SigUU,0.240184,nb GeV^-4,0.0163343,0.0274903,CLAS,e-,5.88,p,0.938272088
696,0.185,-0.262,1.672,127.3,38,deg,d4SigUU,0.245882,nb GeV^-4,0.0211719,0.0165308,CLAS,e-,5.88,p,0.938272088
697,0.185,-0.262,1.672,142.3,38,deg,d4SigUU,0.247512,nb GeV^-4,0.0236451,0.0165376,CLAS,e-,5.88,p,0.938272088
698,0.185,-0.262,1.673,157.4,38,deg,d4SigUU,0.161882,nb GeV^-4,0.0135102,0.0112545,CLAS,e-,5.88,p,0.938272088
699,0.185,-0.262,1.673,172.5,38,deg,d4SigUU,0.160022,nb GeV^-4,0.014506,0.0115253,CLAS,e-,5.88,p,0.938272088
700,0.185,-0.262,1.673,202.6,38,deg,d4SigUU,0.207267,nb GeV^-4,0.0192866,0.0163165,CLAS,e-,5.88,p,0.938272088
701,0.185,-0.262,1.672,217.7,38,deg,d4SigUU,0.189374,nb GeV^-4,0.0144779,0.0125353,CLAS,e-,5.88,p,0.938272088
702,0.185,-0.262,1.672,232.7,38,deg,d4SigUU,0.223164,nb GeV^-4,0.0184453,0.0220707,CLAS,e-,5.88,p,0.938272088
703,0.185,-0.262,1.672,247.8,38,deg,d4SigUU,0.231534,nb GeV^-4,0.0176335,0.0155562,CLAS,e-,5.88,p,0.938272088
704,0.185,-0.262,1.671,262.9,38,deg,d4SigUU,0.262016,nb GeV^-4,0.0160599,0.0199582,CLAS,e-,5.88,p,0.938272088
705,0.185,-0.262,1.671,278,38,deg,d4SigUU,0.420875,nb GeV^-4,0.0224765,0.0283579,CLAS,e-,5.88,p,0.938272088
706,0.185,-0.262,1.67,293.1,38,deg,d4SigUU,0.587613,nb GeV^-4,0.0285638,0.0429899,CLAS,e-,5.88,p,0.938272088
707,0.185,-0.262,1.668,308.1,38,deg,d4SigUU,0.909013,nb GeV^-4,0.0423431,0.25752,CLAS,e-,5.88,p,0.938272088
708,0.185,-0.341,1.669,51.7,39,deg,d4SigUU,0.619032,nb GeV^-4,0.0264973,0.0378147,CLAS,e-,5.88,p,0.938272088
709,0.185,-0.34,1.67,66.9,39,deg,d4SigUU,0.35778,nb GeV^-4,0.0200575,0.0266504,CLAS,e-,5.88,p,0.938272088
710,0.185,-0.34,1.671,82,39,deg,d4SigUU,0.223931,nb GeV^-4,0.0154833,0.0150904,CLAS,e-,5.88,p,0.938272088
711,0.185,-0.34,1.671,97.1,39,deg,d4SigUU,0.195018,nb GeV^-4,0.0133321,0.0135717,CLAS,e-,5.88,p,0.938272088
712,0.185,-0.34,1.672,112.2,39,deg,d4SigUU,0.133492,nb GeV^-4,0.00962561,0.0161829,CLAS,e-,5.88,p,0.938272088
713,0.185,-0.34,1.672,127.2,39,deg,d4SigUU,0.121418,nb GeV^-4,0.0111728,0.0123663,CLAS,e-,5.88,p,0.938272088
714,0.185,-0.34,1.673,142.3,39,deg,d4SigUU,0.108077,nb GeV^-4,0.0114254,0.0128145,CLAS,e-,5.88,p,0.938272088
715,0.185,-0.34,1.673,157.4,39,deg,d4SigUU,0.126433,nb GeV^-4,0.0132859,0.0138992,CLAS,e-,5.88,p,0.938272088
716,0.185,-0.34,1.673,172.5,39,deg,d4SigUU,0.129145,nb GeV^-4,0.014252,0.0100235,CLAS,e-,5.88,p,0.938272088
717,0.185,-0.34,1.673,187.5,39,deg,d4SigUU,0.108858,nb GeV^-4,0.0125383,0.00811651,CLAS,e-,5.88,p,0.938272088
718,0.185,-0.34,1.673,202.6,39,deg,d4SigUU,0.113773,nb GeV^-4,0.01245,0.0105957,CLAS,e-,5.88,p,0.938272088
719,0.185,-0.34,1.673,217.7,39,deg,d4SigUU,0.123479,nb GeV^-4,0.0103454,0.00944347,CLAS,e-,5.88,p,0.938272088
720,0.185,-0.34,1.672,232.8,39,deg,d4SigUU,0.158354,nb GeV^-4,0.0151863,0.0114285,CLAS,e-,5.88,p,0.938272088
721,0.185,-0.34,1.672,247.8,39,deg,d4SigUU,0.163248,nb GeV^-4,0.0144502,0.0102252,CLAS,e-,5.88,p,0.938272088
722,0.185,-0.34,1.671,262.9,39,deg,d4SigUU,0.194845,nb GeV^-4,0.0135625,0.0143,CLAS,e-,5.88,p,0.938272088
723,0.185,-0.34,1.671,278,39,deg,d4SigUU,0.268168,nb GeV^-4,0.0166998,0.0204724,CLAS,e-,5.88,p,0.938272088
724,0.185,-0.34,1.67,293.1,39,deg,d4SigUU,0.37492,nb GeV^-4,0.0209112,0.024449,CLAS,e-,5.88,p,0.938272088
725,0.185,-0.341,1.669,308.3,39,deg,d4SigUU,0.578755,nb GeV^-4,0.0277359,0.0703078,CLAS,e-,5.88,p,0.938272088
726,0.185,-0.447,1.668,51.7,40,deg,d4SigUU,0.344698,nb GeV^-4,0.01546,0.0221994,CLAS,e-,5.88,p,0.938272088
727,0.185,-0.447,1.67,66.9,40,deg,d4SigUU,0.19537,nb GeV^-4,0.0127845,0.013464,CLAS,e-,5.88,p,0.938272088
728,0.185,-0.447,1.67,82,40,deg,d4SigUU,0.16393,nb GeV^-4,0.0127453,0.01491,CLAS,e-,5.88,p,0.938272088
