,xB,t,Q2,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0,0.06,-0.08,1.2,ALTISin1Phi,0.092,none,0.152,0.006,HERMES,e-/e+,27.6,p,0.93827208816
1,0.08,-0.1,1.9,ALTISin1Phi,-0.037,none,0.153,0.006,HERMES,e-/e+,27.6,p,0.93827208816
2,0.11,-0.13,2.8,ALTISin1Phi,0.236,none,0.178,0.007,HERMES,e-/e+,27.6,p,0.93827208816
3,0.17,-0.19,4.9,ALTISin1Phi,-0.316,none,0.21,0.008,HERMES,e-/e+,27.6,p,0.93827208816
