,xi,t,Q2,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0,0.16,-0.31,1.82,AULSin2Phi,-0.022,none,0.045,0.021,CLAS,e-,5.7,p,0.93827208816
