,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.08,-0.03,1.9,AUTISinPhiPhiSCosPhi,-0.152,none,0.068,0.026,0.081,HERMES,e-/e+,27.6,p,0.93827208816
1,0.1,-0.1,2.5,AUTISinPhiPhiSCosPhi,-0.073,none,0.068,0.008,0.081,HERMES,e-/e+,27.6,p,0.93827208816
2,0.11,-0.2,2.9,AUTISinPhiPhiSCosPhi,-0.244,none,0.078,0.028,0.081,HERMES,e-/e+,27.6,p,0.93827208816
3,0.12,-0.42,3.5,AUTISinPhiPhiSCosPhi,-0.294,none,0.126,0.026,0.081,HERMES,e-/e+,27.6,p,0.93827208816
