,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.08,-0.03,1.9,AUTDVCSCos0Phi,-0.07,none,0.041,0.009,8.1,HERMES,e-/e+,27.6,p,0.93827208816
1,0.1,-0.1,2.5,AUTDVCSCos0Phi,-0.067,none,0.043,0.017,8.1,HERMES,e-/e+,27.6,p,0.93827208816
2,0.11,-0.2,2.9,AUTDVCSCos0Phi,-0.066,none,0.05,0.011,8.1,HERMES,e-/e+,27.6,p,0.93827208816
3,0.12,-0.42,3.5,AUTDVCSCos0Phi,-0.153,none,0.08,0.015,8.1,HERMES,e-/e+,27.6,p,0.93827208816
