,xB,t,Q2,phi,deg/rad,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.357,-0.181,1.74,7.5,deg,deltad4SigLU,-11.9,pb GeV^-4,9.6,0.3808,3,HallA,e-,4.455,p,0.93827208816
1,0.357,-0.181,1.74,22.5,deg,deltad4SigLU,12.9,pb GeV^-4,9.4,0.4128,3,HallA,e-,4.455,p,0.93827208816
2,0.357,-0.181,1.74,37.5,deg,deltad4SigLU,7.79,pb GeV^-4,9.1,0.24928,3,HallA,e-,4.455,p,0.93827208816
3,0.357,-0.181,1.74,52.5,deg,deltad4SigLU,18.6,pb GeV^-4,8.5,0.5952,3,HallA,e-,4.455,p,0.93827208816
4,0.357,-0.181,1.74,67.5,deg,deltad4SigLU,5.56,pb GeV^-4,8.1,0.17792,3,HallA,e-,4.455,p,0.93827208816
5,0.357,-0.181,1.74,82.5,deg,deltad4SigLU,12.4,pb GeV^-4,7.5,0.3968,3,HallA,e-,4.455,p,0.93827208816
6,0.357,-0.181,1.74,97.5,deg,deltad4SigLU,8.27,pb GeV^-4,7.1,0.26464,3,HallA,e-,4.455,p,0.93827208816
7,0.357,-0.181,1.74,112.5,deg,deltad4SigLU,7.51,pb GeV^-4,6.6,0.24032,3,HallA,e-,4.455,p,0.93827208816
8,0.357,-0.181,1.74,127.5,deg,deltad4SigLU,9.89,pb GeV^-4,6.2,0.31648,3,HallA,e-,4.455,p,0.93827208816
9,0.357,-0.181,1.74,142.5,deg,deltad4SigLU,7.27,pb GeV^-4,6.0,0.23264,3,HallA,e-,4.455,p,0.93827208816
10,0.357,-0.181,1.74,157.5,deg,deltad4SigLU,4.26,pb GeV^-4,5.9,0.13632,3,HallA,e-,4.455,p,0.93827208816
11,0.357,-0.181,1.74,172.5,deg,deltad4SigLU,7.68,pb GeV^-4,5.8,0.24576,3,HallA,e-,4.455,p,0.93827208816
12,0.357,-0.181,1.74,187.5,deg,deltad4SigLU,5.12,pb GeV^-4,5.8,0.16384,3,HallA,e-,4.455,p,0.93827208816
13,0.357,-0.181,1.74,202.5,deg,deltad4SigLU,1.99,pb GeV^-4,6.0,0.06368,3,HallA,e-,4.455,p,0.93827208816
14,0.357,-0.181,1.74,217.5,deg,deltad4SigLU,-15.5,pb GeV^-4,6.1,0.496,3,HallA,e-,4.455,p,0.93827208816
15,0.357,-0.181,1.74,232.5,deg,deltad4SigLU,-6.43,pb GeV^-4,6.2,0.20576,3,HallA,e-,4.455,p,0.93827208816
16,0.357,-0.181,1.74,247.5,deg,deltad4SigLU,-3.1,pb GeV^-4,6.6,0.0992,3,HallA,e-,4.455,p,0.93827208816
17,0.357,-0.181,1.74,262.5,deg,deltad4SigLU,-26.2,pb GeV^-4,7.1,0.8384,3,HallA,e-,4.455,p,0.93827208816
18,0.357,-0.181,1.74,277.5,deg,deltad4SigLU,-2.75,pb GeV^-4,7.5,0.088,3,HallA,e-,4.455,p,0.93827208816
19,0.357,-0.181,1.74,292.5,deg,deltad4SigLU,-13.2,pb GeV^-4,8.0,0.4224,3,HallA,e-,4.455,p,0.93827208816
20,0.357,-0.181,1.74,307.5,deg,deltad4SigLU,-20.2,pb GeV^-4,8.4,0.6464,3,HallA,e-,4.455,p,0.93827208816
21,0.357,-0.181,1.74,322.5,deg,deltad4SigLU,-4.46,pb GeV^-4,8.8,0.14272,3,HallA,e-,4.455,p,0.93827208816
22,0.357,-0.181,1.74,337.5,deg,deltad4SigLU,-5.25,pb GeV^-4,9.4,0.168,3,HallA,e-,4.455,p,0.93827208816
23,0.357,-0.181,1.74,352.5,deg,deltad4SigLU,-10.4,pb GeV^-4,9.6,0.3328,3,HallA,e-,4.455,p,0.93827208816
24,0.357,-0.24,1.74,7.5,deg,deltad4SigLU,5.38,pb GeV^-4,10.0,0.17216,3,HallA,e-,4.455,p,0.93827208816
25,0.357,-0.24,1.74,22.5,deg,deltad4SigLU,15.1,pb GeV^-4,9.7,0.4832,3,HallA,e-,4.455,p,0.93827208816
26,0.357,-0.24,1.74,37.5,deg,deltad4SigLU,15.3,pb GeV^-4,8.9,0.4896,3,HallA,e-,4.455,p,0.93827208816
27,0.357,-0.24,1.74,52.5,deg,deltad4SigLU,14.2,pb GeV^-4,8.0,0.4544,3,HallA,e-,4.455,p,0.93827208816
28,0.357,-0.24,1.74,67.5,deg,deltad4SigLU,13.1,pb GeV^-4,7.1,0.4192,3,HallA,e-,4.455,p,0.93827208816
29,0.357,-0.24,1.74,82.5,deg,deltad4SigLU,17.6,pb GeV^-4,6.5,0.5632,3,HallA,e-,4.455,p,0.93827208816
30,0.357,-0.24,1.74,97.5,deg,deltad4SigLU,15.6,pb GeV^-4,5.8,0.4992,3,HallA,e-,4.455,p,0.93827208816
31,0.357,-0.24,1.74,112.5,deg,deltad4SigLU,6.24,pb GeV^-4,5.4,0.19968,3,HallA,e-,4.455,p,0.93827208816
32,0.357,-0.24,1.74,127.5,deg,deltad4SigLU,12.1,pb GeV^-4,5.0,0.3872,3,HallA,e-,4.455,p,0.93827208816
33,0.357,-0.24,1.74,142.5,deg,deltad4SigLU,3.59,pb GeV^-4,4.8,0.11488,3,HallA,e-,4.455,p,0.93827208816
34,0.357,-0.24,1.74,157.5,deg,deltad4SigLU,-0.899,pb GeV^-4,4.8,0.028768,3,HallA,e-,4.455,p,0.93827208816
35,0.357,-0.24,1.74,172.5,deg,deltad4SigLU,-1.88,pb GeV^-4,4.8,0.06016,3,HallA,e-,4.455,p,0.93827208816
36,0.357,-0.24,1.74,187.5,deg,deltad4SigLU,5.79,pb GeV^-4,4.8,0.18528,3,HallA,e-,4.455,p,0.93827208816
37,0.357,-0.24,1.74,202.5,deg,deltad4SigLU,-3.68,pb GeV^-4,4.9,0.11776,3,HallA,e-,4.455,p,0.93827208816
38,0.357,-0.24,1.74,217.5,deg,deltad4SigLU,3.24,pb GeV^-4,4.9,0.10368,3,HallA,e-,4.455,p,0.93827208816
39,0.357,-0.24,1.74,232.5,deg,deltad4SigLU,-8.48,pb GeV^-4,5.1,0.27136,3,HallA,e-,4.455,p,0.93827208816
40,0.357,-0.24,1.74,247.5,deg,deltad4SigLU,-9.31,pb GeV^-4,5.4,0.29792,3,HallA,e-,4.455,p,0.93827208816
41,0.357,-0.24,1.74,262.5,deg,deltad4SigLU,-6.64,pb GeV^-4,5.9,0.21248,3,HallA,e-,4.455,p,0.93827208816
42,0.357,-0.24,1.74,277.5,deg,deltad4SigLU,-3.85,pb GeV^-4,6.5,0.1232,3,HallA,e-,4.455,p,0.93827208816
43,0.357,-0.24,1.74,292.5,deg,deltad4SigLU,-4.64,pb GeV^-4,7.2,0.14848,3,HallA,e-,4.455,p,0.93827208816
44,0.357,-0.24,1.74,307.5,deg,deltad4SigLU,-20.5,pb GeV^-4,7.9,0.656,3,HallA,e-,4.455,p,0.93827208816
45,0.357,-0.24,1.74,322.5,deg,deltad4SigLU,-24.7,pb GeV^-4,8.8,0.7904,3,HallA,e-,4.455,p,0.93827208816
46,0.357,-0.24,1.74,337.5,deg,deltad4SigLU,-17.0,pb GeV^-4,9.6,0.544,3,HallA,e-,4.455,p,0.93827208816
47,0.357,-0.24,1.74,352.5,deg,deltad4SigLU,-2.39,pb GeV^-4,10.0,0.07648,3,HallA,e-,4.455,p,0.93827208816
48,0.358,-0.301,1.74,7.5,deg,deltad4SigLU,-13.6,pb GeV^-4,10.0,0.4352,3,HallA,e-,4.455,p,0.93827208816
49,0.358,-0.301,1.74,22.5,deg,deltad4SigLU,24.0,pb GeV^-4,9.7,0.768,3,HallA,e-,4.455,p,0.93827208816
50,0.358,-0.301,1.74,37.5,deg,deltad4SigLU,10.0,pb GeV^-4,8.5,0.32,3,HallA,e-,4.455,p,0.93827208816
51,0.358,-0.301,1.74,52.5,deg,deltad4SigLU,20.5,pb GeV^-4,7.3,0.656,3,HallA,e-,4.455,p,0.93827208816
52,0.358,-0.301,1.74,67.5,deg,deltad4SigLU,20.2,pb GeV^-4,6.4,0.6464,3,HallA,e-,4.455,p,0.93827208816
53,0.358,-0.301,1.74,82.5,deg,deltad4SigLU,11.3,pb GeV^-4,5.8,0.3616,3,HallA,e-,4.455,p,0.93827208816
54,0.358,-0.301,1.74,97.5,deg,deltad4SigLU,10.4,pb GeV^-4,5.4,0.3328,3,HallA,e-,4.455,p,0.93827208816
55,0.358,-0.301,1.74,112.5,deg,deltad4SigLU,9.72,pb GeV^-4,5.0,0.31104,3,HallA,e-,4.455,p,0.93827208816
56,0.358,-0.301,1.74,127.5,deg,deltad4SigLU,6.0,pb GeV^-4,4.7,0.192,3,HallA,e-,4.455,p,0.93827208816
57,0.358,-0.301,1.74,142.5,deg,deltad4SigLU,-4.48,pb GeV^-4,4.6,0.14336,3,HallA,e-,4.455,p,0.93827208816
58,0.358,-0.301,1.74,157.5,deg,deltad4SigLU,1.54,pb GeV^-4,4.7,0.04928,3,HallA,e-,4.455,p,0.93827208816
59,0.358,-0.301,1.74,172.5,deg,deltad4SigLU,3.03,pb GeV^-4,4.8,0.09696,3,HallA,e-,4.455,p,0.93827208816
60,0.358,-0.301,1.74,187.5,deg,deltad4SigLU,-5.36,pb GeV^-4,4.8,0.17152,3,HallA,e-,4.455,p,0.93827208816
61,0.358,-0.301,1.74,202.5,deg,deltad4SigLU,-2.61,pb GeV^-4,4.8,0.08352,3,HallA,e-,4.455,p,0.93827208816
62,0.358,-0.301,1.74,217.5,deg,deltad4SigLU,-4.25,pb GeV^-4,4.8,0.136,3,HallA,e-,4.455,p,0.93827208816
63,0.358,-0.301,1.74,232.5,deg,deltad4SigLU,-9.55,pb GeV^-4,4.7,0.3056,3,HallA,e-,4.455,p,0.93827208816
64,0.358,-0.301,1.74,247.5,deg,deltad4SigLU,-8.62,pb GeV^-4,5.0,0.27584,3,HallA,e-,4.455,p,0.93827208816
65,0.358,-0.301,1.74,262.5,deg,deltad4SigLU,-4.85,pb GeV^-4,5.3,0.1552,3,HallA,e-,4.455,p,0.93827208816
66,0.358,-0.301,1.74,277.5,deg,deltad4SigLU,-8.44,pb GeV^-4,5.8,0.27008,3,HallA,e-,4.455,p,0.93827208816
67,0.358,-0.301,1.74,292.5,deg,deltad4SigLU,-3.2,pb GeV^-4,6.6,0.1024,3,HallA,e-,4.455,p,0.93827208816
68,0.358,-0.301,1.74,307.5,deg,deltad4SigLU,-19.4,pb GeV^-4,7.4,0.6208,3,HallA,e-,4.455,p,0.93827208816
69,0.358,-0.301,1.74,322.5,deg,deltad4SigLU,-9.51,pb GeV^-4,8.5,0.30432,3,HallA,e-,4.455,p,0.93827208816
70,0.358,-0.301,1.74,337.5,deg,deltad4SigLU,-9.32,pb GeV^-4,9.6,0.29824,3,HallA,e-,4.455,p,0.93827208816
71,0.358,-0.301,1.74,352.5,deg,deltad4SigLU,-10.7,pb GeV^-4,10.0,0.3424,3,HallA,e-,4.455,p,0.93827208816
72,0.361,-0.363,1.76,7.5,deg,deltad4SigLU,13.2,pb GeV^-4,13.0,0.4224,3,HallA,e-,4.455,p,0.93827208816
73,0.361,-0.363,1.76,22.5,deg,deltad4SigLU,14.8,pb GeV^-4,10.0,0.4736,3,HallA,e-,4.455,p,0.93827208816
74,0.361,-0.363,1.76,37.5,deg,deltad4SigLU,21.7,pb GeV^-4,7.8,0.6944,3,HallA,e-,4.455,p,0.93827208816
75,0.361,-0.363,1.76,52.5,deg,deltad4SigLU,18.1,pb GeV^-4,6.5,0.5792,3,HallA,e-,4.455,p,0.93827208816
76,0.361,-0.363,1.76,67.5,deg,deltad4SigLU,10.9,pb GeV^-4,5.8,0.3488,3,HallA,e-,4.455,p,0.93827208816
77,0.361,-0.363,1.76,82.5,deg,deltad4SigLU,6.46,pb GeV^-4,5.4,0.20672,3,HallA,e-,4.455,p,0.93827208816
78,0.361,-0.363,1.76,97.5,deg,deltad4SigLU,9.73,pb GeV^-4,5.1,0.31136,3,HallA,e-,4.455,p,0.93827208816
79,0.361,-0.363,1.76,112.5,deg,deltad4SigLU,0.0684,pb GeV^-4,4.6,0.0021888,3,HallA,e-,4.455,p,0.93827208816
80,0.361,-0.363,1.76,127.5,deg,deltad4SigLU,2.11,pb GeV^-4,4.4,0.06752,3,HallA,e-,4.455,p,0.93827208816
81,0.361,-0.363,1.76,142.5,deg,deltad4SigLU,0.812,pb GeV^-4,4.4,0.025984,3,HallA,e-,4.455,p,0.93827208816
82,0.361,-0.363,1.76,157.5,deg,deltad4SigLU,4.65,pb GeV^-4,4.6,0.1488,3,HallA,e-,4.455,p,0.93827208816
83,0.361,-0.363,1.76,172.5,deg,deltad4SigLU,1.37,pb GeV^-4,5.0,0.04384,3,HallA,e-,4.455,p,0.93827208816
84,0.361,-0.363,1.76,187.5,deg,deltad4SigLU,-0.863,pb GeV^-4,5.1,0.027616,3,HallA,e-,4.455,p,0.93827208816
85,0.361,-0.363,1.76,202.5,deg,deltad4SigLU,-3.22,pb GeV^-4,4.7,0.10304,3,HallA,e-,4.455,p,0.93827208816
86,0.361,-0.363,1.76,217.5,deg,deltad4SigLU,-0.01,pb GeV^-4,4.5,0.00032,3,HallA,e-,4.455,p,0.93827208816
87,0.361,-0.363,1.76,232.5,deg,deltad4SigLU,7.03,pb GeV^-4,4.4,0.22496,3,HallA,e-,4.455,p,0.93827208816
88,0.361,-0.363,1.76,247.5,deg,deltad4SigLU,-5.21,pb GeV^-4,4.7,0.16672,3,HallA,e-,4.455,p,0.93827208816
89,0.361,-0.363,1.76,262.5,deg,deltad4SigLU,-6.03,pb GeV^-4,5.2,0.19296,3,HallA,e-,4.455,p,0.93827208816
90,0.361,-0.363,1.76,277.5,deg,deltad4SigLU,-2.99,pb GeV^-4,5.6,0.09568,3,HallA,e-,4.455,p,0.93827208816
91,0.361,-0.363,1.76,292.5,deg,deltad4SigLU,-5.29,pb GeV^-4,5.9,0.16928,3,HallA,e-,4.455,p,0.93827208816
92,0.361,-0.363,1.76,307.5,deg,deltad4SigLU,-10.1,pb GeV^-4,6.6,0.3232,3,HallA,e-,4.455,p,0.93827208816
93,0.361,-0.363,1.76,322.5,deg,deltad4SigLU,-12.8,pb GeV^-4,7.7,0.4096,3,HallA,e-,4.455,p,0.93827208816
94,0.361,-0.363,1.76,337.5,deg,deltad4SigLU,-1.31,pb GeV^-4,10.0,0.04192,3,HallA,e-,4.455,p,0.93827208816
95,0.361,-0.363,1.76,352.5,deg,deltad4SigLU,2.22,pb GeV^-4,13.0,0.07104,3,HallA,e-,4.455,p,0.93827208816
