,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.079,-0.031,1.982,ALLCos2Phi,0.104,none,0.097,0.006,5.3,HERMES,e+,27.6,p,0.93827208816
1,0.103,-0.094,2.531,ALLCos2Phi,0.031,none,0.114,0.014,5.3,HERMES,e+,27.6,p,0.93827208816
2,0.11,-0.201,2.883,ALLCos2Phi,0.206,none,0.136,0.007,5.3,HERMES,e+,27.6,p,0.93827208816
3,0.123,-0.408,3.587,ALLCos2Phi,0.02,none,0.211,0.009,5.3,HERMES,e+,27.6,p,0.93827208816
