,dependence,xB_min,xB_max,xB,t,Q2,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0,xB,0.03,0.06,0.05,-0.1,1.34,ALUISin2Phi,-0.028,none,0.059,0.008,HERMES,e-/e+,27.6,p,0.9382720882
1,xB,0.06,0.08,0.07,-0.09,1.78,ALUISin2Phi,0.011,none,0.057,0.003,HERMES,e-/e+,27.6,p,0.9382720882
2,xB,0.08,0.1,0.09,-0.11,2.3,ALUISin2Phi,0.046,none,0.068,0.018,HERMES,e-/e+,27.6,p,0.9382720882
3,xB,0.1,0.13,0.11,-0.12,2.92,ALUISin2Phi,-0.039,none,0.072,0.01,HERMES,e-/e+,27.6,p,0.9382720882
4,xB,0.13,0.2,0.16,-0.16,4.04,ALUISin2Phi,-0.229,none,0.076,0.012,HERMES,e-/e+,27.6,p,0.9382720882
5,xB,0.2,0.35,0.24,-0.23,6.11,ALUISin2Phi,-0.138,none,0.132,0.022,HERMES,e-/e+,27.6,p,0.9382720882
