,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.056,-0.085,1.236,ALLCos0Phi,0.118,none,0.08,0.009,5.3,HERMES,e+,27.6,p,0.93827208816
1,0.079,-0.098,1.862,ALLCos0Phi,0.061,none,0.082,0.005,5.3,HERMES,e+,27.6,p,0.93827208816
2,0.108,-0.123,2.829,ALLCos0Phi,0.126,none,0.091,0.008,5.3,HERMES,e+,27.6,p,0.93827208816
3,0.17,-0.178,4.865,ALLCos0Phi,0.164,none,0.102,0.01,5.3,HERMES,e+,27.6,p,0.93827208816
