,xB,t,Q2,phi,deg/rad,obs,value,units,stat+syst_u,col,lepton,E_lepton,hadron,E_hadron
21,0.116366,-0.170438,1.58538,2.8685,deg,ALU,0.254379,none,0.0670622,CLAS,e-,10.2,p,0.93827208816
22,0.117677,-0.168185,1.57245,3.27273,deg,ALU,0.036488,none,0.11475,CLAS,e-,10.2,p,0.93827208816
23,0.105699,-0.155284,1.56863,5.19825,deg,ALU,-0.20039,none,0.115827,CLAS,e-,10.2,p,0.93827208816
24,0.108377,-0.157575,1.58655,5.3832,deg,ALU,-0.122991,none,0.0491585,CLAS,e-,10.2,p,0.93827208816
25,0.11211,-0.157372,1.60607,5.56029,deg,ALU,-0.160578,none,0.0326173,CLAS,e-,10.2,p,0.93827208816
26,0.116755,-0.153126,1.60655,5.74501,deg,ALU,-0.240773,none,0.0349216,CLAS,e-,10.2,p,0.93827208816
27,0.120068,-0.150085,1.59441,5.93031,deg,ALU,-0.0701983,none,0.0529358,CLAS,e-,10.2,p,0.93827208816
28,0.121541,-0.142421,1.58344,6.14694,deg,ALU,-0.0620141,none,0.0414971,CLAS,e-,10.2,p,0.93827208816
29,0.145422,-0.170424,1.68868,0.0974614,deg,ALU,0.0732246,none,0.057557,CLAS,e-,10.2,p,0.93827208816
30,0.149063,-0.169978,1.68968,0.27841,deg,ALU,0.0725181,none,0.0606747,CLAS,e-,10.2,p,0.93827208816
31,0.151091,-0.171763,1.72378,0.448866,deg,ALU,-0.135158,none,0.120338,CLAS,e-,10.2,p,0.93827208816
32,0.166442,-0.160086,1.71716,0.723672,deg,ALU,0.308131,none,0.120157,CLAS,e-,10.2,p,0.93827208816
33,0.174341,-0.162903,1.69089,1.58276,deg,ALU,0.277034,none,0.0830954,CLAS,e-,10.2,p,0.93827208816
34,0.158769,-0.17683,1.68247,2.10796,deg,ALU,0.386755,none,0.0622165,CLAS,e-,10.2,p,0.93827208816
35,0.152785,-0.173971,1.67679,2.53767,deg,ALU,0.144717,none,0.0819198,CLAS,e-,10.2,p,0.93827208816
36,0.151942,-0.177809,1.6764,2.87002,deg,ALU,-0.0623008,none,0.103576,CLAS,e-,10.2,p,0.93827208816
37,0.152236,-0.177797,1.65257,3.38909,deg,ALU,-0.000776718,none,0.0885842,CLAS,e-,10.2,p,0.93827208816
38,0.135179,-0.173618,1.74714,5.77544,deg,ALU,-0.132423,none,0.128749,CLAS,e-,10.2,p,0.93827208816
39,0.138698,-0.178743,1.71079,6.00308,deg,ALU,-0.20428,none,0.0912097,CLAS,e-,10.2,p,0.93827208816
40,0.141328,-0.170046,1.7035,6.19079,deg,ALU,0.0735508,none,0.0664305,CLAS,e-,10.2,p,0.93827208816
41,0.244465,-0.191201,1.70299,0.227298,deg,ALU,0.279535,none,0.0667114,CLAS,e-,10.2,p,0.93827208816
42,0.2598,-0.197617,1.71575,0.699918,deg,ALU,0.261341,none,0.0889208,CLAS,e-,10.2,p,0.93827208816
43,0.248131,-0.196998,1.7192,1.38316,deg,ALU,0.620482,none,0.0880599,CLAS,e-,10.2,p,0.93827208816
44,0.265029,-0.187994,1.69874,5.84027,deg,ALU,-0.134158,none,0.111455,CLAS,e-,10.2,p,0.93827208816
45,0.241687,-0.210462,1.70983,6.18515,deg,ALU,-0.0391029,none,0.151501,CLAS,e-,10.2,p,0.93827208816
46,0.12524,-0.246792,1.50743,0.276232,deg,ALU,0.0553934,none,0.0797645,CLAS,e-,10.2,p,0.93827208816
47,0.122736,-0.283912,1.57966,0.493411,deg,ALU,0.144641,none,0.0416775,CLAS,e-,10.2,p,0.93827208816
48,0.11558,-0.302211,1.60703,0.66374,deg,ALU,0.178948,none,0.0268465,CLAS,e-,10.2,p,0.93827208816
49,0.10988,-0.289109,1.59598,0.826725,deg,ALU,0.0881947,none,0.0453301,CLAS,e-,10.2,p,0.93827208816
50,0.107752,-0.267865,1.59433,1.00835,deg,ALU,0.130596,none,0.105662,CLAS,e-,10.2,p,0.93827208816
51,0.116994,-0.28677,1.59859,2.42004,deg,ALU,0.156402,none,0.0803841,CLAS,e-,10.2,p,0.93827208816
52,0.115194,-0.293486,1.59449,2.67318,deg,ALU,0.142621,none,0.0949008,CLAS,e-,10.2,p,0.93827208816
53,0.112573,-0.294486,1.56785,2.87791,deg,ALU,0.109925,none,0.0888719,CLAS,e-,10.2,p,0.93827208816
54,0.116799,-0.293796,1.57672,3.19625,deg,ALU,0.0251794,none,0.106692,CLAS,e-,10.2,p,0.93827208816
55,0.105853,-0.267014,1.56492,5.25847,deg,ALU,-0.233708,none,0.120597,CLAS,e-,10.2,p,0.93827208816
56,0.110239,-0.28483,1.59457,5.45365,deg,ALU,-0.10565,none,0.0427178,CLAS,e-,10.2,p,0.93827208816
57,0.115551,-0.298455,1.6024,5.61798,deg,ALU,-0.128623,none,0.0293169,CLAS,e-,10.2,p,0.93827208816
58,0.122996,-0.285341,1.57986,5.79195,deg,ALU,-0.100567,none,0.0479517,CLAS,e-,10.2,p,0.93827208816
59,0.125349,-0.248112,1.50106,6.02175,deg,ALU,-0.258086,none,0.0797813,CLAS,e-,10.2,p,0.93827208816
60,0.14944,-0.293006,1.65721,0.0929998,deg,ALU,-0.0683897,none,0.0510465,CLAS,e-,10.2,p,0.93827208816
61,0.1439,-0.301617,1.66341,0.283133,deg,ALU,-0.0164725,none,0.0478498,CLAS,e-,10.2,p,0.93827208816
62,0.137317,-0.307864,1.70324,0.462577,deg,ALU,0.257012,none,0.0482678,CLAS,e-,10.2,p,0.93827208816
63,0.133437,-0.311715,1.73609,0.631472,deg,ALU,0.655418,none,0.0823347,CLAS,e-,10.2,p,0.93827208816
64,0.16313,-0.301632,1.68269,2.20135,deg,ALU,0.135683,none,0.0976985,CLAS,e-,10.2,p,0.93827208816
65,0.15569,-0.305962,1.66944,2.57398,deg,ALU,-0.0876587,none,0.115124,CLAS,e-,10.2,p,0.93827208816
66,0.159315,-0.308194,1.67814,2.83109,deg,ALU,0.0396971,none,0.111685,CLAS,e-,10.2,p,0.93827208816
67,0.151102,-0.313034,1.65894,3.0674,deg,ALU,-0.072587,none,0.106569,CLAS,e-,10.2,p,0.93827208816
68,0.157458,-0.301661,1.65961,3.44833,deg,ALU,-0.336625,none,0.102589,CLAS,e-,10.2,p,0.93827208816
69,0.135031,-0.31393,1.72468,5.71297,deg,ALU,-0.327082,none,0.163401,CLAS,e-,10.2,p,0.93827208816
70,0.139089,-0.314633,1.68377,5.87637,deg,ALU,-0.0402555,none,0.0443012,CLAS,e-,10.2,p,0.93827208816
71,0.146652,-0.298283,1.65979,6.11797,deg,ALU,-0.0280145,none,0.0316618,CLAS,e-,10.2,p,0.93827208816
72,0.117951,-0.661248,1.55912,0.451774,deg,ALU,0.163241,none,0.0670756,CLAS,e-,10.2,p,0.93827208816
73,0.115169,-0.552733,1.59796,0.60099,deg,ALU,0.142182,none,0.0332707,CLAS,e-,10.2,p,0.93827208816
74,0.111666,-0.507494,1.61244,0.76252,deg,ALU,0.172023,none,0.0785696,CLAS,e-,10.2,p,0.93827208816
75,0.11677,-0.545116,1.62419,2.54412,deg,ALU,0.374767,none,0.0933169,CLAS,e-,10.2,p,0.93827208816
76,0.113766,-0.558952,1.54416,3.00049,deg,ALU,-0.137749,none,0.103465,CLAS,e-,10.2,p,0.93827208816
77,0.111388,-0.572104,1.57342,4.43658,deg,ALU,0.2065,none,0.108481,CLAS,e-,10.2,p,0.93827208816
78,0.115927,-0.574042,1.55534,4.78322,deg,ALU,-0.142873,none,0.0916918,CLAS,e-,10.2,p,0.93827208816
79,0.111484,-0.50085,1.58832,5.39058,deg,ALU,0.0935139,none,0.0942523,CLAS,e-,10.2,p,0.93827208816
80,0.113305,-0.536078,1.59483,5.63921,deg,ALU,-0.262938,none,0.0446202,CLAS,e-,10.2,p,0.93827208816
81,0.116043,-0.629595,1.55885,5.78509,deg,ALU,-0.0620986,none,0.0435291,CLAS,e-,10.2,p,0.93827208816
82,0.174693,-0.53293,1.67422,0.179386,deg,ALU,0.0220792,none,0.0694969,CLAS,e-,10.2,p,0.93827208816
83,0.145254,-0.572243,1.65552,0.416525,deg,ALU,0.000613912,none,0.0531102,CLAS,e-,10.2,p,0.93827208816
84,0.137584,-0.563833,1.70765,0.563691,deg,ALU,0.197259,none,0.124671,CLAS,e-,10.2,p,0.93827208816
85,0.160049,-0.528666,1.67899,2.36913,deg,ALU,0.0275525,none,0.178554,CLAS,e-,10.2,p,0.93827208816
86,0.152557,-0.542693,1.66234,2.83519,deg,ALU,-0.0320458,none,0.0961508,CLAS,e-,10.2,p,0.93827208816
87,0.158661,-0.580834,1.66297,3.36541,deg,ALU,0.0476292,none,0.108338,CLAS,e-,10.2,p,0.93827208816
88,0.149002,-0.620516,1.68764,4.79055,deg,ALU,-0.166888,none,0.118065,CLAS,e-,10.2,p,0.93827208816
89,0.153349,-0.622786,1.65763,5.16592,deg,ALU,-0.0637423,none,0.107409,CLAS,e-,10.2,p,0.93827208816
90,0.144389,-0.558375,1.7013,5.67886,deg,ALU,-0.336356,none,0.115614,CLAS,e-,10.2,p,0.93827208816
91,0.14681,-0.578094,1.66333,5.86768,deg,ALU,-0.0152803,none,0.0414831,CLAS,e-,10.2,p,0.93827208816
92,0.174675,-0.555064,1.67026,6.08541,deg,ALU,0.0542667,none,0.0553917,CLAS,e-,10.2,p,0.93827208816
93,0.114406,-1.13479,1.57425,0.121889,deg,ALU,0.198784,none,0.0601381,CLAS,e-,10.2,p,0.93827208816
94,0.113925,-0.983088,1.59106,0.362203,deg,ALU,-0.092953,none,0.0766788,CLAS,e-,10.2,p,0.93827208816
95,0.1161,-0.936701,1.61403,5.81504,deg,ALU,-0.121317,none,0.0948042,CLAS,e-,10.2,p,0.93827208816
96,0.114075,-0.982745,1.57316,5.98626,deg,ALU,0.117809,none,0.0563316,CLAS,e-,10.2,p,0.93827208816
97,0.11479,-1.15331,1.58908,6.18943,deg,ALU,0.0558603,none,0.0723729,CLAS,e-,10.2,p,0.93827208816
98,0.146895,-0.153039,2.0234,0.0963556,deg,ALU,0.0144519,none,0.029808,CLAS,e-,10.2,p,0.93827208816
99,0.145548,-0.155362,2.0326,0.288002,deg,ALU,0.0785324,none,0.0264633,CLAS,e-,10.2,p,0.93827208816
100,0.143273,-0.160538,2.04187,0.472598,deg,ALU,0.130264,none,0.0265379,CLAS,e-,10.2,p,0.93827208816
101,0.138996,-0.164275,2.02645,0.65032,deg,ALU,0.106946,none,0.0352559,CLAS,e-,10.2,p,0.93827208816
102,0.136613,-0.164282,2.01948,0.828154,deg,ALU,0.329336,none,0.057255,CLAS,e-,10.2,p,0.93827208816
103,0.134454,-0.159362,1.98712,1.0379,deg,ALU,-0.272546,none,0.211952,CLAS,e-,10.2,p,0.93827208816
104,0.147823,-0.166996,1.98966,1.96019,deg,ALU,0.24106,none,0.0770047,CLAS,e-,10.2,p,0.93827208816
105,0.146817,-0.170864,1.99981,2.36423,deg,ALU,0.108634,none,0.0838141,CLAS,e-,10.2,p,0.93827208816
106,0.145513,-0.173778,1.97886,2.7288,deg,ALU,0.266575,none,0.0733567,CLAS,e-,10.2,p,0.93827208816
107,0.144367,-0.177492,1.98431,3.20085,deg,ALU,0.0349802,none,0.0850855,CLAS,e-,10.2,p,0.93827208816
108,0.148928,-0.171245,1.98591,3.67741,deg,ALU,-0.127259,none,0.128856,CLAS,e-,10.2,p,0.93827208816
109,0.129211,-0.160286,1.93448,5.26362,deg,ALU,-0.0170134,none,0.154571,CLAS,e-,10.2,p,0.93827208816
110,0.135596,-0.163683,2.00478,5.4523,deg,ALU,-0.294424,none,0.0753994,CLAS,e-,10.2,p,0.93827208816
111,0.13906,-0.167438,2.02773,5.62872,deg,ALU,-0.0965065,none,0.0347301,CLAS,e-,10.2,p,0.93827208816
112,0.142866,-0.163157,2.04206,5.80937,deg,ALU,-0.106931,none,0.0308691,CLAS,e-,10.2,p,0.93827208816
113,0.145114,-0.157457,2.02331,5.99369,deg,ALU,-0.0187838,none,0.0312942,CLAS,e-,10.2,p,0.93827208816
114,0.146986,-0.154157,2.0237,6.18606,deg,ALU,-0.0955899,none,0.0325955,CLAS,e-,10.2,p,0.93827208816
115,0.191893,-0.182097,2.18777,0.094015,deg,ALU,0.00293917,none,0.0443714,CLAS,e-,10.2,p,0.93827208816
116,0.198173,-0.18183,2.16072,0.28139,deg,ALU,0.00804255,none,0.0455674,CLAS,e-,10.2,p,0.93827208816
117,0.201515,-0.177965,2.17113,0.465416,deg,ALU,0.2125,none,0.0510703,CLAS,e-,10.2,p,0.93827208816
118,0.209091,-0.174721,2.1366,0.654307,deg,ALU,0.242538,none,0.061729,CLAS,e-,10.2,p,0.93827208816
119,0.216902,-0.179444,2.12573,0.844025,deg,ALU,0.28868,none,0.080767,CLAS,e-,10.2,p,0.93827208816
120,0.214473,-0.177194,2.13717,1.03951,deg,ALU,0.0712511,none,0.0988354,CLAS,e-,10.2,p,0.93827208816
121,0.20348,-0.173466,2.14073,1.2642,deg,ALU,0.42536,none,0.0532168,CLAS,e-,10.2,p,0.93827208816
122,0.203002,-0.177788,2.11626,1.5007,deg,ALU,0.451736,none,0.0510357,CLAS,e-,10.2,p,0.93827208816
123,0.20059,-0.188483,2.12922,1.72526,deg,ALU,0.214882,none,0.0793078,CLAS,e-,10.2,p,0.93827208816
124,0.193539,-0.188697,2.12026,1.91453,deg,ALU,0.200965,none,0.088152,CLAS,e-,10.2,p,0.93827208816
125,0.190643,-0.184529,2.11876,2.13489,deg,ALU,0.333614,none,0.0693445,CLAS,e-,10.2,p,0.93827208816
126,0.181424,-0.184799,2.10149,2.35243,deg,ALU,0.0383853,none,0.0977493,CLAS,e-,10.2,p,0.93827208816
127,0.180408,-0.187104,2.14178,2.57885,deg,ALU,0.0736695,none,0.0903292,CLAS,e-,10.2,p,0.93827208816
128,0.183704,-0.196907,2.13111,2.87991,deg,ALU,0.160882,none,0.0764931,CLAS,e-,10.2,p,0.93827208816
129,0.180076,-0.195277,2.12913,3.33979,deg,ALU,-0.0941306,none,0.0903668,CLAS,e-,10.2,p,0.93827208816
130,0.188278,-0.197735,2.14203,3.86395,deg,ALU,-0.304386,none,0.104012,CLAS,e-,10.2,p,0.93827208816
131,0.215596,-0.191213,2.17441,4.46151,deg,ALU,-0.21955,none,0.148056,CLAS,e-,10.2,p,0.93827208816
132,0.192733,-0.179604,2.25243,5.66095,deg,ALU,-0.0221449,none,0.101016,CLAS,e-,10.2,p,0.93827208816
133,0.190675,-0.183328,2.22407,5.88613,deg,ALU,0.0447147,none,0.0633879,CLAS,e-,10.2,p,0.93827208816
134,0.190953,-0.183321,2.20853,6.13516,deg,ALU,-0.00338804,none,0.0383895,CLAS,e-,10.2,p,0.93827208816
135,0.308398,-0.236003,2.15874,0.0984499,deg,ALU,0.0552195,none,0.0945899,CLAS,e-,10.2,p,0.93827208816
136,0.300315,-0.227349,2.14229,0.277188,deg,ALU,0.0539578,none,0.0740562,CLAS,e-,10.2,p,0.93827208816
137,0.305268,-0.230226,2.1485,0.479985,deg,ALU,0.0413396,none,0.105902,CLAS,e-,10.2,p,0.93827208816
138,0.303118,-0.24418,2.13098,0.675381,deg,ALU,0.313602,none,0.0725278,CLAS,e-,10.2,p,0.93827208816
139,0.307872,-0.235699,2.11736,0.938243,deg,ALU,0.103809,none,0.100105,CLAS,e-,10.2,p,0.93827208816
140,0.316971,-0.249953,2.15718,1.32815,deg,ALU,0.466141,none,0.0824455,CLAS,e-,10.2,p,0.93827208816
141,0.317833,-0.245372,2.15463,5.18953,deg,ALU,-0.0434758,none,0.134186,CLAS,e-,10.2,p,0.93827208816
142,0.309828,-0.226227,2.18822,5.63743,deg,ALU,-0.162394,none,0.107186,CLAS,e-,10.2,p,0.93827208816
143,0.321698,-0.241255,2.13557,5.87175,deg,ALU,0.159152,none,0.0935939,CLAS,e-,10.2,p,0.93827208816
144,0.305946,-0.242834,2.15008,6.1373,deg,ALU,-0.073077,none,0.0784112,CLAS,e-,10.2,p,0.93827208816
145,0.153261,-0.264514,1.91212,0.101037,deg,ALU,-0.033155,none,0.0661352,CLAS,e-,10.2,p,0.93827208816
146,0.151668,-0.277932,1.95007,0.296362,deg,ALU,0.0437502,none,0.045566,CLAS,e-,10.2,p,0.93827208816
147,0.148376,-0.298517,2.00816,0.478125,deg,ALU,0.0712709,none,0.0296723,CLAS,e-,10.2,p,0.93827208816
148,0.141768,-0.306256,2.03474,0.654422,deg,ALU,0.160004,none,0.0264228,CLAS,e-,10.2,p,0.93827208816
149,0.137748,-0.29632,2.02541,0.823581,deg,ALU,0.179854,none,0.0539101,CLAS,e-,10.2,p,0.93827208816
150,0.146751,-0.295369,2.01813,1.99611,deg,ALU,-0.0053057,none,0.102382,CLAS,e-,10.2,p,0.93827208816
151,0.144763,-0.303447,2.00839,2.37756,deg,ALU,0.387993,none,0.0639864,CLAS,e-,10.2,p,0.93827208816
152,0.142693,-0.30504,1.99067,2.67348,deg,ALU,0.0212293,none,0.0897968,CLAS,e-,10.2,p,0.93827208816
153,0.145027,-0.301062,1.97721,2.89958,deg,ALU,0.0517483,none,0.106315,CLAS,e-,10.2,p,0.93827208816
154,0.146366,-0.299132,2.01449,3.20012,deg,ALU,-0.0564642,none,0.11005,CLAS,e-,10.2,p,0.93827208816
155,0.143012,-0.345654,2.00862,4.47223,deg,ALU,-0.773884,none,0.13566,CLAS,e-,10.2,p,0.93827208816
156,0.138227,-0.291735,2.03428,5.45089,deg,ALU,-0.188897,none,0.0615575,CLAS,e-,10.2,p,0.93827208816
157,0.141915,-0.306378,2.03458,5.62885,deg,ALU,-0.126506,none,0.0281065,CLAS,e-,10.2,p,0.93827208816
158,0.14838200000000001,-0.302286,1.99682,5.80645,deg,ALU,-0.172939,none,0.0324533,CLAS,e-,10.2,p,0.93827208816
159,0.151919,-0.278798,1.94783,5.98718,deg,ALU,-0.101704,none,0.0463163,CLAS,e-,10.2,p,0.93827208816
160,0.153129,-0.264581,1.91112,6.17531,deg,ALU,-0.11134,none,0.0698099,CLAS,e-,10.2,p,0.93827208816
161,0.182314,-0.324723,2.13954,0.0944952,deg,ALU,0.0621024,none,0.0297776,CLAS,e-,10.2,p,0.93827208816
162,0.178358,-0.324752,2.15209,0.281266,deg,ALU,0.0659078,none,0.0312188,CLAS,e-,10.2,p,0.93827208816
163,0.176282,-0.327592,2.23378,0.460397,deg,ALU,0.20115,none,0.0398701,CLAS,e-,10.2,p,0.93827208816
164,0.178427,-0.319098,2.27991,0.630196,deg,ALU,0.200399,none,0.100228,CLAS,e-,10.2,p,0.93827208816
165,0.222556,-0.299856,2.21399,1.08709,deg,ALU,0.176808,none,0.108487,CLAS,e-,10.2,p,0.93827208816
166,0.209741,-0.305728,2.15788,1.59447,deg,ALU,0.294433,none,0.0797271,CLAS,e-,10.2,p,0.93827208816
167,0.208298,-0.316467,2.12111,1.88167,deg,ALU,0.249741,none,0.0852235,CLAS,e-,10.2,p,0.93827208816
168,0.199796,-0.326657,2.1049,2.1314,deg,ALU,0.199409,none,0.0828238,CLAS,e-,10.2,p,0.93827208816
169,0.192709,-0.321122,2.12992,2.3627,deg,ALU,-0.201706,none,0.108981,CLAS,e-,10.2,p,0.93827208816
170,0.193051,-0.337469,2.11313,2.54735,deg,ALU,0.057878,none,0.0890326,CLAS,e-,10.2,p,0.93827208816
171,0.191123,-0.330856,2.11722,2.72548,deg,ALU,0.0113838,none,0.087888,CLAS,e-,10.2,p,0.93827208816
172,0.190352,-0.330086,2.10221,2.91652,deg,ALU,0.00427523,none,0.0848064,CLAS,e-,10.2,p,0.93827208816
173,0.188553,-0.325312,2.10347,3.12618,deg,ALU,0.159279,none,0.0900534,CLAS,e-,10.2,p,0.93827208816
174,0.199049,-0.337401,2.07513,3.39158,deg,ALU,0.0257898,none,0.0973274,CLAS,e-,10.2,p,0.93827208816
175,0.196453,-0.332137,2.10443,3.64333,deg,ALU,0.175598,none,0.0859351,CLAS,e-,10.2,p,0.93827208816
176,0.206192,-0.317528,2.13991,3.96825,deg,ALU,-0.0598139,none,0.123319,CLAS,e-,10.2,p,0.93827208816
177,0.182387,-0.342514,2.18948,4.66208,deg,ALU,-0.37776,none,0.170004,CLAS,e-,10.2,p,0.93827208816
178,0.174395,-0.348476,2.25841,5.33958,deg,ALU,-0.149014,none,0.146099,CLAS,e-,10.2,p,0.93827208816
179,0.165752,-0.329038,2.28705,5.70242,deg,ALU,-0.347884,none,0.0878006,CLAS,e-,10.2,p,0.93827208816
180,0.169613,-0.333829,2.21749,5.87929,deg,ALU,-0.127391,none,0.0419283,CLAS,e-,10.2,p,0.93827208816
181,0.177336,-0.326357,2.14112,6.12779,deg,ALU,-0.0341788,none,0.0248106,CLAS,e-,10.2,p,0.93827208816
182,0.309667,-0.396866,2.13041,0.088664,deg,ALU,0.0756978,none,0.0830051,CLAS,e-,10.2,p,0.93827208816
183,0.305765,-0.383705,2.16641,0.301548,deg,ALU,0.0478776,none,0.102124,CLAS,e-,10.2,p,0.93827208816
184,0.316298,-0.37694,2.19025,0.732343,deg,ALU,0.3544,none,0.0709609,CLAS,e-,10.2,p,0.93827208816
185,0.30762,-0.377983,2.1823,1.39741,deg,ALU,0.38048,none,0.119134,CLAS,e-,10.2,p,0.93827208816
186,0.310623,-0.396639,2.11484,2.05174,deg,ALU,-0.163878,none,0.169927,CLAS,e-,10.2,p,0.93827208816
187,0.30791,-0.402588,2.15331,2.59803,deg,ALU,0.0435184,none,0.145391,CLAS,e-,10.2,p,0.93827208816
188,0.300003,-0.404397,2.17389,3.23122,deg,ALU,-0.344274,none,0.194108,CLAS,e-,10.2,p,0.93827208816
189,0.304701,-0.391237,2.13547,3.90466,deg,ALU,-0.55406,none,0.232943,CLAS,e-,10.2,p,0.93827208816
190,0.323255,-0.382282,2.19321,5.89738,deg,ALU,-0.195411,none,0.123328,CLAS,e-,10.2,p,0.93827208816
191,0.309253,-0.394715,2.1284,6.19021,deg,ALU,-0.0631228,none,0.0803924,CLAS,e-,10.2,p,0.93827208816
192,0.150912,-0.59397,1.94375,0.448263,deg,ALU,0.0485477,none,0.0546952,CLAS,e-,10.2,p,0.93827208816
193,0.1435,-0.578801,2.01847,0.59404,deg,ALU,0.13168,none,0.0297515,CLAS,e-,10.2,p,0.93827208816
194,0.138341,-0.515435,2.02657,0.757981,deg,ALU,0.21003,none,0.0580285,CLAS,e-,10.2,p,0.93827208816
195,0.143325,-0.568002,1.98706,2.46996,deg,ALU,0.107849,none,0.0980986,CLAS,e-,10.2,p,0.93827208816
196,0.145269,-0.558695,1.99162,2.90289,deg,ALU,0.0599243,none,0.106496,CLAS,e-,10.2,p,0.93827208816
197,0.146894,-0.579816,1.9743,3.33464,deg,ALU,0.394992,none,0.0920524,CLAS,e-,10.2,p,0.93827208816
198,0.144637,-0.596117,1.99468,4.62242,deg,ALU,-0.131486,none,0.094495,CLAS,e-,10.2,p,0.93827208816
199,0.145811,-0.586579,1.95628,5.10079,deg,ALU,-0.371466,none,0.111536,CLAS,e-,10.2,p,0.93827208816
200,0.140406,-0.538562,2.03631,5.58351,deg,ALU,-0.158364,none,0.0569257,CLAS,e-,10.2,p,0.93827208816
201,0.146166,-0.586874,2.00772,5.73986,deg,ALU,-0.0250728,none,0.031452,CLAS,e-,10.2,p,0.93827208816
202,0.153975,-0.559372,1.89467,5.88534,deg,ALU,-0.39792,none,0.13502,CLAS,e-,10.2,p,0.93827208816
203,0.205118,-0.569964,2.08816,0.0961659,deg,ALU,0.0346211,none,0.0421025,CLAS,e-,10.2,p,0.93827208816
204,0.18822,-0.578311,2.10929,0.290321,deg,ALU,0.138849,none,0.0351466,CLAS,e-,10.2,p,0.93827208816
205,0.172808,-0.597047,2.18398,0.462957,deg,ALU,0.0495043,none,0.0425362,CLAS,e-,10.2,p,0.93827208816
206,0.171328,-0.587439,2.25747,0.649409,deg,ALU,0.110256,none,0.107239,CLAS,e-,10.2,p,0.93827208816
207,0.198262,-0.737956,2.10711,1.09032,deg,ALU,0.0711478,none,0.110568,CLAS,e-,10.2,p,0.93827208816
208,0.204646,-0.563728,2.1364,1.96279,deg,ALU,0.100978,none,0.133364,CLAS,e-,10.2,p,0.93827208816
209,0.19769,-0.587917,2.1184,2.34291,deg,ALU,0.141417,none,0.105085,CLAS,e-,10.2,p,0.93827208816
210,0.197957,-0.575408,2.11977,2.63877,deg,ALU,-0.0384936,none,0.107105,CLAS,e-,10.2,p,0.93827208816
211,0.190458,-0.565155,2.09398,2.88914,deg,ALU,0.168335,none,0.0899935,CLAS,e-,10.2,p,0.93827208816
212,0.204634,-0.592174,2.09835,3.20616,deg,ALU,0.148223,none,0.101312,CLAS,e-,10.2,p,0.93827208816
213,0.205276,-0.57328,2.09674,3.56209,deg,ALU,-0.0171806,none,0.10536,CLAS,e-,10.2,p,0.93827208816
214,0.199204,-0.570891,2.16155,4.02134,deg,ALU,-0.385581,none,0.177245,CLAS,e-,10.2,p,0.93827208816
