,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.054,-0.076,1.2,ALUDVCSSin1Phi,-0.001,none,0.051,0.002,3.4,HERMES,e-/e+,27.6,p,0.93827208816
1,0.069,-0.089,1.59,ALUDVCSSin1Phi,0.047,none,0.055,0.011,3.4,HERMES,e-/e+,27.6,p,0.93827208816
2,0.085,-0.104,2.08,ALUDVCSSin1Phi,0.014,none,0.051,0.005,3.4,HERMES,e-/e+,27.6,p,0.93827208816
3,0.105,-0.126,2.77,ALUDVCSSin1Phi,0.01,none,0.054,0.007,3.4,HERMES,e-/e+,27.6,p,0.93827208816
4,0.134,-0.151,3.76,ALUDVCSSin1Phi,-0.025,none,0.062,0.006,3.4,HERMES,e-/e+,27.6,p,0.93827208816
5,0.2,-0.218,5.82,ALUDVCSSin1Phi,-0.036,none,0.074,0.007,3.4,HERMES,e-/e+,27.6,p,0.93827208816
