,xB,t,Q2,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
0,0.068,-0.018,1.72,ALUISin2Phi,-0.032,none,0.051,0.003,3.4,HERMES,e-/e+,27.6,p,0.93827208816
1,0.088,-0.043,2.26,ALUISin2Phi,0.062,none,0.052,0.002,3.4,HERMES,e-/e+,27.6,p,0.93827208816
2,0.099,-0.078,2.51,ALUISin2Phi,0.039,none,0.056,0.006,3.4,HERMES,e-/e+,27.6,p,0.93827208816
3,0.11,-0.142,2.79,ALUISin2Phi,0.007,none,0.049,0.008,3.4,HERMES,e-/e+,27.6,p,0.93827208816
4,0.121,-0.26,3.27,ALUISin2Phi,-0.035,none,0.066,0.008,3.4,HERMES,e-/e+,27.6,p,0.93827208816
5,0.125,-0.46,3.82,ALUISin2Phi,-0.056,none,0.096,0.029,3.4,HERMES,e-/e+,27.6,p,0.93827208816
