,x_B,Q^2,t,phi,value,stat_u,syst_u (upper limit),syst_u (lower limit),col,obs,units,target,beam,RS
0,0.363,3.17,-0.0442,7.5,0.0468,0.0015,0.0016,-0.0015,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1,0.363,3.17,-0.0442,22.5,0.043,0.0015,0.0014,-0.0015,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
2,0.363,3.17,-0.0442,37.5,0.0412,0.0014,0.0013,-0.0015,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
3,0.363,3.17,-0.0442,52.5,0.0369,0.0013,0.0015,-0.0012,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
4,0.363,3.17,-0.0442,67.5,0.0353,0.0012,0.0011,-0.0011,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
5,0.363,3.17,-0.0442,82.5,0.03,0.0012,0.0012,-0.00094,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
6,0.363,3.17,-0.0442,97.5,0.027,0.0011,0.0011,-0.00089,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
7,0.363,3.17,-0.0442,112.5,0.023,0.00097,0.00075,-0.00079,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
8,0.363,3.17,-0.0442,127.5,0.0226,0.00096,0.001,-0.00084,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
9,0.363,3.17,-0.0442,142.5,0.0212,0.00094,0.00077,-0.00072,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
10,0.363,3.17,-0.0442,157.5,0.0206,0.00092,0.00081,-0.00062,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
11,0.363,3.17,-0.0442,172.5,0.0197,0.00088,0.00074,-0.00065,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
12,0.363,3.17,-0.0442,187.5,0.0212,0.00093,0.00065,-0.00081,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
13,0.363,3.17,-0.0442,202.5,0.021,0.00093,0.00067,-0.00072,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
14,0.363,3.17,-0.0442,217.5,0.0206,0.00093,0.00063,-0.001,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
15,0.363,3.17,-0.0442,232.5,0.0206,0.00094,0.00068,-0.0007,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
16,0.363,3.17,-0.0442,247.5,0.0246,0.001,0.00078,-0.00088,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
17,0.363,3.17,-0.0442,262.5,0.0272,0.0011,0.001,-0.00088,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
18,0.363,3.17,-0.0442,277.5,0.0289,0.0011,0.0011,-0.00087,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
19,0.363,3.17,-0.0442,292.5,0.0359,0.0013,0.0013,-0.0011,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
20,0.363,3.17,-0.0442,307.5,0.0393,0.0013,0.0012,-0.0013,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
21,0.363,3.17,-0.0442,322.5,0.0428,0.0014,0.0014,-0.0016,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
22,0.363,3.17,-0.0442,337.5,0.0467,0.0015,0.0014,-0.0016,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
23,0.363,3.17,-0.0442,352.5,0.0504,0.0015,0.0016,-0.0017,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
24,0.363,3.17,-0.13,7.5,0.0437,0.0017,0.0015,-0.0017,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
25,0.363,3.17,-0.13,22.5,0.0384,0.0016,0.0016,-0.0012,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
26,0.363,3.17,-0.13,37.5,0.0359,0.0015,0.0015,-0.0011,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
27,0.363,3.17,-0.13,52.5,0.0316,0.0013,0.0013,-0.0011,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
28,0.363,3.17,-0.13,67.5,0.0243,0.0011,0.00081,-0.00081,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
29,0.363,3.17,-0.13,82.5,0.0206,0.001,0.00063,-0.0008,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
30,0.363,3.17,-0.13,97.5,0.0177,0.0009,0.00079,-0.00068,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
31,0.363,3.17,-0.13,112.5,0.0151,0.00081,0.00057,-0.00051,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
32,0.363,3.17,-0.13,127.5,0.013,0.00076,0.00053,-0.0004,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
33,0.363,3.17,-0.13,142.5,0.0135,0.00077,0.00049,-0.00044,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
34,0.363,3.17,-0.13,157.5,0.0107,0.00069,0.0004,-0.00042,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
35,0.363,3.17,-0.13,172.5,0.0112,0.00071,0.00055,-0.00034,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
36,0.363,3.17,-0.13,187.5,0.0115,0.00072,0.00042,-0.00037,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
37,0.363,3.17,-0.13,202.5,0.0132,0.00076,0.00056,-0.00043,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
38,0.363,3.17,-0.13,217.5,0.014,0.00079,0.00061,-0.00055,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
39,0.363,3.17,-0.13,232.5,0.0144,0.00084,0.00049,-0.00058,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
40,0.363,3.17,-0.13,247.5,0.0168,0.00089,0.00094,-0.00052,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
41,0.363,3.17,-0.13,262.5,0.0184,0.00096,0.00058,-0.00084,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
42,0.363,3.17,-0.13,277.5,0.022,0.0011,0.00067,-0.001,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
43,0.363,3.17,-0.13,292.5,0.0257,0.0012,0.0012,-0.00077,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
44,0.363,3.17,-0.13,307.5,0.0315,0.0013,0.0011,-0.0011,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
45,0.363,3.17,-0.13,322.5,0.0391,0.0014,0.0013,-0.0014,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
46,0.363,3.17,-0.13,337.5,0.042,0.0016,0.0013,-0.0013,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
47,0.363,3.17,-0.13,352.5,0.0461,0.0017,0.0016,-0.0015,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
48,0.365,3.18,-0.216,7.5,0.0335,0.0026,0.0011,-0.0013,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
49,0.365,3.18,-0.216,22.5,0.0308,0.0021,0.0015,-0.00096,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
50,0.365,3.18,-0.216,37.5,0.0247,0.0015,0.00082,-0.00086,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
51,0.365,3.18,-0.216,52.5,0.0204,0.0012,0.00064,-0.00082,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
52,0.365,3.18,-0.216,67.5,0.0169,0.001,0.00063,-0.00057,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
53,0.365,3.18,-0.216,82.5,0.0141,0.0009,0.00069,-0.00046,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
54,0.365,3.18,-0.216,97.5,0.0121,0.00078,0.00042,-0.00049,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
55,0.365,3.18,-0.216,112.5,0.0108,0.00072,0.00043,-0.00034,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
56,0.365,3.18,-0.216,127.5,0.00957,0.00068,0.0004,-0.00045,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
57,0.365,3.18,-0.216,142.5,0.00859,0.00066,0.00035,-0.00031,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
58,0.365,3.18,-0.216,157.5,0.00905,0.00067,0.00033,-0.00041,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
59,0.365,3.18,-0.216,172.5,0.00928,0.00069,0.00046,-0.0003,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
60,0.365,3.18,-0.216,187.5,0.0089,0.00066,0.00027,-0.00041,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
61,0.365,3.18,-0.216,202.5,0.0102,0.00073,0.0004,-0.00034,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
62,0.365,3.18,-0.216,217.5,0.00931,0.00069,0.00041,-0.00029,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
63,0.365,3.18,-0.216,232.5,0.00957,0.00071,0.00045,-0.00031,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
64,0.365,3.18,-0.216,247.5,0.0104,0.00077,0.00048,-0.00033,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
65,0.365,3.18,-0.216,262.5,0.014,0.00086,0.00064,-0.00053,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
66,0.365,3.18,-0.216,277.5,0.0152,0.00095,0.00071,-0.00049,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
67,0.365,3.18,-0.216,292.5,0.0195,0.0011,0.00068,-0.00081,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
68,0.365,3.18,-0.216,307.5,0.0239,0.0013,0.00078,-0.00081,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
69,0.365,3.18,-0.216,322.5,0.029,0.0015,0.00098,-0.00091,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
70,0.365,3.18,-0.216,337.5,0.0342,0.002,0.0019,-0.0012,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
71,0.365,3.18,-0.216,352.5,0.0362,0.0026,0.0014,-0.0011,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
72,0.365,3.18,-0.302,7.5,0.0295,0.007,0.0025,-0.0022,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
73,0.365,3.18,-0.302,22.5,0.0207,0.0039,0.0012,-0.0012,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
74,0.365,3.18,-0.302,37.5,0.0216,0.002,0.00066,-0.0013,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
75,0.365,3.18,-0.302,52.5,0.0174,0.0013,0.00054,-0.00065,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
76,0.365,3.18,-0.302,67.5,0.0132,0.001,0.00046,-0.00048,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
77,0.365,3.18,-0.302,82.5,0.0121,0.00091,0.00062,-0.00065,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
78,0.365,3.18,-0.302,97.5,0.00961,0.0008,0.00052,-0.00048,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
79,0.365,3.18,-0.302,112.5,0.008,0.00069,0.00028,-0.00041,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
80,0.365,3.18,-0.302,127.5,0.00694,0.00063,0.00037,-0.00024,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
81,0.365,3.18,-0.302,142.5,0.00632,0.0006,0.00023,-0.00028,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
82,0.365,3.18,-0.302,157.5,0.00626,0.00063,0.0003,-0.00021,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
83,0.365,3.18,-0.302,172.5,0.00696,0.00071,0.0005,-0.00024,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
84,0.365,3.18,-0.302,187.5,0.00595,0.00067,0.00038,-0.00034,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
85,0.365,3.18,-0.302,202.5,0.00789,0.00069,0.00035,-0.00024,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
86,0.365,3.18,-0.302,217.5,0.00803,0.00068,0.00029,-0.00024,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
87,0.365,3.18,-0.302,232.5,0.00696,0.00066,0.00049,-0.00026,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
88,0.365,3.18,-0.302,247.5,0.0083,0.00071,0.00034,-0.00039,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
89,0.365,3.18,-0.302,262.5,0.0089,0.0008,0.00031,-0.00039,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
90,0.365,3.18,-0.302,277.5,0.0117,0.00095,0.00046,-0.00048,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
91,0.365,3.18,-0.302,292.5,0.0145,0.0011,0.00047,-0.00054,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
92,0.365,3.18,-0.302,307.5,0.0186,0.0014,0.00059,-0.00086,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
93,0.365,3.18,-0.302,322.5,0.0205,0.0019,0.00086,-0.001,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
94,0.365,3.18,-0.302,337.5,0.0219,0.0035,0.0011,-0.0013,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
95,0.365,3.18,-0.302,352.5,0.0175,0.0061,0.0017,-0.0031,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
96,0.364,3.18,-0.418,7.5,0.0284,0.034,0.0067,-0.0029,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
97,0.364,3.18,-0.418,22.5,0.0197,0.0096,0.0027,-0.0058,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
98,0.364,3.18,-0.418,37.5,0.0122,0.0025,0.00073,-0.00037,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
99,0.364,3.18,-0.418,52.5,0.00941,0.0012,0.00064,-0.00041,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
100,0.364,3.18,-0.418,67.5,0.00874,0.00087,0.00039,-0.00036,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
101,0.364,3.18,-0.418,82.5,0.0073,0.00074,0.00048,-0.0003,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
102,0.364,3.18,-0.418,97.5,0.00619,0.00064,0.00022,-0.00035,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
103,0.364,3.18,-0.418,112.5,0.00509,0.00053,0.00021,-0.00026,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
104,0.364,3.18,-0.418,127.5,0.00483,0.00046,0.00025,-0.00018,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
105,0.364,3.18,-0.418,142.5,0.00533,0.00052,0.00019,-0.00022,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
106,0.364,3.18,-0.418,157.5,0.00689,0.00076,0.00032,-0.00046,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
107,0.364,3.18,-0.418,172.5,0.00612,0.00095,0.00087,-0.00032,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
108,0.364,3.18,-0.418,187.5,0.00686,0.0011,0.00025,-0.00077,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
109,0.364,3.18,-0.418,202.5,0.00775,0.0008,0.00032,-0.00045,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
110,0.364,3.18,-0.418,217.5,0.00561,0.00057,0.00033,-0.00017,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
111,0.364,3.18,-0.418,232.5,0.00662,0.00052,0.00024,-0.00022,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
112,0.364,3.18,-0.418,247.5,0.00541,0.00052,0.00032,-0.00032,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
113,0.364,3.18,-0.418,262.5,0.00707,0.00069,0.00032,-0.00027,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
114,0.364,3.18,-0.418,277.5,0.00813,0.00081,0.00045,-0.00049,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
115,0.364,3.18,-0.418,292.5,0.0102,0.00095,0.0004,-0.0006,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
116,0.364,3.18,-0.418,307.5,0.0152,0.0014,0.00062,-0.00051,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
117,0.364,3.18,-0.418,322.5,0.0182,0.0026,0.0011,-0.00077,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
118,0.364,3.18,-0.418,337.5,0.021,0.0092,0.00063,-0.0039,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
119,0.364,3.18,-0.418,352.5,0.00139,0.048,0.023,-0.0033,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
120,0.367,3.65,-0.0316,7.5,0.0275,0.00092,0.0011,-0.00082,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
121,0.367,3.65,-0.0316,22.5,0.0229,0.00084,0.00098,-0.0007,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
122,0.367,3.65,-0.0316,37.5,0.0228,0.00084,0.00078,-0.00085,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
123,0.367,3.65,-0.0316,52.5,0.0208,0.00081,0.00066,-0.00077,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
124,0.367,3.65,-0.0316,67.5,0.0218,0.00079,0.00067,-0.00084,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
125,0.367,3.65,-0.0316,82.5,0.0183,0.00074,0.00078,-0.00055,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
126,0.367,3.65,-0.0316,97.5,0.0175,0.00072,0.00055,-0.00059,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
127,0.367,3.65,-0.0316,112.5,0.0164,0.00068,0.00072,-0.00059,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
128,0.367,3.65,-0.0316,127.5,0.0157,0.00065,0.00059,-0.00049,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
129,0.367,3.65,-0.0316,142.5,0.0141,0.00062,0.00059,-0.00047,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
130,0.367,3.65,-0.0316,157.5,0.0129,0.0006,0.00058,-0.00045,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
131,0.367,3.65,-0.0316,172.5,0.013,0.0006,0.00064,-0.00045,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
132,0.367,3.65,-0.0316,187.5,0.0122,0.0006,0.00052,-0.0005,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
133,0.367,3.65,-0.0316,202.5,0.0135,0.00063,0.00044,-0.00051,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
134,0.367,3.65,-0.0316,217.5,0.0133,0.00062,0.00049,-0.00047,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
135,0.367,3.65,-0.0316,232.5,0.0161,0.00068,0.00049,-0.00057,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
136,0.367,3.65,-0.0316,247.5,0.0152,0.00067,0.0005,-0.0006,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
137,0.367,3.65,-0.0316,262.5,0.0185,0.00073,0.00075,-0.00059,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
138,0.367,3.65,-0.0316,277.5,0.0209,0.00078,0.00075,-0.00071,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
139,0.367,3.65,-0.0316,292.5,0.0214,0.00079,0.0008,-0.00068,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
140,0.367,3.65,-0.0316,307.5,0.0225,0.00082,0.00083,-0.00089,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
141,0.367,3.65,-0.0316,322.5,0.0252,0.00087,0.00078,-0.0011,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
142,0.367,3.65,-0.0316,337.5,0.0237,0.00086,0.0012,-0.00083,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
143,0.367,3.65,-0.0316,352.5,0.0257,0.0009,0.001,-0.00097,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
144,0.367,3.65,-0.0928,7.5,0.0235,0.001,0.00099,-0.0008,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
145,0.367,3.65,-0.0928,22.5,0.0219,0.00096,0.00093,-0.00068,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
146,0.367,3.65,-0.0928,37.5,0.0199,0.00084,0.0011,-0.0006,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
147,0.367,3.65,-0.0928,52.5,0.0191,0.00078,0.00057,-0.001,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
148,0.367,3.65,-0.0928,67.5,0.0179,0.00074,0.0006,-0.00058,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
149,0.367,3.65,-0.0928,82.5,0.0134,0.00065,0.00043,-0.00042,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
150,0.367,3.65,-0.0928,97.5,0.0118,0.00061,0.0004,-0.00042,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
151,0.367,3.65,-0.0928,112.5,0.0105,0.00055,0.00036,-0.00057,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
152,0.367,3.65,-0.0928,127.5,0.0109,0.00056,0.00044,-0.00045,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
153,0.367,3.65,-0.0928,142.5,0.00984,0.00052,0.00033,-0.00059,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
154,0.367,3.65,-0.0928,157.5,0.00812,0.00049,0.00025,-0.00039,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
155,0.367,3.65,-0.0928,172.5,0.00882,0.0005,0.00055,-0.00027,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
156,0.367,3.65,-0.0928,187.5,0.00874,0.00049,0.00031,-0.00063,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
157,0.367,3.65,-0.0928,202.5,0.00999,0.00054,0.00031,-0.00049,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
158,0.367,3.65,-0.0928,217.5,0.0105,0.00056,0.00035,-0.00046,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
159,0.367,3.65,-0.0928,232.5,0.0097,0.00056,0.0004,-0.00043,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
160,0.367,3.65,-0.0928,247.5,0.011,0.00058,0.00038,-0.00059,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
161,0.367,3.65,-0.0928,262.5,0.013,0.00062,0.00047,-0.00045,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
162,0.367,3.65,-0.0928,277.5,0.0143,0.00066,0.00067,-0.00045,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
163,0.367,3.65,-0.0928,292.5,0.0171,0.00072,0.00067,-0.00057,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
164,0.367,3.65,-0.0928,307.5,0.0197,0.00078,0.00059,-0.00097,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
165,0.367,3.65,-0.0928,322.5,0.0222,0.00085,0.00068,-0.00084,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
166,0.367,3.65,-0.0928,337.5,0.0253,0.00097,0.00086,-0.0011,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
167,0.367,3.65,-0.0928,352.5,0.0235,0.001,0.0014,-0.0008,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
168,0.369,3.67,-0.155,7.5,0.0215,0.0015,0.0011,-0.00073,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
169,0.369,3.67,-0.155,22.5,0.0166,0.0012,0.0011,-0.00052,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
170,0.369,3.67,-0.155,37.5,0.0168,0.00094,0.00072,-0.00066,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
171,0.369,3.67,-0.155,52.5,0.0152,0.00077,0.0006,-0.00048,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
172,0.369,3.67,-0.155,67.5,0.0124,0.00067,0.00046,-0.00046,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
173,0.369,3.67,-0.155,82.5,0.0103,0.00059,0.00035,-0.00039,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
174,0.369,3.67,-0.155,97.5,0.00883,0.00054,0.00029,-0.00029,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
175,0.369,3.67,-0.155,112.5,0.00848,0.00052,0.00028,-0.00047,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
176,0.369,3.67,-0.155,127.5,0.00774,0.00048,0.00028,-0.00043,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
177,0.369,3.67,-0.155,142.5,0.00669,0.00045,0.00028,-0.0002,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
178,0.369,3.67,-0.155,157.5,0.00706,0.00045,0.00027,-0.00034,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
179,0.369,3.67,-0.155,172.5,0.0067,0.00045,0.00034,-0.00021,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
180,0.369,3.67,-0.155,187.5,0.00688,0.00046,0.00029,-0.00028,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
181,0.369,3.67,-0.155,202.5,0.00709,0.00047,0.00025,-0.00034,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
182,0.369,3.67,-0.155,217.5,0.0071,0.00048,0.00026,-0.00036,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
183,0.369,3.67,-0.155,232.5,0.00791,0.0005,0.00042,-0.0003,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
184,0.369,3.67,-0.155,247.5,0.00943,0.00054,0.00043,-0.00031,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
