,x_B,Q^2,t,phi,value,stat_u,syst_u (upper limit),syst_u (lower limit),col,obs,units,target,beam,RS
1056,0.613,8.51,-0.577,7.5,0.00028,0.00014,5.6e-05,-1.2e-05,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1057,0.613,8.51,-0.577,22.5,0.000139,7.2e-05,4.5e-05,-9.9e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1058,0.613,8.51,-0.577,37.5,0.000136,2.9e-05,7.3e-06,-1.1e-05,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1059,0.613,8.51,-0.577,52.5,0.000133,1.7e-05,5e-06,-7.2e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1060,0.613,8.51,-0.577,67.5,0.000127,1.4e-05,6.3e-06,-4.9e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1061,0.613,8.51,-0.577,82.5,0.00012,1.2e-05,6.2e-06,-5.4e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1062,0.613,8.51,-0.577,97.5,0.000116,1.1e-05,6.1e-06,-4.6e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1063,0.613,8.51,-0.577,112.5,0.000107,9.7e-06,4.4e-06,-4.4e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1064,0.613,8.51,-0.577,127.5,8.22e-05,8.2e-06,3.2e-06,-2.7e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1065,0.613,8.51,-0.577,142.5,8.64e-05,8.3e-06,3.3e-06,-5.6e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1066,0.613,8.51,-0.577,157.5,9.84e-05,9.1e-06,5.8e-06,-5e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1067,0.613,8.51,-0.577,172.5,0.00011,9.9e-06,4.5e-06,-1.1e-05,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1068,0.613,8.51,-0.577,187.5,9.18e-05,9.5e-06,3.4e-06,-8.5e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1069,0.613,8.51,-0.577,202.5,9.42e-05,9.1e-06,6.6e-06,-3e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1070,0.613,8.51,-0.577,217.5,0.000107,9e-06,3.3e-06,-5.9e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1071,0.613,8.51,-0.577,232.5,0.00011,9.5e-06,3.3e-06,-5.2e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1072,0.613,8.51,-0.577,247.5,0.000135,1.1e-05,5.7e-06,-4.5e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1073,0.613,8.51,-0.577,262.5,0.000122,1.1e-05,4.2e-06,-4.7e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1074,0.613,8.51,-0.577,277.5,0.000142,1.2e-05,5.8e-06,-4.4e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1075,0.613,8.51,-0.577,292.5,0.000134,1.4e-05,9e-06,-7.2e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1076,0.613,8.51,-0.577,307.5,0.000129,1.8e-05,7.1e-06,-5.6e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1077,0.613,8.51,-0.577,322.5,0.000161,3.1e-05,4.9e-06,-1.5e-05,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1078,0.613,8.51,-0.577,337.5,0.000128,6.3e-05,1.4e-05,-8e-06,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
1079,0.613,8.51,-0.577,352.5,0.000189,0.00017,1.5e-05,-3.4e-05,Jlab,HelicityIndepCrossSection,nb/GeV^4,Proton,e-,
