,x_B,Q^2,t,phi,value,stat_u,syst_u (upper limit),syst_u (lower limit),col,obs,units,target,beam,RS
361,0.483,2.71,-0.0218,22.5,0.00155,0.0021,0.0017,-0.0006,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
362,0.483,2.71,-0.0218,37.5,-0.000124,0.002,0.0007,-0.00054,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
363,0.483,2.71,-0.0218,52.5,0.0014,0.002,0.0012,-0.00034,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
364,0.483,2.71,-0.0218,67.5,-0.00135,0.002,0.00034,-0.00061,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
365,0.483,2.71,-0.0218,82.5,0.00225,0.0019,0.00073,-0.00099,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
366,0.483,2.71,-0.0218,97.5,-6.43e-05,0.0018,0.00054,-0.00057,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
367,0.483,2.71,-0.0218,112.5,0.0014,0.0019,0.0013,-0.00058,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
368,0.483,2.71,-0.0218,127.5,0.000968,0.0019,0.0011,-0.00057,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
369,0.483,2.71,-0.0218,142.5,-0.000544,0.0018,0.0012,-0.00078,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
370,0.483,2.71,-0.0218,157.5,-0.000872,0.0018,0.00094,-0.0009,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
371,0.483,2.71,-0.0218,172.5,0.00292,0.0017,0.00053,-0.0011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
372,0.483,2.71,-0.0218,187.5,0.000155,0.0024,0.00043,-0.00095,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
373,0.483,2.71,-0.0218,202.5,-5.64e-05,0.0021,0.00095,-0.00079,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
374,0.483,2.71,-0.0218,217.5,-0.000817,0.002,0.00056,-0.00067,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
375,0.483,2.71,-0.0218,232.5,-0.00325,0.0021,0.00026,-0.0015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
376,0.483,2.71,-0.0218,247.5,-0.000424,0.0021,0.0011,-0.00035,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
377,0.483,2.71,-0.0218,262.5,0.002,0.0022,0.00071,-0.00095,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
378,0.483,2.71,-0.0218,277.5,-0.00274,0.0022,0.00061,-0.0007,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
379,0.483,2.71,-0.0218,292.5,-0.00135,0.0022,0.00048,-0.00048,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
380,0.483,2.71,-0.0218,307.5,-0.00554,0.0023,0.00099,-0.00087,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
381,0.483,2.71,-0.0218,322.5,0.00348,0.0024,0.0013,-0.00093,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
382,0.483,2.71,-0.0218,337.5,-0.00155,0.0025,0.0015,-0.0014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
383,0.483,2.71,-0.0218,352.5,-8.65e-05,0.0029,0.00078,-0.0013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
384,0.483,2.71,-0.0643,7.5,-0.000393,0.0037,0.0016,-0.00097,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
385,0.483,2.71,-0.0643,22.5,-0.00369,0.0037,0.0014,-0.00068,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
386,0.483,2.71,-0.0643,37.5,0.00404,0.0032,0.001,-0.0011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
387,0.483,2.71,-0.0643,52.5,0.00383,0.0028,0.0005,-0.00044,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
388,0.483,2.71,-0.0643,67.5,0.0102,0.0026,0.0008,-0.0026,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
389,0.483,2.71,-0.0643,82.5,0.00478,0.0024,0.00074,-0.00096,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
390,0.483,2.71,-0.0643,97.5,0.00606,0.0023,0.0012,-0.00071,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
391,0.483,2.71,-0.0643,112.5,0.00248,0.0023,0.00094,-0.00071,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
392,0.483,2.71,-0.0643,127.5,0.00293,0.0021,0.00028,-0.0013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
393,0.483,2.71,-0.0643,142.5,0.00271,0.002,0.0016,-0.00039,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
394,0.483,2.71,-0.0643,157.5,-0.00105,0.002,0.0015,-3.4e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
395,0.483,2.71,-0.0643,172.5,0.000192,0.002,0.00048,-0.00026,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
396,0.483,2.71,-0.0643,187.5,0.00691,0.0025,0.00035,-0.00078,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
397,0.483,2.71,-0.0643,202.5,-0.00029,0.0024,0.00063,-0.00078,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
398,0.483,2.71,-0.0643,217.5,-0.00224,0.0024,0.0012,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
399,0.483,2.71,-0.0643,232.5,-0.00801,0.0023,0.00067,-0.00087,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
400,0.483,2.71,-0.0643,247.5,7.62e-05,0.0024,0.0006,-0.0015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
401,0.483,2.71,-0.0643,262.5,-0.00616,0.0026,0.0014,-0.00086,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
402,0.483,2.71,-0.0643,277.5,-0.00198,0.0028,0.0009,-0.00089,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
403,0.483,2.71,-0.0643,292.5,-0.00218,0.0029,0.0009,-0.0011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
404,0.483,2.71,-0.0643,307.5,-0.000303,0.0032,0.0017,-0.0018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
405,0.483,2.71,-0.0643,322.5,-0.0054,0.0035,0.00032,-0.0009,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
406,0.483,2.71,-0.0643,337.5,-0.0054,0.0037,0.0022,-0.001,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
407,0.483,2.71,-0.0643,352.5,-0.00383,0.0046,0.00048,-0.003,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
408,0.484,2.71,-0.107,7.5,0.00668,0.0063,0.0042,-0.0045,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
409,0.484,2.71,-0.107,22.5,-0.00241,0.0053,0.00071,-0.0027,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
410,0.484,2.71,-0.107,37.5,0.00274,0.004,0.0016,-0.00069,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
411,0.484,2.71,-0.107,52.5,0.00371,0.003,0.00074,-0.00088,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
412,0.484,2.71,-0.107,67.5,0.00313,0.0025,0.00082,-0.00062,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
413,0.484,2.71,-0.107,82.5,0.00658,0.0023,0.00096,-0.00098,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
414,0.484,2.71,-0.107,97.5,-0.000314,0.0021,0.0007,-0.00056,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
415,0.484,2.71,-0.107,112.5,0.00363,0.0019,0.00067,-0.00021,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
416,0.484,2.71,-0.107,127.5,0.000684,0.0017,0.00072,-0.0017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
417,0.484,2.71,-0.107,142.5,0.00258,0.0016,0.00074,-0.00092,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
418,0.484,2.71,-0.107,157.5,0.000854,0.0018,0.00093,-0.00053,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
419,0.484,2.71,-0.107,172.5,1.85e-05,0.0017,0.00066,-0.00093,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
420,0.484,2.71,-0.107,187.5,0.00204,0.002,0.0001,-0.0015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
421,0.484,2.71,-0.107,202.5,-0.000301,0.0019,0.0017,-0.00026,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
422,0.484,2.71,-0.107,217.5,0.00164,0.0018,0.00056,-0.00022,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
423,0.484,2.71,-0.107,232.5,-0.00382,0.002,0.0023,-0.00041,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
424,0.484,2.71,-0.107,247.5,-0.00239,0.002,0.00065,-0.00064,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
425,0.484,2.71,-0.107,262.5,-0.00158,0.0023,0.00069,-0.0014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
426,0.484,2.71,-0.107,277.5,-0.00399,0.0025,0.00055,-0.0011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
427,0.484,2.71,-0.107,292.5,-0.000569,0.003,0.0012,-0.0016,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
428,0.484,2.71,-0.107,307.5,-0.0018,0.0034,0.00038,-0.0015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
429,0.484,2.71,-0.107,322.5,-0.00535,0.0042,0.0023,-0.00018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
430,0.484,2.71,-0.107,337.5,-0.00588,0.0054,0.0015,-0.002,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
431,0.484,2.71,-0.107,352.5,-0.0022,0.007,0.0042,-0.00081,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
432,0.485,2.71,-0.15,7.5,-0.00034,0.0019,0.0096,-0.0014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
433,0.485,2.71,-0.15,22.5,0.00138,0.004,0.00028,-0.0028,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
434,0.485,2.71,-0.15,37.5,0.00321,0.003,0.00081,-0.0024,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
435,0.485,2.71,-0.15,52.5,-0.00158,0.0026,0.00056,-0.00035,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
436,0.485,2.71,-0.15,67.5,0.00261,0.0024,0.00067,-0.00097,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
437,0.485,2.71,-0.15,82.5,0.00397,0.0024,0.0005,-0.00039,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
438,0.485,2.71,-0.15,97.5,0.00262,0.0023,0.00091,-0.0017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
439,0.485,2.71,-0.15,112.5,0.00435,0.002,0.0012,-0.0007,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
440,0.485,2.71,-0.15,127.5,0.0012,0.002,0.00085,-0.00024,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
441,0.485,2.71,-0.15,142.5,0.000125,0.0021,0.00061,-0.0004,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
442,0.485,2.71,-0.15,157.5,0.00231,0.0023,0.00064,-0.00027,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
443,0.485,2.71,-0.15,172.5,0.00254,0.0025,0.00094,-0.0012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
444,0.485,2.71,-0.15,187.5,0.00481,0.003,0.0011,-0.0015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
445,0.485,2.71,-0.15,202.5,-0.0089,0.0026,0.00037,-0.0027,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
446,0.485,2.71,-0.15,217.5,-0.00344,0.0024,0.0012,-0.001,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
447,0.485,2.71,-0.15,232.5,0.000134,0.0023,0.0016,-0.00097,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
448,0.485,2.71,-0.15,247.5,-0.00331,0.0024,0.00032,-0.00083,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
449,0.485,2.71,-0.15,262.5,-0.00492,0.0026,0.0006,-0.0011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
450,0.485,2.71,-0.15,277.5,-0.00652,0.0026,0.0014,-0.00029,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
451,0.485,2.71,-0.15,292.5,-0.00543,0.0028,0.00083,-0.00091,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
452,0.485,2.71,-0.15,307.5,-0.00126,0.003,0.0013,-0.00074,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
453,0.485,2.71,-0.15,322.5,0.00128,0.0036,0.00088,-0.0034,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
454,0.485,2.71,-0.15,337.5,-7.09e-05,0.0044,0.00093,-0.0012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
455,0.485,2.71,-0.15,352.5,-5.47e-05,0.003,0.004,-0.012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
456,0.485,2.72,-0.21,7.5,-0.108,0.14,0.078,-0.036,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
457,0.485,2.72,-0.21,22.5,0.0215,0.029,0.022,-0.0038,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
458,0.485,2.72,-0.21,37.5,0.00483,0.0074,0.0036,-0.0036,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
459,0.485,2.72,-0.21,52.5,0.00303,0.0031,0.00087,-0.0013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
460,0.485,2.72,-0.21,67.5,0.00343,0.0022,0.0013,-0.00094,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
461,0.485,2.72,-0.21,82.5,0.000178,0.0019,0.00047,-0.00051,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
462,0.485,2.72,-0.21,97.5,0.00326,0.0019,0.00028,-0.0012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
463,0.485,2.72,-0.21,112.5,0.00278,0.0015,0.00059,-0.00054,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
464,0.485,2.72,-0.21,127.5,0.000779,0.0013,0.0006,-0.00032,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
465,0.485,2.72,-0.21,142.5,0.00234,0.0014,0.00021,-0.00056,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
466,0.485,2.72,-0.21,157.5,-0.000388,0.0016,0.00054,-0.00044,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
467,0.485,2.72,-0.21,172.5,0.00587,0.002,0.00068,-0.0014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
468,0.485,2.72,-0.21,187.5,-0.000922,0.0022,0.00064,-0.00063,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
469,0.485,2.72,-0.21,202.5,0.000883,0.0017,0.00092,-0.00021,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
470,0.485,2.72,-0.21,217.5,-0.000508,0.0015,0.00017,-0.0005,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
471,0.485,2.72,-0.21,232.5,-0.000529,0.0016,0.00048,-0.00041,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
472,0.485,2.72,-0.21,247.5,-0.000966,0.0016,0.00088,-0.00037,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
473,0.485,2.72,-0.21,262.5,-0.0061,0.0016,0.0004,-0.00083,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
474,0.485,2.72,-0.21,277.5,-0.00367,0.002,0.00046,-0.0003,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
475,0.485,2.72,-0.21,292.5,-0.00773,0.0024,0.0016,-0.0006,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
476,0.485,2.72,-0.21,307.5,-0.00417,0.0039,0.0017,-0.0017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
477,0.485,2.72,-0.21,322.5,-0.0144,0.0079,0.0046,-0.0074,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
478,0.485,2.72,-0.21,337.5,-0.0232,0.038,0.016,-0.027,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
479,0.485,2.72,-0.21,352.5,-0.00648,0.12,0.053,-0.23,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
480,0.497,4.5,-0.0313,7.5,2.22e-05,0.00032,4e-05,-0.00024,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
481,0.497,4.5,-0.0313,22.5,0.000543,0.00031,0.00012,-3.5e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
482,0.497,4.5,-0.0313,37.5,0.000154,0.00027,0.00014,-0.00017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
483,0.497,4.5,-0.0313,52.5,-1.76e-05,0.00026,0.00015,-4e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
484,0.497,4.5,-0.0313,67.5,0.000244,0.00024,8e-05,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
485,0.497,4.5,-0.0313,82.5,0.000509,0.00025,7.2e-05,-9.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
486,0.497,4.5,-0.0313,97.5,0.000494,0.00024,0.0001,-3.4e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
487,0.497,4.5,-0.0313,112.5,0.000339,0.00022,8.1e-05,-6.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
488,0.497,4.5,-0.0313,127.5,0.000274,0.00023,0.00022,-6.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
489,0.497,4.5,-0.0313,142.5,0.000166,0.00022,5e-05,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
490,0.497,4.5,-0.0313,157.5,-0.000169,0.00022,5e-05,-5e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
491,0.497,4.5,-0.0313,172.5,-0.000302,0.00023,0.00012,-4.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
492,0.497,4.5,-0.0313,187.5,-8.39e-05,0.0002,0.0001,-7e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
493,0.497,4.5,-0.0313,202.5,-0.000182,0.00022,8e-05,-8e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
494,0.497,4.5,-0.0313,217.5,3.22e-06,0.00021,5e-05,-9e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
495,0.497,4.5,-0.0313,232.5,-0.000391,0.00021,7.1e-05,-3.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
496,0.497,4.5,-0.0313,247.5,-0.000467,0.00023,7.2e-05,-8.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
497,0.497,4.5,-0.0313,262.5,-0.00074,0.00024,4.6e-05,-9.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
498,0.497,4.5,-0.0313,277.5,-0.0006,0.00024,5.4e-05,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
499,0.497,4.5,-0.0313,292.5,-0.000546,0.00025,8.2e-05,-8.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
500,0.497,4.5,-0.0313,307.5,-0.000421,0.00024,0.00011,-6.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
501,0.497,4.5,-0.0313,322.5,-0.000626,0.00025,0.00011,-3.6e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
502,0.497,4.5,-0.0313,337.5,7.69e-05,0.00026,3e-05,-6e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
503,0.497,4.5,-0.0313,352.5,-7.16e-05,0.00026,2e-05,-9e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
504,0.501,4.53,-0.0926,7.5,0.00035,0.00032,2.3e-05,-6.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
505,0.501,4.53,-0.0926,22.5,0.000235,0.00028,5.1e-05,-0.00018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
506,0.501,4.53,-0.0926,37.5,0.00021,0.00028,4.1e-05,-0.00017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
507,0.501,4.53,-0.0926,52.5,0.000564,0.00024,5.3e-05,-0.00018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
508,0.501,4.53,-0.0926,67.5,0.000784,0.00022,2.7e-05,-7.4e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
509,0.501,4.53,-0.0926,82.5,0.000475,0.00021,0.0001,-0.00012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
510,0.501,4.53,-0.0926,97.5,0.000784,0.00019,6.5e-05,-4.7e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
511,0.501,4.53,-0.0926,112.5,0.000549,0.0002,0.00012,-5.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
512,0.501,4.53,-0.0926,127.5,0.000473,0.00019,2.5e-05,-8.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
513,0.501,4.53,-0.0926,142.5,0.000543,0.00019,3.5e-05,-7.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
514,0.501,4.53,-0.0926,157.5,0.000675,0.00019,4.5e-05,-0.0001,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
515,0.501,4.53,-0.0926,172.5,0.000124,0.0002,0.00011,-3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
516,0.501,4.53,-0.0926,187.5,0.000391,0.00018,6.1e-05,-5.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
517,0.501,4.53,-0.0926,202.5,-0.0003,0.00021,7.1e-05,-3.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
518,0.501,4.53,-0.0926,217.5,-0.000574,0.00021,7.2e-05,-3.5e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
519,0.501,4.53,-0.0926,232.5,-0.000219,0.0002,0.00014,-7e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
520,0.501,4.53,-0.0926,247.5,-7.21e-05,0.00021,4e-05,-8e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
521,0.501,4.53,-0.0926,262.5,-0.000263,0.00022,6.1e-05,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
522,0.501,4.53,-0.0926,277.5,-0.000511,0.00022,1.9e-05,-9.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
523,0.501,4.53,-0.0926,292.5,-0.000597,0.00023,0.00012,-2.8e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
524,0.501,4.53,-0.0926,307.5,-0.000461,0.00023,3.3e-05,-0.00014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
525,0.501,4.53,-0.0926,322.5,-0.000366,0.00026,6.1e-05,-5.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
526,0.501,4.53,-0.0926,337.5,-0.000447,0.00028,0.00014,-8.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
527,0.501,4.53,-0.0926,352.5,-6.77e-05,0.00029,3e-05,-0.00012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
528,0.504,4.56,-0.154,7.5,0.000405,0.0005,0.00036,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
529,0.504,4.56,-0.154,22.5,0.000251,0.00045,7e-05,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
530,0.504,4.56,-0.154,37.5,0.000804,0.00033,0.00015,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
531,0.504,4.56,-0.154,52.5,0.000593,0.00026,7.3e-05,-6.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
532,0.504,4.56,-0.154,67.5,0.00042,0.00022,9.1e-05,-3.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
533,0.504,4.56,-0.154,82.5,0.000636,0.00021,8.3e-05,-4.5e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
534,0.504,4.56,-0.154,97.5,0.000302,0.00018,0.0001,-4.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
535,0.504,4.56,-0.154,112.5,0.000642,0.00018,2.3e-05,-7.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
536,0.504,4.56,-0.154,127.5,0.000562,0.00017,2.7e-05,-7.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
537,0.504,4.56,-0.154,142.5,0.000231,0.00016,4.1e-05,-1.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
538,0.504,4.56,-0.154,157.5,0.000599,0.00017,0.00011,-3.6e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
539,0.504,4.56,-0.154,172.5,0.000225,0.00017,0.0001,-0.00015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
540,0.504,4.56,-0.154,187.5,0.000267,0.00018,6.1e-05,-2.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
541,0.504,4.56,-0.154,202.5,-7.05e-05,0.00019,8e-05,-0.0001,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
542,0.504,4.56,-0.154,217.5,-7.53e-05,0.0002,6e-05,-8e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
543,0.504,4.56,-0.154,232.5,-0.000388,0.0002,7.1e-05,-4.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
544,0.504,4.56,-0.154,247.5,-0.00018,0.0002,5e-05,-8e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
