,x_B,Q^2,t,phi,value,stat_u,syst_u (upper limit),syst_u (lower limit),col,obs,units,target,beam,RS
177,0.369,3.67,-0.155,142.5,0.00136,0.00048,0.00032,-0.00012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
178,0.369,3.67,-0.155,157.5,0.00129,0.00048,4.1e-05,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
179,0.369,3.67,-0.155,172.5,-4.1e-05,0.00042,0.00015,-5e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
180,0.369,3.67,-0.155,187.5,-0.000329,0.00057,0.00033,-0.00014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
181,0.369,3.67,-0.155,202.5,6.3e-05,0.00053,0.00014,-0.00041,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
182,0.369,3.67,-0.155,217.5,-0.0013,0.00054,0.00019,-0.00015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
183,0.369,3.67,-0.155,232.5,-0.00188,0.00057,6.1e-05,-0.00035,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
184,0.369,3.67,-0.155,247.5,-0.00273,0.00061,0.00017,-0.00015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
185,0.369,3.67,-0.155,262.5,-0.00231,0.00066,0.00024,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
186,0.369,3.67,-0.155,277.5,-0.00352,0.00072,0.00038,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
187,0.369,3.67,-0.155,292.5,-0.00469,0.00081,0.00034,-0.00024,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
188,0.369,3.67,-0.155,307.5,-0.00311,0.0009,0.00042,-0.00049,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
189,0.369,3.67,-0.155,322.5,-0.00403,0.0011,0.00037,-0.00034,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
190,0.369,3.67,-0.155,337.5,-0.000399,0.0014,0.00046,-0.00041,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
191,0.369,3.67,-0.155,352.5,-0.000672,0.0018,0.00027,-0.00075,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
192,0.37,3.68,-0.216,7.5,-0.00223,0.0026,0.0013,-0.00084,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
193,0.37,3.68,-0.216,22.5,0.000809,0.0019,0.0006,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
194,0.37,3.68,-0.216,37.5,0.00388,0.0012,0.0012,-0.00035,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
195,0.37,3.68,-0.216,52.5,0.00257,0.00092,0.00015,-0.00025,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
196,0.37,3.68,-0.216,67.5,0.00387,0.00078,0.00025,-0.00045,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
197,0.37,3.68,-0.216,82.5,0.00227,0.00065,0.00036,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
198,0.37,3.68,-0.216,97.5,0.00212,0.00059,0.00024,-0.00021,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
199,0.37,3.68,-0.216,112.5,0.00209,0.00051,0.0002,-0.00017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
200,0.37,3.68,-0.216,127.5,0.00156,0.00047,0.0001,-0.00021,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
201,0.37,3.68,-0.216,142.5,0.00148,0.00043,5.1e-05,-0.00012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
202,0.37,3.68,-0.216,157.5,-8.16e-05,0.00044,4e-05,-0.00031,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
203,0.37,3.68,-0.216,172.5,0.000333,0.00042,0.00024,-0.0001,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
204,0.37,3.68,-0.216,187.5,-0.000118,0.00051,0.00019,-6e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
205,0.37,3.68,-0.216,202.5,-0.000579,0.00048,8.2e-05,-0.00017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
206,0.37,3.68,-0.216,217.5,-0.00139,0.00052,0.00017,-0.00015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
207,0.37,3.68,-0.216,232.5,-0.000998,0.00049,4.4e-05,-0.00023,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
208,0.37,3.68,-0.216,247.5,-0.0016,0.00055,0.00021,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
209,0.37,3.68,-0.216,262.5,-0.00237,0.00062,0.00013,-0.00018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
210,0.37,3.68,-0.216,277.5,-0.00273,0.00065,0.00029,-0.00027,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
211,0.37,3.68,-0.216,292.5,-0.00311,0.00078,0.00036,-0.00025,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
212,0.37,3.68,-0.216,307.5,-0.00605,0.0009,0.00024,-0.00032,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
213,0.37,3.68,-0.216,322.5,-0.00258,0.0012,0.00012,-0.00048,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
214,0.37,3.68,-0.216,337.5,-0.00317,0.002,0.0013,-0.00097,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
215,0.37,3.68,-0.216,352.5,-0.000191,0.0032,0.00049,-0.0018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
216,0.37,3.68,-0.304,7.5,0.000676,0.0053,0.00081,-0.0017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
217,0.37,3.68,-0.304,22.5,0.00345,0.0026,0.00082,-0.00045,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
218,0.37,3.68,-0.304,37.5,0.00422,0.0013,0.00068,-0.00077,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
219,0.37,3.68,-0.304,52.5,0.00147,0.00078,0.0003,-0.00032,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
220,0.37,3.68,-0.304,67.5,0.00239,0.0006,0.00021,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
221,0.37,3.68,-0.304,82.5,0.00236,0.00049,0.00021,-0.0003,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
222,0.37,3.68,-0.304,97.5,0.00179,0.00043,9e-05,-0.00012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
223,0.37,3.68,-0.304,112.5,0.00154,0.00036,6.3e-05,-0.00016,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
224,0.37,3.68,-0.304,127.5,0.000726,0.0003,0.00014,-6.4e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
225,0.37,3.68,-0.304,142.5,0.0012,0.00031,4.9e-05,-0.00015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
226,0.37,3.68,-0.304,157.5,0.000109,0.00032,0.0001,-5e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
227,0.37,3.68,-0.304,172.5,0.000476,0.00029,0.00026,-4.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
228,0.37,3.68,-0.304,187.5,-0.000124,0.00037,4e-05,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
229,0.37,3.68,-0.304,202.5,-0.000779,0.00034,0.00013,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
230,0.37,3.68,-0.304,217.5,-0.00102,0.00033,0.00016,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
231,0.37,3.68,-0.304,232.5,-0.000888,0.00033,0.00013,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
232,0.37,3.68,-0.304,247.5,-0.00178,0.00037,7e-05,-0.0002,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
233,0.37,3.68,-0.304,262.5,-0.0016,0.00043,0.00012,-0.00026,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
234,0.37,3.68,-0.304,277.5,-0.00222,0.00046,0.00035,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
235,0.37,3.68,-0.304,292.5,-0.00253,0.00058,9.5e-05,-0.00032,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
236,0.37,3.68,-0.304,307.5,-0.00255,0.00076,0.00021,-0.00018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
237,0.37,3.68,-0.304,322.5,-0.00261,0.0013,0.00027,-0.00052,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
238,0.37,3.68,-0.304,337.5,-0.00387,0.0026,0.0011,-0.00048,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
239,0.37,3.68,-0.304,352.5,0.00818,0.0066,0.0016,-0.0013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
240,0.369,4.53,-0.0315,7.5,0.00117,0.00066,0.00014,-8.8e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
241,0.369,4.53,-0.0315,22.5,0.00121,0.00068,8e-05,-0.00031,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
242,0.369,4.53,-0.0315,37.5,0.00172,0.00067,0.0003,-0.0004,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
243,0.369,4.53,-0.0315,52.5,0.00215,0.00065,0.00033,-0.00036,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
244,0.369,4.53,-0.0315,67.5,0.00159,0.00064,0.00033,-5.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
245,0.369,4.53,-0.0315,82.5,0.00187,0.00062,0.00013,-0.00036,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
246,0.369,4.53,-0.0315,97.5,0.000796,0.00055,7.4e-05,-0.00041,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
247,0.369,4.53,-0.0315,112.5,0.00205,0.00055,0.00022,-0.00016,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
248,0.369,4.53,-0.0315,127.5,0.0011,0.00055,5.3e-05,-0.00017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
249,0.369,4.53,-0.0315,142.5,0.00176,0.00052,0.00011,-0.00028,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
250,0.369,4.53,-0.0315,157.5,0.00069,0.00053,8.3e-05,-0.00025,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
251,0.369,4.53,-0.0315,172.5,-0.000266,0.00049,0.00014,-0.00022,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
252,0.369,4.53,-0.0315,187.5,-0.000799,0.00056,0.00032,-0.00018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
253,0.369,4.53,-0.0315,202.5,7.8e-05,0.00057,8e-05,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
254,0.369,4.53,-0.0315,217.5,-0.000286,0.00056,0.00013,-0.00017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
255,0.369,4.53,-0.0315,232.5,-0.00199,0.0006,0.00038,-0.0001,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
256,0.369,4.53,-0.0315,247.5,-0.00133,0.0006,0.00036,-0.00014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
257,0.369,4.53,-0.0315,262.5,-0.00154,0.00061,0.00015,-0.00017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
258,0.369,4.53,-0.0315,277.5,-0.00314,0.00063,0.00012,-0.00032,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
259,0.369,4.53,-0.0315,292.5,-0.000429,0.00066,0.00029,-0.00037,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
260,0.369,4.53,-0.0315,307.5,-0.00219,0.00067,0.00032,-0.00024,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
261,0.369,4.53,-0.0315,322.5,-0.00185,0.0007,0.00028,-0.00025,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
262,0.369,4.53,-0.0315,337.5,-0.000542,0.00074,0.00015,-0.00018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
263,0.369,4.53,-0.0315,352.5,-0.000706,0.00075,0.00025,-8.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
264,0.37,4.55,-0.0928,7.5,0.000731,0.00082,5.5e-05,-0.00035,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
265,0.37,4.55,-0.0928,22.5,0.00219,0.00075,0.00025,-0.00027,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
266,0.37,4.55,-0.0928,37.5,0.00103,0.00063,0.00032,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
267,0.37,4.55,-0.0928,52.5,0.0019,0.00059,8.5e-05,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
268,0.37,4.55,-0.0928,67.5,0.003,0.00057,0.0002,-0.0002,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
269,0.37,4.55,-0.0928,82.5,0.00364,0.00053,0.00017,-0.00021,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
270,0.37,4.55,-0.0928,97.5,0.0021,0.00051,0.00034,-9e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
271,0.37,4.55,-0.0928,112.5,0.00102,0.00048,0.0002,-3.4e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
272,0.37,4.55,-0.0928,127.5,0.00205,0.00047,0.00014,-0.00014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
273,0.37,4.55,-0.0928,142.5,0.00113,0.00044,0.00021,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
274,0.37,4.55,-0.0928,157.5,-0.000266,0.00043,0.00016,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
275,0.37,4.55,-0.0928,172.5,0.000407,0.00039,8.1e-05,-0.0002,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
276,0.37,4.55,-0.0928,187.5,0.000794,0.00045,0.00015,-0.00024,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
277,0.37,4.55,-0.0928,202.5,-0.000144,0.00042,0.00012,-0.00025,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
278,0.37,4.55,-0.0928,217.5,-0.00114,0.00048,0.00018,-6.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
279,0.37,4.55,-0.0928,232.5,-0.00161,0.00048,5.3e-05,-0.00034,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
280,0.37,4.55,-0.0928,247.5,-0.00163,0.00049,8.7e-05,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
281,0.37,4.55,-0.0928,262.5,-0.00237,0.00051,0.00029,-0.00014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
282,0.37,4.55,-0.0928,277.5,-0.00194,0.00055,0.00012,-0.00039,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
283,0.37,4.55,-0.0928,292.5,-0.00353,0.00061,0.00059,-0.00016,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
284,0.37,4.55,-0.0928,307.5,-0.00153,0.00063,0.00033,-4.9e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
285,0.37,4.55,-0.0928,322.5,-0.00267,0.00073,0.00035,-0.00012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
286,0.37,4.55,-0.0928,337.5,-0.000473,0.00076,0.00021,-0.00031,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
287,0.37,4.55,-0.0928,352.5,-0.000654,0.00084,0.00038,-0.00042,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
288,0.372,4.57,-0.154,7.5,0.000116,0.001,0.0006,-0.00046,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
289,0.372,4.57,-0.154,22.5,0.00111,0.00088,0.00025,-0.00058,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
290,0.372,4.57,-0.154,37.5,0.0026,0.00072,0.00036,-0.00022,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
291,0.372,4.57,-0.154,52.5,0.00294,0.0006,0.00036,-0.00012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
292,0.372,4.57,-0.154,67.5,0.00223,0.00053,0.00024,-0.00015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
293,0.372,4.57,-0.154,82.5,0.00195,0.00047,0.00015,-0.0002,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
294,0.372,4.57,-0.154,97.5,0.00106,0.00042,0.00019,-6e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
295,0.372,4.57,-0.154,112.5,0.00109,0.00037,4.6e-05,-0.00028,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
296,0.372,4.57,-0.154,127.5,0.00118,0.00035,8.8e-05,-0.00021,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
297,0.372,4.57,-0.154,142.5,0.000534,0.00034,7.2e-05,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
298,0.372,4.57,-0.154,157.5,0.000227,0.00029,4.1e-05,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
299,0.372,4.57,-0.154,172.5,0.000336,0.00029,6.1e-05,-3.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
300,0.372,4.57,-0.154,187.5,-0.000158,0.00029,8e-05,-0.00021,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
301,0.372,4.57,-0.154,202.5,-0.000373,0.00032,9.1e-05,-0.00016,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
302,0.372,4.57,-0.154,217.5,-0.000706,0.00035,0.00016,-5.5e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
303,0.372,4.57,-0.154,232.5,-0.000651,0.00038,0.00015,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
304,0.372,4.57,-0.154,247.5,-0.00119,0.00043,0.00011,-0.00016,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
305,0.372,4.57,-0.154,262.5,-0.00115,0.00045,0.00014,-0.00031,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
306,0.372,4.57,-0.154,277.5,-0.00121,0.00047,0.00016,-0.00013,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
307,0.372,4.57,-0.154,292.5,-0.00158,0.00054,0.00028,-0.00023,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
308,0.372,4.57,-0.154,307.5,-0.00256,0.00062,0.00014,-0.00022,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
309,0.372,4.57,-0.154,322.5,-0.00129,0.00073,0.00032,-0.00028,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
310,0.372,4.57,-0.154,337.5,-0.000899,0.0009,0.00056,-2.9e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
311,0.372,4.57,-0.154,352.5,-0.000412,0.0011,0.00063,-0.0002,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
312,0.373,4.58,-0.216,7.5,0.000528,0.0015,0.00072,-0.0001,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
313,0.373,4.58,-0.216,22.5,0.00195,0.0012,0.00059,-0.00064,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
314,0.373,4.58,-0.216,37.5,0.00181,0.00085,0.00014,-0.00033,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
315,0.373,4.58,-0.216,52.5,0.00171,0.00067,0.00035,-0.00028,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
316,0.373,4.58,-0.216,67.5,0.0013,0.00055,0.00018,-0.0002,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
317,0.373,4.58,-0.216,82.5,0.00197,0.00051,0.00025,-9.4e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
318,0.373,4.58,-0.216,97.5,0.00165,0.00043,0.0001,-0.00025,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
319,0.373,4.58,-0.216,112.5,0.00156,0.00039,6.4e-05,-0.00018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
320,0.373,4.58,-0.216,127.5,0.00101,0.00034,0.0002,-3.8e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
321,0.373,4.58,-0.216,142.5,0.00055,0.00035,0.00012,-0.0002,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
322,0.373,4.58,-0.216,157.5,0.00112,0.00032,0.00012,-0.00012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
323,0.373,4.58,-0.216,172.5,0.000341,0.00032,0.00019,-0.00014,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
324,0.373,4.58,-0.216,187.5,-0.000244,0.00036,0.00014,-5.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
325,0.373,4.58,-0.216,202.5,-3.91e-06,0.00033,0.00015,-2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
326,0.373,4.58,-0.216,217.5,-6.73e-05,0.00035,7e-05,-0.00019,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
327,0.373,4.58,-0.216,232.5,-0.00103,0.00037,0.00013,-3.4e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
328,0.373,4.58,-0.216,247.5,-0.00114,0.00042,0.00015,-7.9e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
329,0.373,4.58,-0.216,262.5,-0.000778,0.00045,0.00021,-5.6e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
330,0.373,4.58,-0.216,277.5,-0.00146,0.0005,0.00031,-7.6e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
331,0.373,4.58,-0.216,292.5,-0.00269,0.00057,0.00023,-0.00017,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
332,0.373,4.58,-0.216,307.5,-0.00287,0.00067,0.00027,-0.00032,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
333,0.373,4.58,-0.216,322.5,-0.00155,0.00088,0.00033,-7.8e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
334,0.373,4.58,-0.216,337.5,-0.00242,0.0012,0.00029,-0.00023,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
335,0.373,4.58,-0.216,352.5,0.00172,0.0017,0.0005,-0.00093,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
336,0.371,4.57,-0.303,7.5,-0.00539,0.003,0.00083,-0.0012,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
337,0.371,4.57,-0.303,22.5,0.000612,0.0016,0.00074,-0.00024,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
338,0.371,4.57,-0.303,37.5,0.00209,0.00092,0.00032,-0.0001,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
339,0.371,4.57,-0.303,52.5,0.000762,0.00059,0.00031,-9.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
340,0.371,4.57,-0.303,67.5,0.000955,0.00044,0.00014,-9.5e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
341,0.371,4.57,-0.303,82.5,0.00109,0.00036,0.00013,-0.00016,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
342,0.371,4.57,-0.303,97.5,0.00101,0.00031,0.00013,-4.4e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
343,0.371,4.57,-0.303,112.5,0.000851,0.00028,9.4e-05,-7.5e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
344,0.371,4.57,-0.303,127.5,0.000758,0.00024,0.0001,-2.6e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
345,0.371,4.57,-0.303,142.5,0.000604,0.00023,0.00011,-8.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
346,0.371,4.57,-0.303,157.5,0.000274,0.00022,7.1e-05,-1.3e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
347,0.371,4.57,-0.303,172.5,0.000168,0.00023,1.1e-05,-0.00011,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
348,0.371,4.57,-0.303,187.5,-0.000295,0.00023,0.00012,-2.2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
349,0.371,4.57,-0.303,202.5,-5.45e-05,0.00022,5e-05,-2e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
350,0.371,4.57,-0.303,217.5,-0.000353,0.00023,7.1e-05,-6.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
351,0.371,4.57,-0.303,232.5,-0.000368,0.00025,4.2e-05,-9.1e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
352,0.371,4.57,-0.303,247.5,-0.00121,0.00029,0.00012,-0.00018,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
353,0.371,4.57,-0.303,262.5,-0.00139,0.00033,7.5e-05,-0.0002,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
354,0.371,4.57,-0.303,277.5,-0.0012,0.00036,0.00014,-9.8e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
355,0.371,4.57,-0.303,292.5,-0.00258,0.00045,0.00021,-0.00015,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
356,0.371,4.57,-0.303,307.5,-0.00131,0.00057,0.00018,-4.6e-05,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
357,0.371,4.57,-0.303,322.5,-0.00187,0.00088,0.00057,-0.00028,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
358,0.371,4.57,-0.303,337.5,-0.00463,0.0017,0.0014,-0.00021,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
359,0.371,4.57,-0.303,352.5,0.00139,0.0031,0.00061,-0.00031,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
360,0.483,2.71,-0.0218,7.5,-0.000591,0.0019,0.00036,-0.00067,Jlab,HelicityDepCrossSection,nb/GeV^4,Proton,e-,
