,φ (deg),Column1,"x_{B} =0.378
Q^{2} =2.012GeV^{2}
t =-0.192GeV^{2}",_1,"x_{B} =0.392
Q^{2} =2.054GeV^{2}
t =-0.233GeV^{2}",_2,"x_{B} =0.398
Q^{2} =2.074GeV^{2}
t =-0.279GeV^{2}",_3,"x_{B} =0.400
Q^{2} =2.084GeV^{2}
t =-0.324GeV^{2}",_4,"x_{B} =0.401
Q^{2} =2.091GeV^{2}
t =-0.371GeV^{2}"
0,7.5,,"+4.3 -2.8 ± 9.1
–2.5",,"+0.0 -2.4 ± 5.1
–3.5",,"+0.8 -0.2 ± 5.9
–1.0",,"+6.9 3.8 ± 7.7
–0.0",,"+1.1 -9.0 ± 11.9
–3.2"
1,22.5,,"+0.7 2.7 ± 8.8
–5.6",,"+0.5 -0.6 ± 4.8
–2.4",,"+0.0 1.4 ± 5.0
–4.0",,"+0.0 -1.2 ± 6.8
–3.5",,"+2.7 0.9 ± 9.2
–1.1"
2,37.5,,"+3.6 -6.0 ± 7.9
–0.0",,"+1.6 4.1 ± 4.4
–1.1",,"+4.3 13.3 ± 4.6
–0.0",,"+2.0 5.5 ± 5.2
–3.0",,"+1.4 0.4 ± 6.2
–0.0"
3,52.5,,"+2.6 7.2 ± 8.1
–2.5",,"+2.6 13.7 ± 4.5
–0.4",,"+2.3 11.2 ± 4.4
–0.0",,"+1.9 12.3 ± 4.8
–1.2",,"+2.0 8.3 ± 5.3
–0.4"
4,67.5,,"+2.2 -5.9 ± 7.7
–0.7",,"+1.1 5.0 ± 4.1
–0.0",,"+0.6 6.0 ± 3.9
–1.4",,"+0.4 8.4 ± 4.2
–2.0",,"+0.6 5.9 ± 4.5
–1.0"
5,82.5,,"+0.7 18.2 ± 7.2
–1.9",,"+0.1 12.4 ± 4.0
–3.3",,"+0.2 10.6 ± 3.7
–1.8",,"+0.0 3.5 ± 3.7
–1.4",,"+0.0 7.9 ± 3.8
–1.7"
6,97.5,,"+4.8 -0.8 ± 7.3
–0.6",,"+3.2 4.6 ± 3.6
–0.0",,"+0.2 4.2 ± 3.5
–1.8",,"+1.8 7.2 ± 3.7
–0.0",,"+0.9 3.3 ± 4.0
–0.2"
7,112.5,,"+2.8 14.0 ± 6.7
–0.0",,"+0.0 -0.6 ± 3.6
–2.5",,"+1.0 7.2 ± 3.3
–1.1",,"+2.4 -1.1 ± 3.1
–0.0",,"+1.8 6.5 ± 3.9
–0.5"
8,127.5,,"+2.9 -0.3 ± 6.7
–0.7",,"+0.0 3.0 ± 3.1
–1.6",,"+3.5 7.3 ± 2.8
–0.0",,"+0.0 11.1 ± 3.2
–4.8",,"+2.9 -1.5 ± 3.6
–0.0"
9,142.5,,"+0.0 1.6 ± 6.0
–4.0",,"+0.2 4.8 ± 3.1
–1.7",,"+2.9 4.8 ± 2.8
–0.0",,"+1.8 3.3 ± 3.0
–0.0",,"+0.0 6.1 ± 3.8
–3.8"
10,157.5,,"+2.5 -9.0 ± 5.9
–2.4",,"+0.1 4.9 ± 3.0
–1.2",,"+2.1 5.6 ± 2.9
–0.8",,"+0.1 5.3 ± 3.3
–1.5",,"+0.6 -2.7 ± 4.2
–0.6"
11,172.5,,"+0.0 -4.9 ± 5.9
–3.1",,"+0.8 1.0 ± 3.0
–1.5",,"+1.5 0.6 ± 2.8
–0.1",,"+1.5 -0.7 ± 3.2
–0.3",,"+0.1 -8.4 ± 4.5
–2.0"
12,187.5,,"+1.4 -2.7 ± 6.0
–3.3",,"+0.6 2.5 ± 3.0
–1.1",,"+0.4 1.4 ± 2.7
–1.1",,"+2.2 -0.5 ± 3.2
–0.7",,"+4.7 2.9 ± 4.7
–0.0"
13,202.5,,"+0.9 6.7 ± 6.3
–4.1",,"+0.0 -1.0 ± 3.2
–3.2",,"+0.0 1.7 ± 2.6
–1.4",,"+1.8 1.0 ± 3.4
–0.0",,"+0.0 3.8 ± 4.1
–1.4"
14,217.5,,"+0.5 -0.8 ± 6.6
–10.0",,"+0.0 1.3 ± 3.1
–2.6",,"+1.9 -5.0 ± 3.1
–0.0",,"+0.0 -1.2 ± 3.2
–1.6",,"+2.6 0.8 ± 3.9
–0.0"
15,232.5,,"+2.6 -8.7 ± 6.3
–0.0",,"+0.0 -1.1 ± 3.1
–4.4",,"+0.3 -4.3 ± 2.8
–1.0",,"+3.2 0.3 ± 3.2
–0.7",,"+0.5 -6.6 ± 3.2
–0.2"
16,247.5,,"+0.5 -12.9 ± 6.2
–4.0",,"+0.0 -10.3 ± 3.4
–2.8",,"+0.4 -6.8 ± 3.2
–0.2",,"+1.6 -6.6 ± 3.7
–1.2",,"+0.0 -3.0 ± 3.7
–3.2"
17,262.5,,"+0.3 -4.0 ± 6.5
–3.8",,"+2.5 -2.4 ± 3.7
–0.0",,"+1.9 -8.4 ± 3.5
–0.4",,"+1.3 -7.9 ± 3.6
–1.1",,"+3.5 -0.1 ± 3.7
–0.4"
18,277.5,,"+0.6 -1.2 ± 6.9
–2.9",,"+0.0 -12.5 ± 3.7
–3.0",,"+2.4 -9.4 ± 3.7
–0.6",,"+3.4 4.4 ± 3.8
–0.0",,"+0.4 -3.2 ± 3.9
–1.0"
19,292.5,,"+0.6 -6.0 ± 7.4
–1.6",,"+2.6 -13.8 ± 4.1
–0.0",,"+1.5 -7.3 ± 3.5
–0.3",,"+0.6 -4.5 ± 3.9
–0.7",,"+2.4 -7.4 ± 4.4
–0.6"
20,307.5,,"+1.7 0.6 ± 8.3
–5.6",,"+5.0 -5.3 ± 4.2
–0.0",,"+0.5 -6.2 ± 4.0
–1.8",,"+4.7 -4.1 ± 4.8
–0.2",,"+0.8 -7.2 ± 4.9
–1.7"
21,322.5,,"+0.0 -2.6 ± 8.3
–8.0",,"+1.1 -15.7 ± 4.6
–1.2",,"+1.0 -10.4 ± 4.3
–1.1",,"+0.0 -14.6 ± 5.3
–3.9",,"+1.0 -5.8 ± 6.2
–2.7"
22,337.5,,"+3.4 -14.3 ± 8.6
–1.6",,"+0.8 -1.8 ± 4.8
–0.8",,"+0.0 -14.9 ± 5.0
–4.6",,"+0.0 -0.2 ± 6.5
–4.5",,"+1.2 -1.0 ± 8.4
–10.7"
23,352.5,,"+7.7 4.7 ± 8.7
–0.0",,"+0.9 -3.1 ± 5.0
–0.8",,"+4.9 1.0 ± 5.6
–0.7",,"+2.0 -1.7 ± 7.3
–5.9",,"+9.3 -3.8 ± 12.5
–0.0"
